|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
48|применение|применение|Применение|NOUN|64|6|1||1|1.0
49|новое|нового|нового|NOUN|65|6|2||1|1.0
50|тактический|тактического|тактического|ADJF|66|6|3||1|1.0
51|прием|приема|приема|NOUN|67|6|4||1|1.0
52|позволяю|позволяет|позволяет|VERB|68|6|5||1|1.0
53|сократить|сократить|сократить|INFN|70|6|7||1|1.0
54|время|время|время|NOUN|71|6|8||1|1.0
55|десантирование|десантирования|десантирования|NOUN|72|6|9||3|1.0
56|вд|воздушно-десантных|Воздушно-десантных|TITL|73|6|10|TITL|2|1.0
57|войско|войск|войск|NOUN|74|6|11||2|1.0
58|подчеркнул|подчеркнул|подчеркнул|VERB|75|6|12||1|1.0
59|вб|в.бенедиктов|В.Бенедиктов|FLNM|76|6|13|FLNM|2|1.0
60|авиационный|авиационное|Авиационное|ADJF|77|7|1||1|1.0
61|прикрытие|прикрытие|прикрытие|NOUN|78|7|2||1|1.0
62|ход|ходе|ходе|NOUN|80|7|4||1|1.0
63|мероприятие|мероприятия|мероприятия|NOUN|81|7|5||1|1.0
64|выполняю|выполняли|выполняли|VERB|82|7|6||1|1.0
65|экипаж|экипажи|экипажи|NOUN|83|7|7||2|1.0
66|истребитель|истребителей|истребителей|NOUN|84|7|8|SPEC|1|1.0
67|су-27|су-27|Су-27|DSNU|85|7|9|DSNU|1|1.0
68|управление|управление|управление|NOUN|87|7|11||1|1.0
69|воздушный|воздушным|воздушным|ADJF|88|7|12||1|1.0
70|строй|строем|строем|NOUN|89|7|13||1|1.0
71|самолет|самолетов|самолетов|NOUN|90|7|14|SPEC|2|2.0
72|вта|вта|ВТА|ABVR|91|7|15|SPEC|1|1.0
73|осуществляюсь|осуществлялось|осуществлялось|VERB|92|7|16||1|1.0
74|борт|борта|борта|NOUN|94|7|18||1|1.0
75|самолет|самолетов|самолетов|NOUN|95|7|19|SPEC|2|2.0
76|дальний|дальнего|дальнего|ADJF|96|7|20||1|1.0
77|радиолокационный|радиолокационного|радиолокационного|ADJF|97|7|21||1|1.0
78|обнаружение|обнаружения|обнаружения|NOUN|98|7|22||1|1.0
79|а-50у|а-50у|А-50У|DSNU|99|7|23|DSNU|1|1.0
80|ил-22-сурт|ил-22-сурт|Ил-22-СУРТ|DSNU|101|7|25|DSNU|1|1.0
81|сообщаю|сообщает|сообщает|VERB|102|7|26||1|1.0
82|департамент|департамент|Департамент|NOUN|103|7|27|TITL|1|1.0
83|информация|информации|информации|NOUN|104|7|28||1|1.0
84|массовый|массовых|массовых|ADJF|106|7|30||1|1.0
85|коммуникация|коммуникаций|коммуникаций|NOUN|107|7|31||1|1.0
86|минобороны|минобороны|Минобороны|NOUN|108|7|32|TITL|1|1.0
87|рф|рф|РФ|NOUN|109|7|33|UPPR|1|1.0
