|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
34|самолет|самолета|самолета|NOUN|42|3|3|SPEC|7|1.0
35|неизвестен|неизвестны|неизвестны|ADJS|44|3|5||1|1.0
36|стоило|стоит|Стоит|VERB|45|4|1||1|1.0
37|отметить|отметить|отметить|INFN|46|4|2||1|1.0
38|кб|кб|КБ|ABVR|48|4|4|SPEC|1|1.0
39|туполева|туполева|Туполева|NOUN|49|4|5|TITL|2|1.0
40|не|не|не|PRCL|51|4|7||3|2.0
41|занимаюсь|занималось|занималось|VERB|52|4|8||1|1.0
42|создание|созданием|созданием|NOUN|53|4|9||3|1.0
43|транспортный|транспортных|транспортных|ADJF|54|4|10||1|1.0
44|самолет|самолетов|самолетов|NOUN|55|4|11|SPEC|7|1.0
45|не|не|не|PRCL|57|4|13||3|2.0
46|считать|считать|считать|INFN|58|4|14||1|1.0
47|построенный|построенных|построенных|PRTF|59|4|15||1|1.0
48|единственный|единственном|единственном|ADJF|61|4|17||1|1.0
49|экземляре|экземляре|экземляре|UNKN|62|4|18|UNKN|1|1.0
50|ту-75|ту-75|Ту-75|DSNU|63|4|19|DSNU|1|1.0
51|ту-107|ту-107|Ту-107|DSNU|65|4|21|DSNU|1|1.0
52|грузовой|грузовых|грузовых|ADJF|66|4|22||1|1.0
53|вариант|вариантов|вариантов|NOUN|67|4|23||1|1.0
54|бомбардировщик|бомбардировщика|бомбардировщика|NOUN|68|4|24|SPEC|2|1.0
55|ту-4|ту-4|Ту-4|DSNU|69|4|25|DSNU|1|1.0
56|пассажирский|пассажирского|пассажирского|ADJF|71|4|27||2|1.0
57|ту-104|ту-104|Ту-104|DSNU|72|4|28|DSNU|1|1.0
58|фирма|фирма|фирма|NOUN|75|5|2||1|1.0
59|достиг|достигла|достигла|VERB|76|5|3||1|1.0
60|больший|больших|больших|ADJF|77|5|4||1|1.0
61|успех|успехов|успехов|NOUN|78|5|5||1|1.0
62|разработка|разработке|разработке|NOUN|80|5|7||1|1.0
63|бомбардировщик|бомбардировщиков|бомбардировщиков|NOUN|81|5|8|SPEC|2|1.0
64|пассажирский|пассажирских|пассажирских|ADJF|83|5|10||2|1.0
65|самолет|самолетов|самолетов|NOUN|84|5|11|SPEC|7|1.0
66|баз|базе|базе|NOUN|87|5|14||2|1.0
67|ан-12|ан-12|Ан-12|DSNU|88|6|1|DSNU|2|1.0
68|советский|советский|советский|ADJF|89|6|2||2|1.0
69|турбовинтовой|турбовинтовой|турбовинтовой|ADJF|90|6|3||1|1.0
70|военно-транспортный|военно-транспортный|военно-транспортный|ADJF|91|6|4|SPEC|3|1.0
71|самолет|самолет|самолет|NOUN|92|6|5|SPEC|7|1.0
72|вооружение|вооружении|вооружении|NOUN|94|6|7||1|1.0
73|с 1959 года|с 1959 года|с 1959 года|NUSR|95|6|8|NUSR|1|1.0
74|зарекомендовал|зарекомендовал|Зарекомендовал|VERB|96|7|1||1|1.0
75|надежный|надежное|надежное|ADJF|100|7|5||1|1.0
76|неприхотливый|неприхотливое|неприхотливое|ADJF|102|7|7||1|1.0
77|эксплуатация|эксплуатации|эксплуатации|NOUN|104|7|9||1|1.0
78|воздушный|воздушное|воздушное|ADJF|105|7|10||1|1.0
79|судно|судно|судно|NOUN|106|7|11|SPEC|1|1.0
80|спроектированный|спроектированный|спроектированный|PRTF|108|8|2||1|1.0
81|60 лет|60 лет|60 лет|NUSR|110|8|4|NUSR|1|1.0
82|самолет|самолет|самолет|NOUN|112|8|6|SPEC|7|1.0
83|устарел|устарел|устарел|VERB|114|8|8||1|1.0
84|не|не|не|PRCL|116|8|10||3|1.0
85|отвечаю|отвечает|отвечает|VERB|117|8|11||1|1.0
86|современный|современным|современным|ADJF|118|8|12||1|1.0
87|требование|требованиям|требованиям|NOUN|119|8|13||1|1.0
