|values
allwordscount|119.0
relwordscount|88.0
badwordscount|29.0
garbagewordscount|2.0
typeswords|['ABVR', 'NOUN', 'VERB', 'ADJF', 'INFN', 'DSNU', 'NAME', 'NUSR', 'UNKN', 'ADJS', 'PRCL', 'PRTF']
sentscount|8.0
minwordssent|5.0
maxwordssent|28.0
meanwordssent|14.75
minrepeatword|1.0
maxrepeatword|7.0
meanrepeatword|1.84
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|1.68
bad-%|24.37
