|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|связь|связи|связи|NOUN|2|1|2||1|1.0
1|недавний|недавними|недавними|ADJF|4|1|4||1|1.0
2|американский|американскими|американскими|ADJF|5|1|5||2|1.0
3|испытание|испытаниями|испытаниями|NOUN|6|1|6||1|1.0
4|крылатый|крылатой|крылатой|ADJF|7|1|7||2|1.0
5|ракета|ракеты|ракеты|NOUN|8|1|8|SPEC|4|1.0
6|tomahawk|tomahawk|Tomahawk|TITL|9|1|9|TITL|2|1.0
7|наземный|наземного|наземного|ADJF|10|1|10||2|1.0
8|базирование|базирования|базирования|NOUN|11|1|11||1|1.0
9|вспомнился|вспомнилась|вспомнилась|VERB|12|1|12||1|1.0
10|первый|первая|первая|ADJF|13|1|13||1|1.0
11|попытка|попытка|попытка|NOUN|14|1|14||1|1.0
12|американец|американцев|американцев|NOUN|15|1|15||1|1.0
13|достигнуть|достичь|достичь|INFN|16|1|16||1|1.0
14|военный|военного|военного|NOUN|17|1|17||1|1.0
15|превосходство|превосходства|превосходства|NOUN|18|1|18||1|1.0
16|ядерный|ядерным|ядерным|ADJF|20|1|20||2|1.0
17|вооружение|вооружениям|вооружениям|NOUN|21|1|21||2|1.0
18|европа|европе|Европе|NOUN|23|1|23|TITL|1|1.0
19|80е|80-е|80-е|NUSR|25|2|2|NUSR|1|1.0
20|год|годы|годы|NOUN|26|2|3||2|1.0
21|стал|стали|стали|VERB|28|2|5||1|1.0
22|размещать|размещать|размещать|INFN|29|2|6||1|1.0
23|страна|странах|странах|NOUN|31|2|8||1|1.0
24|входящий|входящих|входящих|ADJF|32|2|9||1|1.0
25|блок|блок|блок|NOUN|34|2|11||1|1.0
26|нато|нато|НАТО|ABVR|35|2|12|SPEC|1|1.0
27|свой|свои|свои|ADJF|36|2|13||2|1.0
28|ракета|ракеты|ракеты|NOUN|37|2|14|SPEC|4|1.0
29|средний|средней|средней|ADJF|38|2|15||1|1.0
30|дальность|дальности|дальности|NOUN|39|2|16||2|1.0
31|mgm-31c|mgm-31c|MGM-31C|DSNU|40|2|17|DSNU|1|1.0
32|pershing|pershing|Pershing|TITL|41|2|18|TITL|1|1.0
33|ii|ii|II|ROMN|42|2|19|ROMN|1|1.0
34|bgm-109g|bgm-109g|BGM-109G|DSNU|44|2|21|DSNU|1|1.0
35|tomahawk|tomahawk|Tomahawk|TITL|45|2|22|TITL|2|1.0
36|вынудил|вынудило|вынудило|VERB|47|3|2||1|1.0
37|ссср|ссср|СССР|ABVR|48|3|3|SPEC|1|1.0
38|кратчайший|кратчайшие|кратчайшие|ADJF|50|3|5||1|1.0
39|срок|сроки|сроки|NOUN|51|3|6||1|1.0
40|создать|создать|создать|INFN|52|3|7||1|1.0
41|свой|свое|свое|ADJF|53|3|8||2|1.0
42|оружие|оружие|оружие|NOUN|54|3|9||1|1.0
43|подобный|подобного|подобного|ADJF|55|3|10||1|1.0
44|класс|класса|класса|NOUN|56|3|11||1|1.0
45|подвижный|подвижный|подвижный|ADJF|58|3|13||1|1.0
46|наземный|наземный|наземный|ADJF|59|3|14||2|1.0
47|ракетный|ракетный|ракетный|ADJF|60|3|15||1|1.0
48|комплекс|комплекс|комплекс|NOUN|61|3|16|SPEC|2|1.0
49|рк-55|рк-55|РК-55|DSNU|62|3|17|DSNU|1|1.0
50|рельеф|рельеф|Рельеф|NOUN|63|3|18|CLIV|1|1.0
51|выполнен|выполнен|выполнен|PRTS|66|4|3||1|1.0
52|шасси|шасси|шасси|NOUN|68|4|5|SPEC|1|1.0
53|маз-543м|маз-543м|МАЗ-543М|DSNU|69|4|6|DSNU|1|1.0
54|колесный|колесной|колесной|ADJF|71|4|8||1|1.0
55|формула|формулой|формулой|NOUN|72|4|9||1|1.0
56|8х8|8х8|8х8|NUSR|73|4|10|NUSR|1|1.0
57|дизельный|дизельный|Дизельный|ADJF|74|5|1||1|1.0
58|двигатель|двигатель|двигатель|NOUN|75|5|2|SPEC|1|1.0
59|обладаю|обладал|обладал|VERB|76|5|3||1|1.0
60|мощность|мощностью|мощностью|NOUN|77|5|4||2|1.0
61|525л|525 л.с|525 л.с|NUSR|78|5|5|NUSR|1|1.0
62|вес|вес|Вес|NOUN|79|6|1||1|1.0
63|пусковой|пусковой|пусковой|ADJF|80|6|2||2|1.0
64|установка|установки|установки|NOUN|81|6|3|SPEC|2|1.0
65|составляю|составлял|составлял|VERB|82|6|4||2|1.0
66|29т|29 тонн|29 тонн|NUSR|83|6|5|NUSR|1|1.0
67|максимальный|максимальная|максимальная|ADJF|84|6|6||1|1.0
68|скорость|скорость|скорость|NOUN|85|6|7||2|1.0
69|д65к|до 65 км/ч|до 65 км/ч|NUSR|86|6|8|NUSR|1|1.0
70|запас|запас|запас|NOUN|88|6|10||1|1.0
71|ход|хода|хода|NOUN|89|6|11||1|1.0
72|850к|850 км|850 км|NUSR|90|6|12|NUSR|1|1.0
73|боевой|боевое|боевое|ADJF|92|7|2||2|1.0
74|положение|положение|положение|NOUN|93|7|3||1|1.0
75|перевожусь|переводилась|переводилась|VERB|95|7|5||1|1.0
76|15м|15 минут|15 минут|NUSR|97|7|7|NUSR|1|1.0
77|время|время|Время|NOUN|98|8|1||1|1.0
78|запуск|запуска|запуска|NOUN|99|8|2||1|1.0
79|ракета|ракеты|ракеты|NOUN|100|8|3|SPEC|4|1.0
80|60с|60 секунд|60 секунд|NUSR|102|8|5|NUSR|1|1.0
81|интервал|интервал|Интервал|NOUN|103|9|1||1|1.0
82|пуск|пусками|пусками|NOUN|105|9|3||1|1.0
83|не|не|не|PRCL|106|9|4||1|1.0
84|превышаю|превышал|превышал|VERB|107|9|5||1|1.0
85|один|одной|одной|ADJF|108|9|6||2|1.0
86|секунда|секунды|секунды|NOUN|109|9|7||1|1.0
87|расчет|расчет|Расчет|NOUN|110|10|1||1|1.0
88|два|два|два|NUMR|111|10|2||1|1.0
89|человек|человека|человека|NOUN|112|10|3||1|1.0
90|каждый|каждой|каждой|ADJF|114|11|2||1|1.0
91|пусковой|пусковой|пусковой|ADJF|115|11|3||2|1.0
92|установка|установке|установке|NOUN|116|11|4|SPEC|2|1.0
93|смонтирован|смонтировано|смонтировано|PRTS|118|11|6||1|1.0
94|шесть|шесть|шесть|NUMR|119|11|7||1|1.0
95|контейнер|контейнеров|контейнеров|NOUN|120|11|8|SPEC|1|1.0
96|крылатый|крылатыми|крылатыми|ADJF|122|11|10||2|1.0
