|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
5|ракета|ракеты|ракеты|NOUN|8|1|8|SPEC|1.0|4|4
6|tomahawk|tomahawk|Tomahawk|TITL|9|1|9|TITL|1.0|2|2
18|европа|европе|Европе|NOUN|23|1|23|TITL|1.0|1|1
19|80е|80-е|80-е|NUSR|25|2|2|NUSR|1.0|1|1
26|нато|нато|НАТО|ABVR|35|2|12|SPEC|1.0|1|1
28|ракета|ракеты|ракеты|NOUN|37|2|14|SPEC|1.0|4|4
31|mgm-31c|mgm-31c|MGM-31C|DSNU|40|2|17|DSNU|1.0|1|1
32|pershing|pershing|Pershing|TITL|41|2|18|TITL|1.0|1|1
33|ii|ii|II|ROMN|42|2|19|ROMN|1.0|1|1
34|bgm-109g|bgm-109g|BGM-109G|DSNU|44|2|21|DSNU|1.0|1|1
35|tomahawk|tomahawk|Tomahawk|TITL|45|2|22|TITL|1.0|2|2
37|ссср|ссср|СССР|ABVR|48|3|3|SPEC|1.0|1|1
48|комплекс|комплекс|комплекс|NOUN|61|3|16|SPEC|1.0|2|2
49|рк-55|рк-55|РК-55|DSNU|62|3|17|DSNU|1.0|1|1
50|рельеф|рельеф|Рельеф|NOUN|63|3|18|CLIV|1.0|1|1
52|шасси|шасси|шасси|NOUN|68|4|5|SPEC|1.0|1|1
53|маз-543м|маз-543м|МАЗ-543М|DSNU|69|4|6|DSNU|1.0|1|1
56|8х8|8х8|8х8|NUSR|73|4|10|NUSR|1.0|1|1
58|двигатель|двигатель|двигатель|NOUN|75|5|2|SPEC|1.0|1|1
61|525л|525 л.с|525 л.с|NUSR|78|5|5|NUSR|1.0|1|1
64|установка|установки|установки|NOUN|81|6|3|SPEC|1.0|2|2
66|29т|29 тонн|29 тонн|NUSR|83|6|5|NUSR|1.0|1|1
69|д65к|до 65 км/ч|до 65 км/ч|NUSR|86|6|8|NUSR|1.0|1|1
72|850к|850 км|850 км|NUSR|90|6|12|NUSR|1.0|1|1
76|15м|15 минут|15 минут|NUSR|97|7|7|NUSR|1.0|1|1
79|ракета|ракеты|ракеты|NOUN|100|8|3|SPEC|1.0|4|4
80|60с|60 секунд|60 секунд|NUSR|102|8|5|NUSR|1.0|1|1
92|установка|установке|установке|NOUN|116|11|4|SPEC|1.0|2|2
95|контейнер|контейнеров|контейнеров|NOUN|120|11|8|SPEC|1.0|1|1
97|ракета|ракетами|ракетами|NOUN|123|11|11|SPEC|1.0|4|4
98|кс-122|кс-122|КС-122|DSNU|124|11|12|DSNU|1.0|1|1
102|1700к|1700 килограммов|1700 килограммов|NUSR|129|11|17|NUSR|1.0|1|1
103|200п|200 приходилось|200 приходилось|NUSR|132|12|3|NUSR|1.0|1|1
108|200к|200 килотонн|200 килотонн|NUSR|138|12|9|NUSR|1.0|1|1
111|2600к|2600 км|2600 км|NUSR|141|13|3|NUSR|1.0|1|1
114|0,75м|0,75 м|0,75 М|NUSR|144|14|3|NUSR|1.0|1|1
115|комплекс|комплекс|Комплекс|NOUN|145|15|1|SPEC|1.0|2|2
122|80х|80-х|80-х|NUSR|156|15|12|NUSR|1.0|1|1
132|xxi|xxi|XXI|ROMN|173|15|29|ROMN|1.0|1|1
135|лемешко|лемешко|Лемешко|TITL|176|16|2|TITL|1.0|1|1
