|values
allwordscount|198.0
relwordscount|140.0
badwordscount|57.0
garbagewordscount|1.0
typeswords|['NOUN', 'PRTS', 'ADJF', 'VERB', 'INFN', 'NAME', 'NUSR', 'PRTF', 'WIQM', 'PRCL', 'UNKN', 'UPPR']
sentscount|11.0
minwordssent|2.0
maxwordssent|25.0
meanwordssent|18.0
minrepeatword|1.0
maxrepeatword|6.0
meanrepeatword|1.84
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0.51
bad-%|28.79
