|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|сеть|сети|Сети|NOUN|2|1|2|TITL|2|1.0
1|опубликован|опубликован|опубликован|PRTS|3|1|3||2|1.0
2|секретный|секретный|секретный|ADJF|4|1|4||1|1.0
3|военный|военный|военный|NOUN|5|1|5||6|1.0
4|справочник|справочник|справочник|NOUN|6|1|6||4|1.0
5|сша|сша|США|NOUN|7|1|7|SPEC|4|1.0
6|иду|идет|идет|VERB|10|1|10||1|1.0
7|речь|речь|речь|NOUN|11|1|11||1|1.0
8|победить|победить|победить|INFN|15|1|15||1|1.0
9|россия|россию|Россию|NOUN|16|1|16|SPEC|3|1.0
10|гибридный|гибридной|гибридной|ADJF|18|1|18||1|1.0
11|война|войне|войне|NOUN|19|1|19||3|1.0
12|сообщаю|сообщают|сообщают|VERB|20|1|20||2|1.0
13|американский|американские|американские|ADJF|21|1|21||1|1.0
14|сми|сми|СМИ|NOUN|22|1|22|UPPR|1|1.0
15|руководство|руководство|Руководство|NOUN|23|2|1||1|1.0
16|война|войне|войне|NOUN|25|2|3||3|1.0
17|новое|нового|нового|NOUN|26|2|4||1|1.0
18|поколение|поколения|поколения|NOUN|27|2|5||1|1.0
19|россия|россией|Россией|NOUN|29|2|7|SPEC|3|1.0
20|trngwh|the russian new generation warfare handbook|The Russian New Generation Warfare Handbook|NAME|30|2|8|NAME|1|1.0
21|опубликован|опубликовано|опубликовано|PRTS|32|2|10||2|1.0
22|декабрь|декабре|декабре|NOUN|34|2|12||1|1.0
23|2016 года|2016 года|2016 года|NUSR|35|2|13|NUSR|1|1.0
24|2019 году|2019 году|2019 году|NUSR|37|2|15|NUSR|1|1.0
25|пособие|пособие|пособие|NOUN|38|2|16||1|1.0
26|утёк|утекло|утекло|VERB|39|2|17||1|1.0
27|сеть|сеть|Сеть|NOUN|41|2|19|TITL|2|1.0
28|сообщаю|сообщает|сообщает|VERB|42|2|20||2|1.0
29|tni|the national interest|The National Interest|NAME|43|2|21|NAME|1|1.0
30|сам|сама|Сама|ADJF|44|3|1||1|1.0
31|брошюра|брошюра|брошюра|NOUN|45|3|2||1|1.0
32|состою|состоит|состоит|VERB|46|3|3||1|1.0
33|68 страниц|68 страниц|68 страниц|NUSR|48|3|5|NUSR|1|1.0
34|размещён|размещены|размещены|PRTS|51|3|8||1|1.0
35|фотография|фотографии|фотографии|NOUN|52|3|9||1|1.0
36|российский|российской|российской|ADJF|53|3|10||5|2.0
37|техника|техники|техники|NOUN|54|3|11|SPEC|1|1.0
38|данные|данные|данные|NOUN|56|3|13||1|1.0
39|российский|российском|российском|ADJF|58|3|15||5|2.0
40|оборудование|оборудовании|оборудовании|NOUN|59|3|16|SPEC|2|1.0
41|поясняю|поясняет|поясняет|VERB|60|3|17||1|1.0
42|издание|издание|издание|NOUN|61|3|18||3|1.0
43|книга|книге|книге|NOUN|63|4|2||2|1.0
44|утверждаюсь|утверждается|утверждается|VERB|64|4|3||1|1.0
45|россия|россия|Россия|NOUN|66|4|5|SPEC|3|1.0
46|принял|приняла|приняла|VERB|68|4|7||1|1.0
47|подход|подход|подход|NOUN|69|4|8||1|1.0
48|сша|сша|США|NOUN|70|4|9|SPEC|4|1.0
49|ведение|ведению|ведению|NOUN|72|4|11||1|1.0
50|война|войны|войны|NOUN|73|4|12||3|1.0
51|поле|поле|поле|NOUN|75|4|14||1|1.0
52|бой|боя|боя|NOUN|76|4|15||2|1.0
53|помощь|помощью|помощью|NOUN|78|4|17||2|1.0
54|пилотируемый|пилотируемых|пилотируемых|PRTF|79|4|18||1|1.0
55|беспилотный|беспилотных|беспилотных|ADJF|81|4|20||1|1.0
56|система|систем|систем|NOUN|82|4|21||1|1.0
57|обнаружение|обнаружения|обнаружения|NOUN|84|4|23||1|1.0
58|позиция|позиций|позиций|NOUN|85|4|24||1|1.0
59|противник|противника|противника|NOUN|86|4|25||2|1.0
60|справочник|справочнике|справочнике|NOUN|88|5|2||4|1.0
61|говорюсь|говорится|говорится|VERB|90|5|4||1|1.0
62|российский|российская|российская|ADJF|92|5|6||5|1.0
63|стратегия|стратегия|стратегия|NOUN|93|5|7||1|1.0
64|предполагаю|предполагает|предполагает|VERB|95|5|9||1|1.0
65|ср|смену режима|смену режима|WIQM|96|5|10|WIQM|1|1.0
66|помощь|помощью|помощью|NOUN|98|5|12||2|1.0
67|объединение|объединения|объединения|NOUN|99|5|13||1|1.0
68|местный|местными|местными|ADJF|101|5|15||2|1.0
69|сила|силами|силами|NOUN|102|5|16||1|1.0
70|не|не|не|PRCL|104|5|18||3|1.0
71|стандартный|стандартную|стандартную|ADJF|105|5|19||1|1.0
72|военный|военную|военную|ADJF|106|5|20||6|1.0
73|операция|операцию|операцию|NOUN|107|5|21||1|1.0
74|участие|участие|Участие|NOUN|108|6|1||1|1.0
75|местный|местных|местных|ADJF|109|6|2||2|1.0
76|житель|жителей|жителей|NOUN|110|6|3||1|1.0
77|придаю|придает|придает|VERB|111|6|4||1|1.0
