|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|вражеский|вражеские|Вражеские|ADJF|1|1|1||1|1.0
1|атомный|атомные|атомные|ADJF|2|1|2||1|1.0
2|подлодка|подлодки|подлодки|NOUN|3|1|3|SPEC|1|1.0
3|апл|апл|АПЛ|ABVR|4|1|4|ABVR|1|1.0
4|обнаружил|обнаружат|обнаружат|VERB|5|1|5||1|1.0
5|отследил|отследят|отследят|VERB|7|1|7||1|1.0
6|модернизированный|модернизированные|модернизированные|ADJF|8|1|8||1|1.0
7|советский|советские|советские|ADJF|9|1|9||1|1.0
8|противолодочный|противолодочные|противолодочные|ADJF|10|1|10||1|1.0
9|самолеты-амфибии|самолеты-амфибии|самолеты-амфибии|UNKN|11|1|11|UNKN|1|1.0
10|лл|летающие лодки|летающие лодки|ABVR|12|1|12|ABVR|1|1.0
11|бе-12|бе-12|Бе-12|DSNU|13|1|13|DSNU|2|1.0
12|чайка|чайка|Чайка|NOUN|14|1|14|CLIV|2|1.0
13|сообщаю|сообщают|сообщают|VERB|15|1|15||1|1.0
14|известие|известия|Известия|NOUN|16|1|16|CLIV|2|1.0
15|информация|информации|информации|NOUN|18|2|2||1|1.0
16|издание|издания|издания|NOUN|19|2|3||1|1.0
17|первое|первые|первые|NOUN|20|2|4||1|1.0
18|самолет|самолеты|самолеты|NOUN|21|2|5|SPEC|4|1.0
19|получил|получили|получили|VERB|22|2|6||1|1.0
20|современный|современные|современные|ADJF|23|2|7||2|1.0
21|бортовой|бортовое|бортовое|ADJF|24|2|8||1|1.0
22|оборудование|оборудование|оборудование|NOUN|25|2|9|SPEC|2|1.0
23|гидроакустический|гидроакустический|гидроакустический|ADJF|26|2|10||1|1.0
24|комплекс|комплекс|комплекс|NOUN|27|2|11|SPEC|1|1.0
25|датчик|датчики|датчики|NOUN|28|2|12|SPEC|1|1.0
26|обнаружение|обнаружения|обнаружения|NOUN|29|2|13||2|1.0
27|детектор|детектор|детектор|NOUN|31|2|15||1|1.0
28|магнитный|магнитных|магнитных|ADJF|32|2|16||1|1.0
29|аномалия|аномалий|аномалий|NOUN|33|2|17||1|1.0
30|улучшенный|улучшенные|улучшенные|PRTF|36|2|20||1|1.0
31|глубинный|глубинные|глубинные|ADJF|37|2|21||1|1.0
32|бомба|бомбы|бомбы|NOUN|38|2|22||1|1.0
33|торпеда|торпеды|торпеды|NOUN|40|2|24|SPEC|1|1.0
34|известие|известия|Известия|NOUN|41|3|1|CLIV|2|1.0
35|отмечаю|отмечают|отмечают|VERB|42|3|2||1|1.0
36|летающий|летающая|летающая|PRTF|44|3|4||1|1.0
37|лодка|лодка|лодка|NOUN|45|3|5|SPEC|1|1.0
38|считаюсь|считается|считается|VERB|46|3|6||1|1.0
39|старейший|старейшим|старейшим|ADJF|47|3|7||1|1.0
40|самолет|самолетом|самолетом|NOUN|48|3|8|SPEC|4|1.0
41|находящийся|находящимся|находящимся|PRTF|49|3|9||1|1.0
42|вооружение|вооружении|вооружении|NOUN|51|3|11||1|1.0
43|вм|военно-морского|Военно-морского|TITL|52|3|12|TITL|1|1.0
44|флот|флота|флота|NOUN|53|3|13||1|1.0
45|вмф|вмф|ВМФ|ABVR|54|3|14|ABVR|3|1.0
46|россия|россии|России|NOUN|55|3|15|SPEC|1|1.0
47|самолет|самолет|самолет|NOUN|57|4|2|SPEC|4|1.0
48|нужен|нужно|нужно|ADJS|58|4|3||2|1.0
49|модернизировать|модернизировать|модернизировать|INFN|60|4|5||1|1.0
50|нужен|нужны|нужны|ADJS|62|5|2||2|1.0
51|новое|новые|новые|NOUN|63|5|3||1|1.0
52|мотор|моторы|моторы|NOUN|64|5|4||1|1.0
