|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|военный|военные|Военные|NOUN|1|1|1||3|1.0
1|подготовил|подготовили|подготовили|VERB|2|1|2||4|1.0
2|боевой|боевую|боевую|ADJF|3|1|3||5|1.0
3|техника|технику|технику|NOUN|4|1|4|SPEC|1|1.0
4|установка|установки|установки|NOUN|6|1|6|SPEC|5|1.0
5|два|двух|двух|NUMR|8|1|8||2|1.0
6|площадка|площадках|площадках|NOUN|9|1|9||1|1.0
7|парка|парка|парка|NOUN|10|1|10||2|1.0
8|патриот|патриот|Патриот|NOUN|11|1|11|CLIV|2|1.0
9|курск|курске|Курске|NOUN|13|1|13|TITL|2|1.0
10|славный|славном|славном|ADJF|15|2|2||1|1.0
11|прошлое|прошлом|прошлом|NOUN|16|2|3||1|1.0
12|российский|российской|российской|ADJF|17|2|4||1|1.0
13|армия|армии|армии|NOUN|18|2|5||1|1.0
14|грозный|грозном|грозном|NOUN|21|2|8||1|1.0
15|настоящее|настоящем|настоящем|NOUN|22|2|9||1|1.0
16|напоминать|напоминать|напоминать|INFN|24|2|11||1|1.0
17|два|два|два|NUMR|25|2|12||2|1.0
18|танк|танка|танка|NOUN|26|2|13|SPEC|2|1.0
19|60-х|60-х|60-х|NUSR|27|2|14|NUSR|2|1.0
20|год|годов|годов|NOUN|28|2|15||2|1.0
21|реактивный|реактивная|реактивная|ADJF|29|2|16||1|1.0
22|система|система|система|NOUN|30|2|17||1|1.0
23|град|град|Град|NOUN|31|2|18|CLIV|1|1.0
24|самоходный|самоходные|самоходные|ADJF|32|2|19||1|1.0
25|зенитный|зенитные|зенитные|ADJF|33|2|20||1|1.0
26|комплекс|комплексы|комплексы|NOUN|34|2|21|SPEC|3|1.0
27|гаубица|гаубица|гаубица|NOUN|36|2|23|SPEC|1|1.0
28|чудовищный|чудовищным|чудовищным|ADJF|38|2|25||1|1.0
29|жерло|жерлом|жерлом|NOUN|39|2|26||1|1.0
30|технический|технической|технической|ADJF|41|3|2||2|1.0
31|зона|зоне|зоне|NOUN|42|3|3||2|1.0
32|авиабаза|авиабазу|авиабазу|NOUN|43|3|4||1|1.0
33|халино|халино|Халино|TITL|44|3|5|TITL|2|1.0
34|лежу|лежат|лежат|VERB|45|3|6||2|1.0
35|разобранный|разобранные|разобранные|PRTF|46|3|7||1|1.0
36|часть|части|части|NOUN|48|3|9||2|1.0
37|боевой|боевые|боевые|ADJF|49|3|10||5|1.0
38|вертолет|вертолеты|вертолеты|NOUN|50|3|11|SPEC|3|1.0
39|целик|целиком|целиком|NOUN|51|3|12|SPEC|1|1.0
40|город|городу|городу|NOUN|54|3|15||1|1.0
41|не|не|не|PRCL|55|3|16||3|1.0
42|провести|провести|провести|INFN|56|3|17||1|1.0
43|ракетный|ракетной|ракетной|ADJF|58|4|2||2|1.0
44|бригада|бригаде|бригаде|NOUN|59|4|3||4|1.0
45|подготовил|подготовили|подготовили|VERB|60|4|4||4|1.0
46|покраска|покраске|покраске|NOUN|62|4|6||1|1.0
47|установка|установке|установке|NOUN|64|4|8|SPEC|5|1.0
48|постамент|постамент|постамент|NOUN|66|4|10||1|1.0
49|комплекс|комплекс|комплекс|NOUN|67|4|11|SPEC|3|1.0
50|ту|точка-у|Точка-У|CLIV|68|4|12|CLIV|2|1.0
51|способный|способный|способный|ADJF|69|4|13||1|1.0
52|применять|применять|применять|INFN|70|4|14||1|1.0
53|ядерный|ядерное|ядерное|ADJF|71|4|15||1|1.0
54|оружие|оружие|оружие|NOUN|72|4|16||1|1.0
55|боевой|боевую|Боевую|ADJF|73|5|1||5|1.0
56|ракета|ракету|ракету|NOUN|74|5|2|SPEC|7|1.0
57|памятник|памятник|памятник|NOUN|79|5|7||2|1.0
58|не|не|не|PRCL|80|5|8||3|1.0
59|отдал|отдал|отдал|VERB|81|5|9||1|1.0
60|особенность|особенности|особенности|NOUN|83|5|11||1|1.0
61|термоядерный|термоядерной|термоядерной|ADJF|85|5|13||1|1.0
62|боеголовка|боеголовкой|боеголовкой|NOUN|86|5|14||1|1.0
63|мощность|мощностью|мощностью|NOUN|87|5|15||1|1.0
64|100 килотонн|100 килотонн|100 килотонн|NUSR|88|5|16|NUSR|1|1.0
65|дело|делу|Делу|NOUN|89|6|1||1|1.0
66|военно-патриотического|военно-патриотического|военно-патриотического|UNKN|90|6|2|UNKN|1|1.0
67|воспитание|воспитания|воспитания|NOUN|91|6|3||1|1.0
68|послужил|послужит|послужит|VERB|92|6|4||1|1.0
69|массо-габаритный|массо-габаритный|массо-габаритный|UNKN|93|6|5|UNKN|1|1.0
70|макет|макет|макет|NOUN|94|6|6|SPEC|2|1.0
71|ракета|ракета|ракета|NOUN|97|6|9|SPEC|7|1.0
72|начинка|начинки|начинки|NOUN|100|6|12||1|1.0
73|руль|рули|Рули|NOUN|101|7|1||1|1.0
74|узел|узлы|узлы|NOUN|102|7|2||1|1.0
75|подвесок|подвески|подвески|NOUN|103|7|3||2|1.0
76|сопло|сопло|сопло|NOUN|104|7|4|SPEC|1|1.0
77|ярко-красный|ярко-красная|ярко-красная|ADJF|106|7|6||1|1.0
78|боевой|боевая|боевая|ADJF|107|7|7||5|1.0
79|часть|часть|часть|NOUN|108|7|8||2|1.0
80|место|месте|месте|NOUN|110|7|10||3|1.0
81|корпус|корпус|корпус|NOUN|112|7|12||1|1.0
82|точка|точки|Точки|NOUN|113|7|13|CLIV|4|1.0
83|двигатель|двигателя|двигателя|NOUN|115|7|15|SPEC|3|1.0
84|топливо|топлива|топлива|NOUN|116|7|16|SPEC|1|1.0
85|капсула|капсулы|капсулы|NOUN|118|7|18|SPEC|1|1.0
86|плутоний|плутонием|плутонием|NOUN|120|7|20||1|1.0
87|заполнен|заполнен|заполнен|PRTS|121|7|21||1|1.0
88|материал|материалом|материалом|NOUN|122|7|22||1|1.0
89|похожий|похожим|похожим|ADJF|123|7|23||1|1.0
90|бетон|бетон|бетон|NOUN|125|7|25||2|1.0
