|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|сша|сша|США|NOUN|2|1|2|SPEC|15|1.0
1|потерял|потеряли|потеряли|VERB|3|1|3||1|1.0
2|военный|военное|военное|ADJF|4|1|4||19|1.0
3|превосходство|превосходство|превосходство|NOUN|5|1|5||3|1.0
4|тихий|тихом|Тихом|ADJF|7|1|7|TITL|5|1.0
5|океан|океане|океане|NOUN|8|1|8||5|1.0
6|сша|сша|США|NOUN|9|2|1|SPEC|15|1.0
7|утратил|утратили|утратили|VERB|10|2|2||1|1.0
8|военный|военное|военное|ADJF|11|2|3||19|1.0
9|превосходство|превосходство|превосходство|NOUN|12|2|4||3|1.0
10|тихий|тихом|Тихом|ADJF|14|2|6|TITL|5|1.0
11|океан|океане|океане|NOUN|15|2|7||5|1.0
12|способность|способность|способность|NOUN|17|2|9||4|1.0
13|поддерживать|поддерживать|поддерживать|INFN|18|2|10||2|1.0
14|благоприятный|благоприятный|благоприятный|ADJF|19|2|11||2|1.0
15|баланс|баланс|баланс|NOUN|20|2|12||2|1.0
16|сила|сил|сил|NOUN|21|2|13||9|1.0
17|регион|регионе|регионе|NOUN|23|2|15||10|1.0
18|вывод|выводу|выводу|NOUN|26|3|3||1|1.0
19|пришёл|пришли|пришли|VERB|27|3|4||1|1.0
20|эксперт|эксперты|эксперты|NOUN|28|3|5||6|1.0
21|центр|центра|Центра|NOUN|29|3|6|TITL|2|1.0
22|исследование|исследований|исследований|NOUN|30|3|7||2|1.0
23|сша|сша|США|NOUN|31|3|8|SPEC|15|1.0
24|университет|университета|университета|NOUN|33|3|10||3|1.0
25|сидней|сиднея|Сиднея|NOUN|34|3|11|TITL|5|1.0
26|мнение|мнению|мнению|NOUN|36|4|2||4|1.0
27|специалист|специалистов|специалистов|NOUN|37|4|3||2|1.0
28|виноват|виноваты|виноваты|ADJS|38|4|4||1|1.0
29|жесткий|жесткая|жесткая|ADJF|41|4|7||2|1.0
30|экономия|экономия|экономия|NOUN|42|4|8||2|1.0
31|бюджет|бюджета|бюджета|NOUN|43|4|9||9|1.0
32|20л|и 20 лет|и 20 лет|NUSR|44|4|10|NUSR|2|1.0
33|непрерывный|непрерывных|непрерывных|ADJF|46|4|12||2|1.0
34|боевы|боевых|боевых|NOUN|47|4|13||3|1.0
35|действие|действий|действий|NOUN|48|4|14||4|1.0
36|мнение|мнению|мнению|NOUN|50|5|2||4|1.0
37|военный|военных|военных|NOUN|51|5|3||19|1.0
38|эксперт|экспертов|экспертов|NOUN|52|5|4||6|1.0
39|америка|америка|Америка|NOUN|53|5|5|SPEC|7|1.0
40|не|не|не|PRCL|55|5|7||7|1.0
41|обладаю|обладает|обладает|VERB|56|5|8||1|1.0
42|превосходство|превосходством|превосходством|NOUN|57|5|9||3|1.0
43|ит|индо-тихоокеанском|Индо-Тихоокеанском|NAME|59|5|11|NAME|8|1.0
44|регион|регионе|регионе|NOUN|60|5|12||10|1.0
45|способность|способность|способность|NOUN|63|5|15||4|1.0
46|поддерживать|поддерживать|поддерживать|INFN|64|5|16||2|1.0
47|благоприятный|благоприятный|благоприятный|ADJF|65|5|17||2|1.0
48|баланс|баланс|баланс|NOUN|66|5|18||2|1.0
49|сила|сил|сил|NOUN|67|5|19||9|1.0
50|становлюсь|становится|становится|VERB|68|5|20||4|1.0
51|неопределенный|неопределенной|неопределенной|ADJF|71|5|23||1|1.0
52|говорюсь|говорится|говорится|VERB|74|6|3||1|1.0
53|доклад|докладе|докладе|NOUN|76|6|5||1|1.0
54|предотвращение|предотвращение|Предотвращение|NOUN|77|6|6|TITL|1|1.0
55|кризис|кризиса|кризиса|NOUN|78|6|7||2|1.0
56|американский|американская|американская|ADJF|79|6|8||6|1.0
57|стратегия|стратегия|стратегия|NOUN|80|6|9||7|1.0
58|военный|военные|военные|NOUN|81|6|10||19|1.0
59|расход|расходы|расходы|NOUN|82|6|11||4|1.0
60|коллективный|коллективная|коллективная|ADJF|84|6|13||2|1.0
61|оборона|оборона|оборона|NOUN|85|6|14||10|1.0
62|ит|индо-тихоокеанском|Индо-Тихоокеанском|NAME|87|6|16|NAME|8|1.0
63|регион|регионе|регионе|NOUN|88|6|17||10|1.0
64|эксперт|экспертов|экспертов|NOUN|89|6|18||6|1.0
65|центр|центра|Центра|NOUN|90|6|19|TITL|2|1.0
66|исследование|исследований|исследований|NOUN|91|6|20||2|1.0
67|сша|сша|США|NOUN|92|6|21|SPEC|15|1.0
68|университет|университета|университета|NOUN|94|6|23||3|1.0
69|сидней|сиднея|Сиднея|NOUN|95|6|24|TITL|5|1.0
70|совокупный|совокупный|Совокупный|ADJF|96|7|1||3|1.0
71|эффект|эффект|эффект|NOUN|97|7|2||1|1.0
72|продолжающийся|продолжающихся|продолжающихся|PRTF|99|7|4||1|1.0
73|война|войн|войн|NOUN|100|7|5||3|1.0
74|бв|ближнем востоке|Ближнем Востоке|NAME|102|7|7|NAME|1|1.0
75|жесткий|жесткая|жесткая|ADJF|103|7|8||2|1.0
76|экономия|экономия|экономия|NOUN|104|7|9||2|1.0
77|бюджет|бюджета|бюджета|NOUN|105|7|10||9|1.0
78|недостаточный|недостаточные|недостаточные|ADJF|106|7|11||1|1.0
79|инвестиция|инвестиции|инвестиции|NOUN|107|7|12||1|1.0
80|передовой|передовые|передовые|ADJF|109|7|14||3|1.0
81|военный|военные|военные|NOUN|110|7|15||19|1.0
82|возможность|возможности|возможности|NOUN|111|7|16||5|1.0
83|возрастающий|возрастающие|возрастающие|PRTF|113|7|18||2|1.0
84|стоимость|стоимости|стоимости|NOUN|115|7|20||1|1.0
85|социальный|социальные|социальные|ADJF|116|7|21||1|1.0
86|программа|программы|программы|NOUN|117|7|22||3|1.0
87|америка|америке|Америке|NOUN|119|7|24|SPEC|7|1.0
88|привёл|привели|привели|VERB|120|7|25||4|1.0
89|вооруженный|вооруженные|вооруженные|ADJF|124|7|29||5|1.0
90|сила|силы|силы|NOUN|125|7|30||9|1.0
91|сша|сша|США|NOUN|126|7|31|SPEC|15|1.0
92|оказался|оказались|оказались|VERB|127|7|32||1|1.0
93|подготовлен|подготовлены|подготовлены|PRTS|129|7|34||1|1.0
94|конкуренция|конкуренции|конкуренции|NOUN|131|7|36||2|1.0
95|великий|великими|великими|ADJF|133|7|38||4|1.0
96|держава|державами|державами|NOUN|134|7|39||4|1.0
97|ит|индо-тихоокеанском|Индо-Тихоокеанском|NAME|136|7|41|NAME|8|1.0
98|регион|регионе|регионе|NOUN|137|7|42||10|1.0
99|актуальный|актуальная|Актуальная|ADJF|138|8|1||1|1.0
100|американский|американская|американская|ADJF|139|8|2||6|1.0
101|стратегия|стратегия|стратегия|NOUN|140|8|3||7|1.0
102|национальный|национальной|национальной|ADJF|141|8|4||5|1.0
103|оборона|обороны|обороны|NOUN|142|8|5||10|1.0
104|направлен|направлена|направлена|PRTS|143|8|6||1|1.0
105|преодоление|преодоление|преодоление|NOUN|145|8|8||1|1.0
106|кризис|кризиса|кризиса|NOUN|147|8|10||2|1.0
107|стратегический|стратегической|стратегической|ADJF|148|8|11||2|1.0
108|несостоятельность|несостоятельности|несостоятельности|NOUN|149|8|12||1|1.0
109|ставлю|ставит|ставит|VERB|151|9|2||1|1.0
110|сила|силами|силами|NOUN|153|9|4||9|1.0
111|объединенный|объединенного|Объединенного|PRTF|154|9|5|TITL|2|1.0
112|командование|командования|командования|NOUN|155|9|6||2|1.0
113|зона|зоне|зоне|NOUN|157|9|8||3|1.0
114|тихий|тихого|Тихого|ADJF|158|9|9|TITL|5|1.0
115|океан|океана|океана|NOUN|159|9|10||5|1.0
116|задача|задачу|задачу|NOUN|160|9|11||1|1.0
117|подготовиться|подготовиться|подготовиться|INFN|161|9|12||1|1.0
118|один|одной|одной|ADJF|163|9|14||2|1.0
119|война|войне|войне|NOUN|164|9|15||3|1.0
120|великий|великими|великими|ADJF|166|9|17||4|1.0
121|держава|державами|державами|NOUN|167|9|18||4|1.0
122|не|не|не|PRCL|169|9|20||7|1.0
123|несколько|нескольким|нескольким|NUMR|171|9|22||2|1.0
124|мелкий|мелким|мелким|ADJF|173|9|24||1|1.0
125|конфликт|конфликтам|конфликтам|NOUN|174|9|25||2|1.0
126|призываю|призывает|призывает|VERB|176|9|27||1|1.0
127|военный|военных|военных|NOUN|177|9|28||19|1.0
128|расставить|расставить|расставить|INFN|178|9|29||1|1.0
129|приоритет|приоритеты|приоритеты|NOUN|179|9|30||1|1.0
130|отношение|отношении|отношении|NOUN|181|9|32||3|1.0
131|требование|требований|требований|NOUN|182|9|33||2|1.0
132|сдерживание|сдерживанию|сдерживанию|NOUN|184|9|35||3|1.0
133|китай|китая|Китая|NOUN|185|9|36|SPEC|11|1.0
134|китайский|китайские|китайские|ADJF|187|10|2||1|1.0
135|система|системы|системы|NOUN|188|10|3||3|1.0
136|противодействие|противодействия|противодействия|NOUN|189|10|4||1|1.0
137|подрываю|подрывают|подрывают|VERB|190|10|5||1|1.0
138|способность|способность|способность|NOUN|191|10|6||4|1.0
139|америка|америки|Америки|NOUN|192|10|7|SPEC|7|2.0
140|проецировать|проецировать|проецировать|INFN|193|10|8||1|1.0
141|военный|военную|военную|ADJF|194|10|9||19|1.0
142|мощь|мощь|мощь|NOUN|195|10|10||1|1.0
143|ит|индо-тихоокеанский|Индо-Тихоокеанский|NAME|197|10|12|NAME|8|1.0
144|регион|регион|регион|NOUN|198|10|13||10|1.0
145|повышая|повышая|повышая|GRND|199|10|14||1|1.0
146|риск|риск|риск|NOUN|200|10|15||1|1.0
147|китай|китай|Китай|NOUN|203|10|18|SPEC|11|1.0
148|достигнуть|достичь|достичь|INFN|205|10|20||1|1.0
149|окончательный|окончательной|окончательной|ADJF|206|10|21||1|1.0
150|победа|победы|победы|NOUN|207|10|22||1|1.0
151|америка|америка|Америка|NOUN|212|10|27|SPEC|7|2.0
152|смог|сможет|сможет|VERB|213|10|28||1|1.0
153|ответить|ответить|ответить|INFN|214|10|29||1|1.0
154|гарантия|гарантии|гарантии|NOUN|216|11|2||1|1.0
155|безопасность|безопасности|безопасности|NOUN|217|11|3||2|1.0
156|союзник|союзникам|союзникам|NOUN|218|11|4||1|1.0
157|сторона|стороны|стороны|NOUN|220|11|6||3|1.0
158|сша|сша|США|NOUN|221|11|7|SPEC|15|1.0
159|настоящее|настоящее|настоящее|NOUN|223|11|9||1|1.0
160|время|время|время|NOUN|224|11|10||3|1.0
161|оспариваюсь|оспариваются|оспариваются|VERB|225|11|11||1|1.0
162|пекин|пекином|Пекином|NOUN|226|11|12|TITL|1|1.0
163|америка|америки|Америки|NOUN|228|12|2|SPEC|7|1.0
164|борьба|борьба|борьба|NOUN|229|12|3||4|1.0
165|подобный|подобного|подобного|ADJF|231|12|5||1|1.0
166|род|рода|рода|NOUN|232|12|6||1|1.0
167|вызов|вызовами|вызовами|NOUN|233|12|7||1|1.0
168|накладываю|накладывает|накладывает|VERB|234|12|8||1|1.0
169|больший|большие|большие|ADJF|235|12|9||1|1.0
170|обязательство|обязательства|обязательства|NOUN|236|12|10||2|1.0
171|план|плане|плане|NOUN|238|12|12||1|1.0
172|передовой|передовых|передовых|ADJF|239|12|13||3|1.0
173|разработка|разработок|разработок|NOUN|240|12|14||1|1.0
174|область|области|области|NOUN|242|12|16||4|1.0
175|вооружение|вооружения|вооружения|NOUN|243|12|17||2|1.0
176|военный|военной|военной|ADJF|245|12|19||19|1.0
177|техника|техники|техники|NOUN|246|12|20|SPEC|2|1.0
178|улучшение|улучшения|улучшения|NOUN|247|12|21||1|1.0
179|система|системы|системы|NOUN|248|12|22||3|1.0
180|тыловой|тылового|тылового|ADJF|249|12|23||1|1.0
181|технический|технического|технического|ADJF|251|12|25||1|1.0
182|обеспечение|обеспечения|обеспечения|NOUN|252|12|26||1|1.0
183|новый|новых|новых|ADJF|253|12|27||3|1.0
184|оперативный|оперативных|оперативных|ADJF|254|12|28||2|1.0
185|концепция|концепций|концепций|NOUN|255|12|29||2|1.0
186|другой|других|других|ADJF|257|12|31||1|1.0
187|дорогостоящий|дорогостоящих|дорогостоящих|ADJF|258|12|32||1|1.0
188|изменение|изменений|изменений|NOUN|259|12|33||1|1.0
189|указываю|указывают|указывают|VERB|260|12|34||1|1.0
190|специалист|специалисты|специалисты|NOUN|261|12|35||2|1.0
191|20л|20 лет|20 лет|NUSR|262|13|1|NUSR|2|1.0
192|боевы|боевых|боевых|NOUN|263|13|2||3|1.0
193|действие|действий|действий|NOUN|264|13|3||4|1.0
194|течение|течение|течение|NOUN|266|14|2||1|1.0
195|следующий|следующего|следующего|ADJF|267|14|3||2|1.0
196|десятилетие|десятилетия|десятилетия|NOUN|268|14|4||2|1.0
197|оборонный|оборонный|оборонный|ADJF|269|14|5||4|1.0
198|бюджет|бюджет|бюджет|NOUN|270|14|6||9|1.0
199|сша|сша|США|NOUN|271|14|7|SPEC|15|1.0
200|удовлетворил|удовлетворит|удовлетворит|VERB|274|14|10||1|1.0
201|потребность|потребности|потребности|NOUN|275|14|11||1|1.0
202|стратегия|стратегии|Стратегии|NOUN|276|14|12|TITL|7|1.0
203|национальный|национальной|национальной|ADJF|277|14|13||5|1.0
204|оборона|обороны|обороны|NOUN|278|14|14||10|1.0
205|сочетание|сочетания|сочетания|NOUN|280|14|16||1|1.0
