|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
138|способность|способность|способность|NOUN|191|10|6||1.0|4|4
139|америка|америки|Америки|NOUN|192|10|7|SPEC|2.0|7|7
141|военный|военную|военную|ADJF|194|10|9||1.0|19|19
143|ит|индо-тихоокеанский|Индо-Тихоокеанский|NAME|197|10|12|NAME|1.0|8|8
144|регион|регион|регион|NOUN|198|10|13||1.0|10|10
147|китай|китай|Китай|NOUN|203|10|18|SPEC|1.0|11|11
151|америка|америка|Америка|NOUN|212|10|27|SPEC|2.0|7|7
158|сша|сша|США|NOUN|221|11|7|SPEC|1.0|15|15
162|пекин|пекином|Пекином|NOUN|226|11|12|TITL|1.0|1|1
163|америка|америки|Америки|NOUN|228|12|2|SPEC|1.0|7|7
164|борьба|борьба|борьба|NOUN|229|12|3||1.0|4|4
174|область|области|области|NOUN|242|12|16||1.0|4|4
176|военный|военной|военной|ADJF|245|12|19||1.0|19|19
177|техника|техники|техники|NOUN|246|12|20|SPEC|1.0|2|2
191|20л|20 лет|20 лет|NUSR|262|13|1|NUSR|1.0|2|2
193|действие|действий|действий|NOUN|264|13|3||1.0|4|4
197|оборонный|оборонный|оборонный|ADJF|269|14|5||1.0|4|4
198|бюджет|бюджет|бюджет|NOUN|270|14|6||1.0|9|9
199|сша|сша|США|NOUN|271|14|7|SPEC|1.0|15|15
202|стратегия|стратегии|Стратегии|NOUN|276|14|12|TITL|1.0|7|7
203|национальный|национальной|национальной|ADJF|277|14|13||1.0|5|5
204|оборона|обороны|обороны|NOUN|278|14|14||1.0|10|10
211|военный|военные|военные|NOUN|287|14|23||1.0|19|19
212|эксперт|эксперты|эксперты|NOUN|288|14|24||1.0|6|6
213|сидней|сиднея|Сиднея|NOUN|290|14|26|TITL|1.0|5|5
214|военный|военный|Военный|NOUN|291|15|1||1.0|19|19
215|бюджет|бюджет|бюджет|NOUN|292|15|2||1.0|9|9
216|сша|сша|США|NOUN|293|15|3|SPEC|1.0|15|15
228|бюджет|бюджетов|бюджетов|NOUN|309|16|9||1.0|9|9
231|пентагон|пентагону|Пентагону|NOUN|312|16|12|TITL|1.0|2|2
236|армия|армии|армии|NOUN|319|16|19||1.0|4|4
240|америка|америка|Америка|NOUN|325|17|1|SPEC|1.0|7|7
259|бюджет|бюджета|бюджета|NOUN|352|19|8||1.0|9|9
260|национальный|национальную|национальную|ADJF|354|19|10||1.0|5|5
261|оборона|оборону|оборону|NOUN|355|19|11||1.0|10|10
262|сша|сша|США|NOUN|356|19|12|SPEC|1.0|15|15
267|сидней|сиднея|Сиднея|NOUN|362|19|18|TITL|1.0|5|5
269|год|годом|годом|NOUN|365|20|3||1.0|5|5
275|вооруженный|вооруженных|вооруженных|ADJF|373|20|11||1.0|5|5
276|сила|сил|сил|NOUN|374|20|12||1.0|9|9
283|сша|сша|США|NOUN|384|21|5|SPEC|1.0|15|15
288|тихий|тихого|Тихого|ADJF|390|21|11|TITL|1.0|5|5
289|океан|океана|океана|NOUN|391|21|12||1.0|5|5
295|великий|великими|великими|ADJF|403|21|24||1.0|4|4
296|держава|державами|державами|NOUN|404|21|25||1.0|4|4
297|ит|индо-тихоокеанском|Индо-Тихоокеанском|NAME|406|21|27|NAME|1.0|8|8
298|регион|регионе|регионе|NOUN|407|21|28||1.0|10|10
303|действие|действий|действий|NOUN|413|22|6||1.0|4|4
305|военный|военного|военного|NOUN|416|22|9||1.0|19|19
306|бюджет|бюджета|бюджета|NOUN|417|22|10||1.0|9|9
312|ввс|ввс|ВВС|ABVR|425|22|18|SPEC|1.0|1|1
313|вмс|вмс|ВМС|ABVR|426|22|19|SPEC|1.0|1|1
314|армия|армии|армии|NOUN|427|22|20||1.0|4|4
317|сша|сша|США|NOUN|431|22|24|SPEC|1.0|15|15
319|военный|военных|военных|NOUN|433|23|2||1.0|19|19
323|оборудование|оборудование|оборудование|NOUN|437|23|6|SPEC|1.0|1|1
337|объединенный|объединенного|Объединенного|PRTF|456|24|8|TITL|1.0|2|2
340|тихий|тихого|Тихого|ADJF|460|24|12|TITL|1.0|5|5
341|океан|океана|океана|NOUN|461|24|13||1.0|5|5
347|военный|военная|военная|ADJF|470|25|3||1.0|19|19
348|техника|техника|техника|NOUN|471|25|4|SPEC|1.0|2|2
350|1980-х|1980-х|1980-х|NUSR|474|25|7|NUSR|1.0|1|1
351|год|годах|годах|NOUN|475|25|8||1.0|5|5
361|великий|великими|великими|ADJF|495|26|13||1.0|4|4
362|держава|державами|державами|NOUN|496|26|14||1.0|4|4
365|2000-х|2000-х|2000-х|NUSR|500|26|18|NUSR|1.0|1|1
366|год|годах|годах|NOUN|501|26|19||1.0|5|5
378|вооруженный|вооруженных|вооруженных|ADJF|520|27|9||1.0|5|5
379|сила|сил|сил|NOUN|521|27|10||1.0|9|9
383|военный|военные|Военные|NOUN|526|28|1||1.0|19|19
384|сша|сша|США|NOUN|527|28|2|SPEC|1.0|15|15
388|возможность|возможностями|возможностями|NOUN|533|28|8||1.0|5|5
404|армия|армии|армии|NOUN|554|29|19||1.0|4|4
410|возможность|возможности|возможности|NOUN|564|30|8||1.0|5|5
411|сша|сша|США|NOUN|565|30|9|SPEC|1.0|15|15
413|военный|военные|военные|NOUN|567|30|11||1.0|19|19
414|эксперт|эксперты|эксперты|NOUN|568|30|12||1.0|6|6
415|сидней|сиднея|Сиднея|NOUN|570|30|14|TITL|1.0|5|5
416|американский|американские|американские|ADJF|572|31|2||1.0|6|6
417|военный|военные|военные|NOUN|573|31|3||1.0|19|19
419|ит|индо-тихоокеанском|Индо-Тихоокеанском|NAME|576|31|6|NAME|1.0|8|8
420|регион|регионе|регионе|NOUN|577|31|7||1.0|10|10
427|китай|китая|Китая|NOUN|585|31|15|SPEC|1.0|11|11
433|оборона|обороны|обороны|NOUN|593|31|23||1.0|10|10
437|боеприпас|боеприпасы|боеприпасы|NOUN|598|32|5|SPEC|1.0|1|1
443|расход|расхода|расхода|NOUN|605|32|12||1.0|4|4
444|военный|военное|военное|ADJF|607|32|14||1.0|19|19
446|ит|индо-тихоокеанском|Индо-Тихоокеанском|NAME|611|33|3|NAME|1.0|8|8
447|регион|регионе|регионе|NOUN|612|33|4||1.0|10|10
448|вооруженный|вооруженными|вооруженными|ADJF|613|33|5||1.0|5|5
449|сила|силами|силами|NOUN|614|33|6||1.0|9|9
450|вс|вс сша|ВС США|UPPR|615|33|7|UPPR|1.0|2|2
465|китай|китая|Китая|NOUN|635|33|27|SPEC|1.0|11|11
467|вс|вс сша|ВС США|UPPR|638|34|3|UPPR|1.0|2|2
477|способность|способностей|способностей|NOUN|652|34|17||1.0|4|4
478|борьба|борьбы|борьбы|NOUN|654|34|19||1.0|4|4
483|стратегия|стратегия|Стратегия|NOUN|661|35|1||1.0|7|7
485|оборона|обороны|обороны|NOUN|663|35|3||1.0|10|10
486|ит|индо-тихоокеанском|Индо-Тихоокеанском|NAME|666|35|6|NAME|1.0|8|8
487|регион|регионе|регионе|NOUN|667|35|7||2.0|10|10
492|американский|американской|американской|ADJF|674|35|14||1.0|6|6
493|военный|военной|военной|ADJF|675|35|15||1.0|19|19
495|регион|регионе|регионе|NOUN|678|35|18||2.0|10|10
500|возможность|возможностей|возможностей|NOUN|686|35|26||1.0|5|5
501|китай|китая|Китая|NOUN|687|35|27|SPEC|1.0|11|11
503|вашингтон|вашингтона|Вашингтона|NOUN|691|36|4|TITL|1.0|1|1
504|возможность|возможности|возможности|NOUN|692|36|5||1.0|5|5
515|стратегия|стратегию|стратегию|NOUN|704|36|17||1.0|7|7
516|пентагон|пентагона|Пентагона|NOUN|705|36|18|TITL|1.0|2|2
520|китай|китаю|Китаю|NOUN|712|36|25|SPEC|1.0|11|11
524|оборонный|оборонного|оборонного|ADJF|717|36|30||1.0|4|4
525|бюджет|бюджета|бюджета|NOUN|718|36|31||1.0|9|9
528|действие|действий|действий|NOUN|722|37|4||1.0|4|4
534|американский|американской|американской|ADJF|733|37|15||1.0|6|6
540|эксперт|эксперты|эксперты|NOUN|743|38|9||1.0|6|6
546|мнение|мнения|мнения|NOUN|755|39|12||2.0|4|4
550|мнение|мнением|мнением|NOUN|761|39|18||2.0|4|4
552|стратегия|стратегии|стратегии|NOUN|764|39|21||1.0|7|7
553|национальный|национальной|национальной|ADJF|765|39|22||1.0|5|5
554|оборона|обороны|обороны|NOUN|766|39|23||1.0|10|10
555|борьба|борьбы|борьбы|NOUN|771|39|28||1.0|4|4
558|китай|китая|Китая|NOUN|776|39|33|SPEC|1.0|11|11
559|россия|россии|России|NOUN|777|39|34|SPEC|1.0|1|1
560|иран|ирана|Ирана|NOUN|778|39|35|SPEC|1.0|1|1
561|ск|северной кореи|Северной Кореи|NAME|779|39|36|NAME|1.0|1|1
568|сш|соединенным штатам|Соединенным Штатам|NAME|788|39|45|NAME|1.0|2|2
572|оборонный|оборонного|оборонного|ADJF|792|39|49||1.0|4|4
573|бюджет|бюджета|бюджета|NOUN|793|39|50||1.0|9|9
574|3-5%|3-5%|3-5%|NUSR|797|39|54|NUSR|1.0|1|1
575|год|год|год|NOUN|799|39|56||1.0|5|5
582|rand|rand|RAND|UPPR|817|41|6|UPPR|1.0|1|1
583|2027г|2027 году|2027 году|NUSR|819|41|8|NUSR|1.0|1|1
588|америка|америки|Америки|NOUN|825|41|14|SPEC|1.0|7|7
589|оборонный|оборонные|оборонные|ADJF|827|41|16||1.0|4|4
590|расход|расходы|расходы|NOUN|828|41|17||1.0|4|4
593|стратегия|стратегии|стратегии|NOUN|833|41|22||1.0|7|7
595|500м|500 миллиардов|500 миллиардов|NUSR|836|41|25|NUSR|1.0|1|1
598|машина|машина|машина|NOUN|839|42|2|SPEC|1.0|2|2
599|китай|китая|Китая|NOUN|840|42|3|SPEC|1.0|11|11
601|китай|китая|Китая|NOUN|843|43|3|SPEC|1.0|11|11
602|1990-х|с середины 1990-х|с середины 1990-х|NUSR|845|43|5|NUSR|1.0|1|1
603|год|годов|годов|NOUN|846|43|6||1.0|5|5
604|кнр|кнр|КНР|NOUN|847|43|7|UPPR|1.0|1|1
607|вооруженный|вооруженные|вооруженные|ADJF|851|43|11||1.0|5|5
608|сила|силы|силы|NOUN|852|43|12||2.0|9|9
613|машина|машину|машину|NOUN|859|43|19|SPEC|1.0|2|2
615|сша|сша|США|NOUN|865|43|25|SPEC|1.0|15|15
616|борьба|борьбы|борьбы|NOUN|867|43|27||1.0|4|4
617|американский|американскими|американскими|ADJF|869|43|29||1.0|6|6
619|область|области|области|NOUN|872|43|32||1.0|4|4
621|сила|силы|силы|NOUN|874|43|34||2.0|9|9
628|1996-2018г|с 1996 по 2018 год|с 1996 по 2018 год|NUSR|885|45|3|NUSR|1.0|1|1
629|расход|расходы|расходы|NOUN|886|45|4||1.0|4|4
630|оборона|оборону|оборону|NOUN|888|45|6||2.0|10|10
631|китай|китае|Китае|NOUN|890|45|8|SPEC|1.0|11|11
633|900п|900 процентов|900 процентов|NUSR|894|45|12|NUSR|1.0|1|1
635|но|народно-освободительной|Народно-освободительной|TITL|897|45|15|TITL|1.0|1|1
636|армия|армии|армии|NOUN|898|45|16||1.0|4|4
643|область|областей|областей|NOUN|906|45|24||1.0|4|4
644|национальный|национальной|национальной|ADJF|907|45|25||1.0|5|5
645|оборона|обороны|обороны|NOUN|908|45|26||2.0|10|10
648|китай|китая|Китая|NOUN|912|46|2|SPEC|1.0|11|11
649|ракета|ракетах|ракетах|NOUN|914|46|4|SPEC|1.0|1|1
650|истребитель|истребителях|истребителях|NOUN|915|46|5|SPEC|1.0|1|1
652|лодка|лодках|лодках|NOUN|917|46|7|SPEC|1.0|1|1
654|корабль|кораблях|кораблях|NOUN|920|46|10|SPEC|1.0|1|1
659|ноак|ноак|НОАК|NOUN|929|47|2|UPPR|1.0|1|1
664|военный|военной|военной|ADJF|936|47|9||1.0|19|19
666|сша|сша|США|NOUN|938|47|11|SPEC|1.0|15|15
670|область|области|области|NOUN|943|47|16||1.0|4|4
671|оборона|обороны|обороны|NOUN|944|47|17||1.0|10|10
676|сш|соединенных штатов|Соединенных Штатов|NAME|951|47|24|NAME|1.0|2|2
683|ходаренок|ходаренок|Ходаренок|TITL|959|48|2|TITL|1.0|1|1
