|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|мс|мотор сич|Мотор Сич|CLIV|1|1|1|CLIV|5|1.0
1|один|один|один|ADJF|2|1|2||3|1.0
2|крупнейший|крупнейших|крупнейших|ADJF|4|1|4||2|1.0
3|мировой|мировых|мировых|NOUN|5|1|5||2|1.0
4|производитель|производителей|производителей|NOUN|6|1|6||1|1.0
5|двигатель|двигателей|двигателей|NOUN|7|1|7|SPEC|1|1.0
6|авиационный|авиационной|авиационной|ADJF|9|1|9||1|1.0
7|техника|техники|техники|NOUN|10|1|10|SPEC|1|1.0
8|промышленный|промышленных|промышленных|ADJF|13|1|13||1|1.0
9|газотурбинный|газотурбинных|газотурбинных|ADJF|14|1|14||1|1.0
10|установка|установок|установок|NOUN|15|1|15|SPEC|1|1.0
11|поставляю|поставляет|Поставляет|VERB|16|2|1||1|1.0
12|продукция|продукцию|продукцию|NOUN|17|2|2||1|1.0
13|100с|100 стран|100 стран|NUSR|21|2|6|NUSR|1|1.0
14|мир|мира|мира|NOUN|22|2|7||1|1.0
15|итог|итогам|итогам|NOUN|24|3|2||1|1.0
16|2018г|2018 года|2018 года|NUSR|25|3|3|NUSR|1|1.0
17|предприятие|предприятие|предприятие|NOUN|26|3|4|SPEC|3|1.0
18|снизил|снизило|снизило|VERB|27|3|5||1|1.0
19|чистый|чистую|чистую|ADJF|28|3|6||1|1.0
20|прибыль|прибыль|прибыль|NOUN|29|3|7||1|1.0
21|2,1р|2,1 раза|2,1 раза|NUSR|31|3|9|NUSR|1|1.0
22|китайский|китайские|Китайские|ADJF|32|4|1||4|1.0
23|компания|компании|компании|NOUN|33|4|2||4|1.0
24|sa|skyrizon aircraft|Skyrizon Aircraft|NAME|34|4|3|NAME|1|1.0
25|xtg|xinwei technology group|Xinwei Technology Group|NAME|36|4|5|NAME|1|1.0
26|случай|случае|случае|NOUN|38|4|7||1|1.0
27|получение|получения|получения|NOUN|39|4|8||1|1.0
28|разрешение|разрешения|разрешения|NOUN|40|4|9||1|1.0
29|антимонопольный|антимонопольного|Антимонопольного|ADJF|41|4|10|TITL|2|1.0
30|комитет|комитета|комитета|NOUN|42|4|11||1|1.0
31|покупка|покупку|покупку|NOUN|44|4|13||1|1.0
32|50%|50%|50%|NUSR|46|4|15|NUSR|1|1.0
33|акция|акций|акций|NOUN|47|4|16||3|1.0
34|мс|мотор сич|Мотор Сич|CLIV|48|4|17|CLIV|5|1.0
35|предоставил|предоставят|предоставят|VERB|49|4|18||1|1.0
36|авиастроительный|авиастроительной|авиастроительной|ADJF|50|4|19||1|1.0
37|отрасль|отрасли|отрасли|NOUN|51|4|20||1|1.0
38|украина|украины|Украины|NOUN|52|4|21|SPEC|5|1.0
39|грантовое|грантовое|грантовое|UNKN|53|4|22|UNKN|1|1.0
40|финансирование|финансирование|финансирование|NOUN|54|4|23||2|1.0
41|сумма|сумму|сумму|NOUN|56|4|25||1|1.0
42|100м|100 миллионов|100 миллионов|NUSR|57|4|26|NUSR|2|1.0
43|доллар|долларов|долларов|NOUN|58|4|27||2|1.0
44|сообщил|сообщил|сообщил|VERB|61|5|3||1|1.0
45|агентство|агентству|агентству|NOUN|62|5|4||3|1.0
46|иу|интерфакс-украина|Интерфакс-Украина|CLIV|63|5|5|CLIV|1|1.0
47|информированный|информированный|информированный|ADJF|64|5|6||1|1.0
48|источник|источник|источник|NOUN|65|5|7||3|1.0
49|правительство|правительстве|правительстве|NOUN|67|5|9||2|1.0
50|поступление|поступление|Поступление|NOUN|68|6|1||1|1.0
51|средство|средств|средств|NOUN|70|6|3||1|1.0
52|специальный|специальный|специальный|ADJF|72|6|5||1|1.0
53|фонд|фонд|фонд|NOUN|73|6|6||1|1.0
54|предусмотрен|предусмотрено|предусмотрено|PRTS|75|6|8||1|1.0
55|пункт|пунктом|пунктом|NOUN|76|6|9||1|1.0
56|9-11з|9 статьи 11 закона|9 статьи 11 закона|NUSR|77|6|10|NUSR|1|1.0
57|госбюджет|госбюджете|госбюджете|NOUN|79|6|12||2|2.0
58|украина|украины|Украины|NOUN|80|6|13|SPEC|5|1.0
59|2019г|2019 год|2019 год|NUSR|82|6|15|NUSR|1|1.0
60|2,8м|2,8 млрд|2,8 млрд|NUSR|83|6|16|NUSR|1|1.0
61|грн|грн|грн|UNKN|84|6|17|UNKN|1|1.0
62|курс|курсу|курсу|NOUN|86|6|19||1|1.0
63|момент|момент|момент|NOUN|88|6|21||1|1.0
64|принятие|принятия|принятия|NOUN|89|6|22||1|1.0
65|госбюджет|госбюджета|госбюджета|NOUN|90|6|23||2|2.0
66|сказал|сказал|сказал|VERB|91|6|24||1|1.0
67|собеседник|собеседник|собеседник|NOUN|92|6|25||2|1.0
68|агентство|агентства|агентства|NOUN|93|6|26||3|1.0
69|отметил|отметил|отметил|VERB|95|7|2||2|1.0
70|условие|условие|условие|NOUN|98|7|5||1|1.0
71|один|одно|одно|ADJF|99|7|6||3|1.0
