|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
85|румыния|румынии|Румынии|NOUN|116|7|8|SPEC|1.0|5|5
86|сша|сша|США|NOUN|118|7|10|SPEC|1.0|4|4
90|про|про|ПРО|ABVR|122|7|14|SPEC|1.0|2|2
93|2016г|с 2016 года|с 2016 года|NUSR|126|8|4|NUSR|1.0|1|1
96|военный|военная|военная|ADJF|129|8|7||1.0|8|8
100|aa|aegis ashore|Aegis Ashore|NAME|135|8|13|NAME|1.0|1|1
102|установка|установками|установками|NOUN|138|8|16|SPEC|1.0|1|1
103|mk-41|mk-41|Mk-41|DSNU|139|8|17|DSNU|1.0|2|2
105|sm-3|sm-3|SM-3|DSNU|142|8|20|DSNU|1.0|1|1
107|пентагон|пентагона|Пентагона|NOUN|145|9|3|TITL|1.0|1|1
111|ракета|ракет|ракет|NOUN|151|9|9|SPEC|3.0|3|3
112|москва|москва|Москва|NOUN|153|9|11|TITL|1.0|2|2
115|вашингтон|вашингтон|Вашингтон|NOUN|156|9|14|TITL|1.0|3|3
117|mk-41|mk-41|Mk-41|DSNU|162|9|20|DSNU|1.0|2|2
121|ракета|ракеты|ракеты|NOUN|167|9|25|SPEC|3.0|3|3
122|томагавк|томагавк|Томагавк|NOUN|168|9|26|CLIV|1.0|1|1
124|договор|договор|Договор|NOUN|172|9|30|TITL|1.0|2|2
126|ракета|ракет|ракет|NOUN|175|9|33|SPEC|3.0|3|3
130|дрсмд|дрсмд|ДРСМД|ABVR|180|9|38|ABVR|1.0|1|1
133|02.08|2 августа|2 августа|NUSR|186|10|6|NUSR|1.0|1|1
137|сша|сша|США|NOUN|191|11|2|SPEC|1.0|4|4
138|румыния|румыния|Румыния|NOUN|193|11|4|SPEC|1.0|5|5
141|оп|оборонительные позиции|оборонительные позиции|WIQM|196|11|7|WIQM|1.0|1|1
142|восточный|восточном|восточном|ADJF|198|11|9||1.0|8|8
143|фланг|фланге|фланге|NOUN|199|11|10||1.0|5|5
144|нато|нато|НАТО|ABVR|200|11|11|SPEC|1.0|5|5
146|черный|черном|Черном|NOUN|204|11|15|TITL|1.0|1|1
151|белые|белым|Белым|NOUN|212|12|7|TITL|1.0|1|1
158|дт|дональда трампа|Дональда Трампа|NAME|219|12|14|NAME|1.0|1|1
159|кй|клауса йоханниса|Клауса Йоханниса|NAME|221|12|16|NAME|1.0|1|1
162|вашингтон|вашингтоне|Вашингтоне|NOUN|227|12|22|TITL|1.0|3|3
164|румыния|румынии|Румынии|NOUN|230|13|3|SPEC|1.0|5|5
166|восточный|восточного|восточного|ADJF|233|13|6||1.0|8|8
167|фланг|фланга|фланга|NOUN|234|13|7||1.0|5|5
169|польша|польша|Польша|NOUN|237|13|10|SPEC|1.0|4|4
170|17.07|17 июля|17 июля|NUSR|240|14|3|NUSR|1.0|1|1
172|pr|polskie radio|Polskie Radio|NAME|243|14|6|NAME|1.0|1|1
174|министр|министр|министр|NOUN|245|14|8||1.0|5|5
175|оборона|обороны|обороны|NOUN|246|14|9||1.0|7|7
177|мб|мариуш блащак|Мариуш Блащак|NAME|248|14|11|NAME|1.0|1|1
179|восточный|восточный|восточный|ADJF|251|15|3||2.0|8|8
180|фланг|фланг|фланг|NOUN|252|15|4||2.0|5|5
181|нато|нато|НАТО|ABVR|253|15|5|SPEC|1.0|5|5
182|восточный|восточный|восточный|ADJF|257|15|9||2.0|8|8
183|фланг|фланг|фланг|NOUN|258|15|10||2.0|5|5
195|войско|войска|войска|NOUN|278|16|12||1.0|4|4
196|сша|сша|США|NOUN|279|16|13|SPEC|1.0|4|4
197|восточный|восточном|восточном|ADJF|281|16|15||1.0|8|8
198|фланг|фланге|фланге|NOUN|282|16|16||1.0|5|5
199|североатлантический|североатлантического|Североатлантического|ADJF|283|16|17|TITL|1.0|1|1
201|румыния|румынии|Румынии|NOUN|286|17|2|SPEC|1.0|5|5
202|польша|польши|Польши|NOUN|288|17|4|SPEC|1.0|4|4
205|военный|военное|военное|ADJF|292|17|8||1.0|8|8
207|финляндия|финляндией|Финляндией|NOUN|295|17|11|SPEC|1.0|1|1
208|швеция|швецией|Швецией|NOUN|297|17|13|SPEC|1.0|1|1
211|сш|сергей шойгу|Сергей Шойгу|NAME|303|18|6|NAME|1.0|3|3
219|комплекс|комплекс|комплекс|NOUN|314|19|11|SPEC|1.0|1|1
221|западный|западном|Западном|ADJF|317|20|2|TITL|1.0|7|7
222|военный|военном|военном|NOUN|318|20|3||1.0|8|8
225|год|году|году|NOUN|322|20|7||1.0|5|5
227|20о|20 организационных|20 организационных|NUSR|326|20|11|NUSR|1.0|2|2
234|войско|войск|войск|NOUN|336|20|21||2.0|4|4
235|войско|войск|войск|NOUN|337|20|22||2.0|4|4
237|оборона|обороны|обороны|NOUN|339|20|24||1.0|7|7
241|год|года|года|NOUN|345|21|3||1.0|5|5
244|1,3т|1,3 тыс|1,3 тыс|NUSR|350|21|8|NUSR|1.0|1|1
248|техника|техники|техники|NOUN|355|21|13|SPEC|1.0|2|2
251|войско|войск|войск|NOUN|358|22|3||1.0|4|4
254|год|году|году|NOUN|363|23|3||1.0|5|5
256|9т|9 тыс|9 тыс|NUSR|367|23|7|NUSR|1.0|1|1
259|министр|министр|министр|NOUN|370|23|10||1.0|5|5
260|оборона|обороны|обороны|NOUN|371|23|11||1.0|7|7
265|западный|западного|Западного|ADJF|378|24|7|TITL|1.0|7|7
269|рб|российско-белорусских|Российско-белорусских|TITL|383|24|12|TITL|1.0|1|1
271|учение|учений|учений|NOUN|385|24|14||1.0|5|5
272|щс|щит союза|Щит союза|WIQM|386|24|15|WIQM|1.0|2|2
273|2019|2019|2019|WIQM|387|24|16|WIQM|1.0|2|2
281|шойгу|шойгу|Шойгу|NOUN|396|26|1||1.0|5|5
289|12т|до 12 тыс|до 12 тыс|NUSR|410|27|6|NUSR|1.0|1|1
291|950е|и 950 единиц|и 950 единиц|NUSR|412|27|8|NUSR|1.0|1|1
293|техника|техники|техники|NOUN|414|27|10|SPEC|1.0|2|2
296|мулино|мулино|Мулино|TITL|422|28|8|TITL|1.0|1|1
297|нижегородский|нижегородской|Нижегородской|ADJF|424|28|10|TITL|1.0|1|1
299|13-19.09|с 13 по 19 сентября|с 13 по 19 сентября|NUSR|426|28|12|NUSR|1.0|1|1
301|учение|учения|учения|NOUN|428|29|2||1.0|5|5
302|з2|запад-2017|Запад-2017|CLIV|429|29|3|CLIV|1.0|1|1
304|белоруссия|белоруссии|Белоруссии|NOUN|432|29|6|TITL|1.0|4|4
305|14-20.09.2017|с 14 по 20 сентября 2017 года|с 14 по 20 сентября 2017 года|NUSR|433|29|7|NUSR|1.0|1|1
307|москва|москве|Москве|NOUN|438|30|5|TITL|1.0|2|2
313|оборона|обороны|обороны|NOUN|444|30|11||1.0|7|7
314|россия|россии|России|NOUN|445|30|12|SPEC|1.0|5|5
315|белоруссия|белоруссии|Белоруссии|NOUN|447|30|14|TITL|1.0|4|4
317|сш|сергей шойгу|Сергей Шойгу|NAME|451|30|18|NAME|1.0|3|3
320|ар|андрей равков|Андрей Равков|NAME|456|30|23|NAME|1.0|1|1
325|учение|учение|учение|ABVR|465|31|9|ABVR|1.0|5|5
336|шойгу|шойгу|Шойгу|NOUN|479|32|3|TITL|1.0|5|5
340|западный|западных|западных|ADJF|485|33|6||1.0|7|7
341|сми|сми|СМИ|NOUN|486|33|7|UPPR|1.0|1|1
346|нато|нато|НАТО|ABVR|493|33|14|SPEC|1.0|5|5
348|россия|россии|России|NOUN|496|33|17|SPEC|1.0|5|5
349|белоруссия|белоруссии|Белоруссии|NOUN|498|33|19|TITL|1.0|4|4
350|шойгу|шойгу|Шойгу|NOUN|499|34|1||1.0|5|5
362|военный|военные|военные|NOUN|516|34|18||1.0|8|8
363|учение|учения|учения|NOUN|517|34|19||1.0|5|5
369|щс|щита союза|Щита союза|WIQM|526|35|2|WIQM|1.0|2|2
370|2019|2019|2019|WIQM|527|35|3|WIQM|1.0|2|2
371|россия|россия|Россия|NOUN|528|35|4|SPEC|1.0|5|5
374|учение|учениям|учениям|NOUN|533|35|9||1.0|5|5
375|од|организации договора|Организации Договора|NAME|534|35|10|NAME|1.0|1|1
378|одкб|одкб|ОДКБ|ABVR|538|35|14|ABVR|1.0|1|1
380|год|года|года|NOUN|540|35|16||1.0|5|5
381|взаимодействие|взаимодействие|Взаимодействие|NOUN|541|35|17|CLIV|1.0|1|1
382|эшелон|эшелон|Эшелон|NOUN|542|35|18|CLIV|1.0|1|1
383|поиск|поиск|Поиск|NOUN|544|35|20|CLIV|1.0|1|1
385|шойгу|шойгу|Шойгу|NOUN|546|35|22|TITL|1.0|5|5
386|рф|рф|РФ|NOUN|548|36|2|UPPR|1.0|3|3
391|армения|армении|Армении|NOUN|555|36|9|SPEC|1.0|1|1
392|белоруссия|белоруссии|Белоруссии|NOUN|556|36|10|TITL|1.0|4|4
393|казахстан|казахстана|Казахстана|NOUN|557|36|11|SPEC|1.0|1|1
394|киргизия|киргизии|Киргизии|NOUN|558|36|12|TITL|1.0|1|1
395|таджикистан|таджикистана|Таджикистана|NOUN|560|36|14|SPEC|1.0|1|1
398|минобороны|минобороны|Минобороны|NOUN|563|37|3|TITL|1.0|2|2
405|восточный|восточном|Восточном|ADJF|573|37|13|TITL|1.0|8|8
410|сша|сша|США|NOUN|580|38|5|SPEC|1.0|4|4
416|ат|азиатско-тихоокеанском|Азиатско-Тихоокеанском|NAME|590|38|15|NAME|1.0|1|1
420|россия|россии|России|NOUN|596|38|21|SPEC|1.0|5|5
421|китай|китая|Китая|NOUN|598|38|23|SPEC|1.0|1|1
422|юва|юго-восточной азии|Юго-Восточной Азии|NAME|600|38|25|NAME|1.0|1|1
427|восточный|восточном|Восточном|ADJF|610|39|10|TITL|1.0|8|8
428|военный|военном|военном|NOUN|611|39|11||1.0|8|8
431|год|году|году|NOUN|615|39|15||1.0|5|5
433|62о|62 организационных|62 организационных|NUSR|618|39|18|NUSR|1.0|1|1
436|министр|министр|министр|NOUN|621|39|21||1.0|5|5
437|оборона|обороны|обороны|NOUN|622|39|22||1.0|7|7
450|мисник|мисник|Мисник|NOUN|639|41|2|TITL|1.0|1|1
