|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
0|шойгу|шойгу|Шойгу|NOUN|1|1|1||1.0|5|5
5|про|про|ПРО|ABVR|7|1|7|SPEC|1.0|2|2
6|западный|западных|западных|ADJF|9|1|9||1.0|7|7
8|рф|рф|РФ|NOUN|11|1|11|UPPR|1.0|3|3
10|западный|западном|западном|ADJF|14|2|3||1.0|7|7
18|военный|военного|военного|NOUN|24|2|13||1.0|8|8
20|нато|нато|НАТО|ABVR|26|2|15|SPEC|1.0|5|5
21|польша|польше|Польше|NOUN|30|2|19|SPEC|1.0|4|4
22|румыния|румынии|Румынии|NOUN|32|2|21|SPEC|1.0|5|5
24|министр|министр|министр|NOUN|34|2|23||1.0|5|5
25|оборона|обороны|обороны|NOUN|35|2|24||1.0|7|7
26|рсш|россии сергей шойгу|России Сергей Шойгу|NAME|36|2|25|NAME|1.0|1|1
32|20о|20 организационных|20 организационных|NUSR|46|3|10|NUSR|1.0|2|2
37|министр|министр|Министр|NOUN|52|4|1||1.0|5|5
38|оборона|обороны|обороны|NOUN|53|4|2||1.0|7|7
39|рф|рф|РФ|NOUN|54|4|3|UPPR|1.0|3|3
42|сш|сергей шойгу|Сергей Шойгу|NAME|57|4|6|NAME|1.0|3|3
46|минобороны|минобороны|Минобороны|NOUN|61|4|10|TITL|1.0|2|2
50|2019-2025г|2019-2025 годы|2019-2025 годы|NUSR|66|4|15|NUSR|1.0|1|1
51|западный|западного|Западного|ADJF|67|4|16|TITL|1.0|7|7
52|восточный|восточного|Восточного|ADJF|69|4|18|TITL|1.0|8|8
53|военный|военных|военных|NOUN|70|4|19||1.0|8|8
60|россия|россии|России|NOUN|78|4|27|SPEC|1.0|5|5
61|2012-2018г|2012 и 2018 годов|2012 и 2018 годов|NUSR|79|4|28|NUSR|1.0|1|1
65|сочи|сочи|Сочи|NOUN|87|4|36|TITL|1.0|1|1
73|западный|западном|Западном|ADJF|97|5|10|TITL|1.0|7|7
79|военный|военное|военное|ADJF|106|6|7||1.0|8|8
81|нато|нато|НАТО|ABVR|108|6|9|SPEC|1.0|5|5
84|польша|польше|Польше|NOUN|114|7|6|SPEC|1.0|4|4
