|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
1|приморье|приморья|Приморья|NOUN|3|1|3|TITL|2|1.0|2
4|10 экипажей|10 экипажей|10 экипажей|NUSR|6|1|6|NUSR|1|1.0|1
5|вертолет|вертолетов|вертолетов|NOUN|7|1|7|SPEC|2|1.0|2
6|ка-52|ка-52|Ка-52|DSNU|8|1|8|DSNU|1|1.0|1
7|аллигатор|аллигатор|Аллигатор|NOUN|9|1|9|CLIV|1|1.0|1
8|ми-8амтш|ми-8амтш|Ми-8АМТШ|DSNU|11|1|11|DSNU|1|1.0|1
9|терминатор|терминатор|Терминатор|NOUN|12|1|12|CLIV|1|1.0|1
13|авиация|авиации|авиации|NOUN|16|1|16|SPEC|1|1.0|1
14|восточный|восточного|Восточного|ADJF|17|1|17|TITL|1|1.0|1
23|вво|вво|ВВО|ABVR|26|1|26|SPEC|1|1.0|1
24|тихоокеанский|тихоокеанскому|Тихоокеанскому|ADJF|28|1|28|TITL|1|1.0|1
27|2 ранга|2 ранга|2 ранга|NUSR|31|1|31|NUSR|1|1.0|1
28|нв|николай воскресенский|Николай Воскресенский|NAME|32|1|32|NAME|1|1.0|1
30|вертолет|вертолетов|вертолетов|NOUN|34|2|2|SPEC|2|1.0|2
42|до 200 метров|до 200 метров|до 200 метров|NUSR|54|2|22|NUSR|1|1.0|1
52|пво|пво|ПВО|ABVR|67|2|35|SPEC|1|1.0|1
53|противник|противника|противника|NOUN|68|2|36|WIQM|1|1.0|1
58|воскресенский|воскресенского|Воскресенского|NOUN|76|3|3|TITL|1|1.0|1
66|сызранский|сызранского|Сызранского|ADJF|88|3|15|TITL|1|1.0|1
73|приморье|приморье|Приморье|NOUN|99|3|26|TITL|2|1.0|2
76|бондаренко|бондаренко|Бондаренко|NOUN|102|4|2|TITL|1|1.0|1
77|пк|приморский край|Приморский край|ABVR|103|4|3|ABVR|1|1.0|1
