|values
allwordscount|103.0
relwordscount|78.0
badwordscount|24.0
garbagewordscount|1.0
typeswords|['NOUN', 'VERB', 'NUSR', 'DSNU', 'ADJF', 'ABVR', 'NAME', 'UNKN']
sentscount|4.0
minwordssent|3.0
maxwordssent|41.0
meanwordssent|25.75
minrepeatword|1.0
maxrepeatword|2.0
meanrepeatword|1.15
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0.97
bad-%|23.3
