|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|небо|небе|небе|NOUN|2|1|2||1|1.0
1|приморье|приморья|Приморья|NOUN|3|1|3|TITL|2|1.0
2|провёл|провели|провели|VERB|4|1|4||1|1.0
3|тренировка|тренировку|тренировку|NOUN|5|1|5||1|1.0
4|10 экипажей|10 экипажей|10 экипажей|NUSR|6|1|6|NUSR|1|1.0
5|вертолет|вертолетов|вертолетов|NOUN|7|1|7|SPEC|2|1.0
6|ка-52|ка-52|Ка-52|DSNU|8|1|8|DSNU|1|1.0
7|аллигатор|аллигатор|Аллигатор|NOUN|9|1|9|CLIV|1|1.0
8|ми-8амтш|ми-8амтш|Ми-8АМТШ|DSNU|11|1|11|DSNU|1|1.0
9|терминатор|терминатор|Терминатор|NOUN|12|1|12|CLIV|1|1.0
10|авиационный|авиационного|авиационного|ADJF|13|1|13||2|1.0
11|полка|полка|полка|NOUN|14|1|14||1|1.0
12|армейский|армейской|армейской|ADJF|15|1|15||1|1.0
13|авиация|авиации|авиации|NOUN|16|1|16|SPEC|1|1.0
14|восточный|восточного|Восточного|ADJF|17|1|17|TITL|1|1.0
15|военный|военного|военного|NOUN|18|1|18||2|1.0
16|округа|округа|округа|NOUN|19|1|19||1|1.0
17|сообщил|сообщил|сообщил|VERB|20|1|20||1|1.0
18|начальник|начальник|начальник|NOUN|21|1|21||1|1.0
19|отдел|отдела|отдела|NOUN|22|1|22||1|1.0
20|информационный|информационного|информационного|ADJF|23|1|23||1|1.0
21|обеспечение|обеспечения|обеспечения|NOUN|24|1|24||1|1.0
22|пресс-служба|пресс-службы|пресс-службы|NOUN|25|1|25||1|1.0
23|вво|вво|ВВО|ABVR|26|1|26|SPEC|1|1.0
24|тихоокеанский|тихоокеанскому|Тихоокеанскому|ADJF|28|1|28|TITL|1|1.0
25|флот|флоту|флоту|NOUN|29|1|29||1|1.0
26|капитан|капитан|капитан|NOUN|30|1|30||1|1.0
27|2 ранга|2 ранга|2 ранга|NUSR|31|1|31|NUSR|1|1.0
28|нв|николай воскресенский|Николай Воскресенский|NAME|32|1|32|NAME|1|1.0
29|экипаж|экипажи|Экипажи|NOUN|33|2|1||1|1.0
30|вертолет|вертолетов|вертолетов|NOUN|34|2|2|SPEC|2|1.0
31|отрабатываю|отрабатывали|отрабатывали|VERB|35|2|3||1|1.0
32|одиночный|одиночную|одиночную|ADJF|37|2|5||1|1.0
33|работа|работу|работу|NOUN|38|2|6||2|2.0
34|работа|работу|работу|NOUN|41|2|9||2|2.0
35|состав|составе|составе|NOUN|43|2|11||1|1.0
36|пар|пар|пар|NOUN|44|2|12||1|1.0
37|звено|звеньев|звеньев|NOUN|46|2|14||1|1.0
38|пилотирование|пилотирование|пилотирование|NOUN|47|2|15||1|1.0
39|число|числе|числе|NOUN|50|2|18||1|1.0
40|малый|малых|малых|ADJF|52|2|20||1|1.0
41|высота|высотах|высотах|NOUN|53|2|21||1|1.0
42|до 200 метров|до 200 метров|до 200 метров|NUSR|54|2|22|NUSR|1|1.0
43|сложный|сложным|сложным|ADJF|56|2|24||1|1.0
44|рельеф|рельефом|рельефом|NOUN|57|2|25||1|1.0
45|местность|местности|местности|NOUN|58|2|26||1|1.0
46|маневрирование|маневрирование|маневрирование|NOUN|59|2|27||1|1.0
47|заход|заходы|заходы|NOUN|60|2|28||1|1.0
48|цель|цели|цели|NOUN|62|2|30||1|1.0
49|уклонение|уклонение|уклонение|NOUN|63|2|31||1|1.0
50|удар|удара|удара|NOUN|65|2|33||1|1.0
51|средство|средств|средств|NOUN|66|2|34||2|2.0
52|пво|пво|ПВО|ABVR|67|2|35|SPEC|1|1.0
53|противник|противника|противника|NOUN|68|2|36|WIQM|1|1.0
54|подавление|подавлением|подавлением|NOUN|70|2|38||1|1.0
55|радиолокационный|радиолокационных|радиолокационных|ADJF|72|2|40||1|1.0
56|средство|средств|средств|NOUN|73|2|41||2|2.0
57|слово|словам|словам|NOUN|75|3|2||1|1.0
58|воскресенский|воскресенского|Воскресенского|NOUN|76|3|3|TITL|1|1.0
59|летчиками-инструкторами|летчиками-инструкторами|летчиками-инструкторами|UNKN|79|3|6|UNKN|1|1.0
60|учебно-тренировочный|учебно-тренировочные|учебно-тренировочные|ADJF|81|3|8||1|1.0
61|полет|полеты|полеты|NOUN|82|3|9||1|1.0
62|отправился|отправились|отправились|VERB|83|3|10||1|1.0
63|молодые|молодые|молодые|NOUN|84|3|11||1|1.0
64|офицер|офицеры|офицеры|NOUN|85|3|12||1|1.0
65|курсант|курсанты|курсанты|NOUN|87|3|14||1|1.0
66|сызранский|сызранского|Сызранского|ADJF|88|3|15|TITL|1|1.0
67|высший|высшего|высшего|ADJF|89|3|16||1|1.0
68|военный|военного|военного|NOUN|90|3|17||2|1.0
69|авиационный|авиационного|авиационного|ADJF|91|3|18||2|1.0
70|училище|училища|училища|NOUN|92|3|19||1|1.0
71|стажируюсь|стажируются|стажируются|VERB|95|3|22||1|1.0
72|дислоцированный|дислоцированной|дислоцированной|ADJF|97|3|24||1|1.0
73|приморье|приморье|Приморье|NOUN|99|3|26|TITL|2|1.0
74|часть|части|части|NOUN|100|3|27||1|1.0
75|анна|анна|Анна|NOUN|101|4|1||1|1.0
76|бондаренко|бондаренко|Бондаренко|NOUN|102|4|2|TITL|1|1.0
77|пк|приморский край|Приморский край|ABVR|103|4|3|ABVR|1|1.0
