|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|мр|минобороны россии|Минобороны России|NAME|2|1|2|NAME|2|1.0
1|раскрыл|раскрыли|раскрыли|VERB|3|1|3||1|1.0
2|подробность|подробности|подробности|NOUN|5|1|5||1|1.0
3|сценарий|сценарию|сценарию|NOUN|9|1|9||1|1.0
4|масштаб|масштабе|масштабе|NOUN|14|1|14||1|1.0
5|организован|организовано|организовано|PRTS|16|1|16||1|1.0
6|сам|самое|самое|ADJF|17|1|17||1|1.0
7|крупный|крупное|крупное|ADJF|18|1|18||1|1.0
8|стратегический|стратегическое|стратегическое|ADJF|19|1|19||2|1.0
9|командно-штабной|командно-штабное|командно-штабное|ADJF|20|1|20||1|1.0
10|учение|учение|учение|NOUN|21|1|21||4|1.0
11|нынешний|нынешнего|нынешнего|ADJF|22|1|22||1|1.0
12|год|года|года|NOUN|23|1|23||1|1.0
13|центр-2019|центр-2019|Центр-2019|DSNU|24|1|24|DSNU|1|1.0
14|министерство|министерстве|министерстве|NOUN|26|2|2||1|1.0
15|корреспондент|корреспонденту|корреспонденту|NOUN|27|2|3||1|1.0
16|рг|рг|РГ|ABVR|28|2|4|SPEC|1|1.0
17|сообщил|сообщили|сообщили|VERB|29|2|5||2|1.0
18|учение|учения|учения|NOUN|31|2|7||4|1.0
19|прошёл|пройдут|пройдут|VERB|32|2|8||1|1.0
20|16-21.09|с 16 по 21 сентября|с 16 по 21 сентября|NUSR|33|2|9|NUSR|1|1.0
21|шесть|шести|шести|NUMR|36|2|12||1|1.0
22|общевойсковой|общевойсковых|общевойсковых|ADJF|37|2|13||1|1.0
23|полигон|полигонах|полигонах|NOUN|38|2|14||2|1.0
24|тоцкий|тоцкий|Тоцкий|ADJF|39|2|15|TITL|1|1.0
25|донгуз|донгуз|Донгуз|TITL|40|2|16|TITL|1|1.0
26|аданак|аданак|Аданак|TITL|41|2|17|TITL|1|1.0
27|чебаркульский|чебаркульский|Чебаркульский|ADJF|42|2|18|TITL|1|1.0
28|юргинский|юргинский|Юргинский|ADJF|43|2|19|TITL|1|1.0
29|алейский|алейский|Алейский|ADJF|45|2|21|TITL|1|1.0
30|отдельный|отдельные|Отдельные|ADJF|46|3|1||2|1.0
31|эпизод|эпизоды|эпизоды|NOUN|47|3|2||1|1.0
32|военный|военные|военные|NOUN|48|3|3||3|1.0
33|разыграл|разыграют|разыграют|VERB|49|3|4||1|1.0
34|полигон|полигонах|полигонах|NOUN|51|3|6||2|1.0
35|ввс|ввс|ВВС|ABVR|52|3|7|SPEC|1|1.0
36|пво|пво|ПВО|ABVR|54|3|9|SPEC|1|1.0
37|ашулуке|ашулуке|Ашулуке|TITL|56|3|11|TITL|1|1.0
38|сафакулево|сафакулево|Сафакулево|TITL|58|3|13|TITL|1|1.0
39|отдельный|отдельным|отдельным|ADJF|60|4|2||2|1.0
40|план|планам|планам|NOUN|61|4|3||1|1.0
41|стал|станут|станут|VERB|62|4|4||1|1.0
42|отрабатываться|отрабатываться|отрабатываться|INFN|63|4|5||1|1.0
43|элемент|элементы|элементы|NOUN|64|4|6||1|1.0
44|боевы|боевых|боевых|NOUN|65|4|7||1|1.0
45|операция|операций|операций|NOUN|66|4|8||1|1.0
46|незаконный|незаконных|незаконных|ADJF|68|4|10||1|1.0
47|вооруженный|вооруженных|вооруженных|ADJF|69|4|11||1|1.0
48|формирование|формирований|формирований|NOUN|70|4|12||1|1.0
49|число|числе|числе|NOUN|75|5|5||2|1.0
50|использую|используют|используют|VERB|76|5|6||1|1.0
51|площадка|площадки|площадки|NOUN|77|5|7||1|1.0
52|предел|пределами|пределами|NOUN|79|5|9||1|1.0
53|россия|россии|России|NOUN|80|5|10|SPEC|1|1.0
54|предусмотрен|предусмотрена|Предусмотрена|PRTS|81|6|1||1|1.0
55|морской|морская|морская|ADJF|83|6|3||1|1.0
56|часть|часть|часть|NOUN|84|6|4||2|1.0
57|прошел|пройдет|пройдет|VERB|86|6|6||1|1.0
58|акватория|акватории|акватории|NOUN|88|6|8||1|1.0
59|каспийский|каспийского|Каспийского|NOUN|89|6|9|TITL|1|1.0
60|моря|моря|моря|GRND|90|6|10||1|1.0
61|наш|наша|наша|ADJF|92|7|2||2|1.0
62|флотилия|флотилия|флотилия|NOUN|93|7|3||1|1.0
63|сухопутный|сухопутными|сухопутными|ADJF|96|7|6||1|1.0
64|часть|частями|частями|NOUN|97|7|7||2|1.0
65|соединение|соединениями|соединениями|NOUN|99|7|9||1|1.0
66|оборонять|оборонять|оборонять|INFN|101|7|11||1|1.0
67|бандит|бандитов|бандитов|NOUN|103|7|13|WIQM|1|1.0
68|водный|водные|водные|ADJF|104|7|14||1|1.0
69|коммуникация|коммуникации|коммуникации|NOUN|105|7|15||1|1.0
70|легенда|легенде|легенде|NOUN|108|8|3||1|1.0
71|маневр|маневров|маневров|NOUN|109|8|4||1|1.0
72|действующий|действующими|действующими|ADJF|111|8|6||1|1.0
73|ца|центрально-азиатском|Центрально-Азиатском|NAME|113|8|8|NAME|1|1.0
74|стратегический|стратегическом|стратегическом|ADJF|114|8|9||2|1.0
75|направление|направлении|направлении|NOUN|115|8|10||1|1.0
76|группировка|группировками|группировками|NOUN|116|8|11||1|1.0
77|международный|международных|международных|ADJF|117|8|12||1|1.0
78|террорист|террористов|террористов|NOUN|118|8|13||1|1.0
79|предстою|предстоит|предстоит|VERB|119|8|14||1|1.0
80|бороться|бороться|бороться|INFN|120|8|15||1|1.0
81|коалиция|коалиции|коалиции|NOUN|121|8|16||1|1.0
82|государство|государств|государств|NOUN|122|8|17||1|1.0
83|рф|рф|РФ|NOUN|124|8|19|UPPR|1|1.0
84|китай|китай|Китай|NOUN|126|8|21|SPEC|1|1.0
85|пакистан|пакистан|Пакистан|NOUN|127|8|22|SPEC|2|2.0
86|казахстан|казахстан|Казахстан|NOUN|128|8|23|SPEC|1|1.0
87|киргизия|киргизия|Киргизия|NOUN|129|8|24|TITL|1|1.0
88|индия|индия|Индия|NOUN|130|8|25|SPEC|1|1.0
89|пакистан|пакистан|Пакистан|NOUN|131|8|26|SPEC|2|2.0
90|таджикистан|таджикистан|Таджикистан|NOUN|132|8|27|SPEC|1|1.0
91|узбекистан|узбекистан|Узбекистан|NOUN|134|8|29|SPEC|1|1.0
92|общий|общее|общее|ADJF|135|8|30||1|1.0
93|руководство|руководство|руководство|NOUN|136|8|31||1|1.0
94|воинский|воинскими|воинскими|ADJF|137|8|32||1|1.0
95|контингент|контингентами|контингентами|NOUN|138|8|33||1|1.0
96|взял|возьмет|возьмет|VERB|139|8|34||1|1.0
97|начальник|начальник|начальник|NOUN|142|8|37||1|1.0
98|наш|нашего|нашего|ADJF|143|8|38||2|1.0
99|гвг|генштаба валерий герасимов|Генштаба Валерий Герасимов|NAME|144|8|39|NAME|1|1.0
100|сентябрь|сентябре|сентябре|NOUN|146|9|2||1|1.0
101|масштабный|масштабные|масштабные|ADJF|149|9|5||1|1.0
102|учение|учения|учения|NOUN|150|9|6||4|1.0
103|генерал|генералы|генералы|NOUN|151|9|7||1|1.0
104|привлёк|привлекут|привлекут|VERB|152|9|8||1|1.0
105|128т|128 тысяч|128 тысяч|NUSR|154|9|10|NUSR|2|1.0
106|солдат|солдат|солдат|NOUN|155|9|11||1|1.0
107|офицер|офицеров|офицеров|NOUN|157|9|13||1|1.0
108|сила|силы|Силы|NOUN|158|10|1||1|1.0
109|сказать|сказать|сказать|INFN|160|10|3||1|1.0
110|сформировал|сформируют|сформируют|VERB|161|10|4||1|1.0
111|учение|учений|учений|NOUN|163|10|6||4|1.0
112|немалый|немалые|немалые|ADJF|164|10|7||1|1.0
113|128т|128 тыс|128 тыс|NUSR|166|10|9|NUSR|2|1.0
114|военнослужащий|военнослужащих|военнослужащих|NOUN|167|10|10||1|1.0
