|values
allwordscount|272.0
relwordscount|188.0
badwordscount|84.0
garbagewordscount|0.0
typeswords|['NAME', 'VERB', 'NOUN', 'PRTS', 'ADJF', 'DSNU', 'ABVR', 'NUSR', 'NUMR', 'TITL', 'INFN', 'GRND', 'CLIV', 'ADJS']
sentscount|19.0
minwordssent|2.0
maxwordssent|39.0
meanwordssent|15.0
minrepeatword|1.0
maxrepeatword|4.0
meanrepeatword|1.23
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0.0
bad-%|30.88
