|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
0|мр|минобороны россии|Минобороны России|NAME|2|1|2|NAME|1.0|2|2
10|учение|учение|учение|NOUN|21|1|21||1.0|4|4
13|центр-2019|центр-2019|Центр-2019|DSNU|24|1|24|DSNU|1.0|1|1
16|рг|рг|РГ|ABVR|28|2|4|SPEC|1.0|1|1
18|учение|учения|учения|NOUN|31|2|7||1.0|4|4
20|16-21.09|с 16 по 21 сентября|с 16 по 21 сентября|NUSR|33|2|9|NUSR|1.0|1|1
24|тоцкий|тоцкий|Тоцкий|ADJF|39|2|15|TITL|1.0|1|1
25|донгуз|донгуз|Донгуз|TITL|40|2|16|TITL|1.0|1|1
26|аданак|аданак|Аданак|TITL|41|2|17|TITL|1.0|1|1
27|чебаркульский|чебаркульский|Чебаркульский|ADJF|42|2|18|TITL|1.0|1|1
28|юргинский|юргинский|Юргинский|ADJF|43|2|19|TITL|1.0|1|1
29|алейский|алейский|Алейский|ADJF|45|2|21|TITL|1.0|1|1
35|ввс|ввс|ВВС|ABVR|52|3|7|SPEC|1.0|1|1
36|пво|пво|ПВО|ABVR|54|3|9|SPEC|1.0|1|1
37|ашулуке|ашулуке|Ашулуке|TITL|56|3|11|TITL|1.0|1|1
38|сафакулево|сафакулево|Сафакулево|TITL|58|3|13|TITL|1.0|1|1
53|россия|россии|России|NOUN|80|5|10|SPEC|1.0|1|1
59|каспийский|каспийского|Каспийского|NOUN|89|6|9|TITL|1.0|1|1
67|бандит|бандитов|бандитов|NOUN|103|7|13|WIQM|1.0|1|1
73|ца|центрально-азиатском|Центрально-Азиатском|NAME|113|8|8|NAME|1.0|1|1
83|рф|рф|РФ|NOUN|124|8|19|UPPR|1.0|1|1
84|китай|китай|Китай|NOUN|126|8|21|SPEC|1.0|1|1
85|пакистан|пакистан|Пакистан|NOUN|127|8|22|SPEC|2.0|2|2
86|казахстан|казахстан|Казахстан|NOUN|128|8|23|SPEC|1.0|1|1
87|киргизия|киргизия|Киргизия|NOUN|129|8|24|TITL|1.0|1|1
88|индия|индия|Индия|NOUN|130|8|25|SPEC|1.0|1|1
89|пакистан|пакистан|Пакистан|NOUN|131|8|26|SPEC|2.0|2|2
90|таджикистан|таджикистан|Таджикистан|NOUN|132|8|27|SPEC|1.0|1|1
91|узбекистан|узбекистан|Узбекистан|NOUN|134|8|29|SPEC|1.0|1|1
99|гвг|генштаба валерий герасимов|Генштаба Валерий Герасимов|NAME|144|8|39|NAME|1.0|1|1
102|учение|учения|учения|NOUN|150|9|6||1.0|4|4
105|128т|128 тысяч|128 тысяч|NUSR|154|9|10|NUSR|1.0|2|2
111|учение|учений|учений|NOUN|163|10|6||1.0|4|4
113|128т|128 тыс|128 тыс|NUSR|166|10|9|NUSR|1.0|2|2
115|20т|20 тыс|20 тыс|NUSR|169|10|12|NUSR|1.0|1|1
119|техника|техники|техники|NOUN|174|10|17|SPEC|1.0|1|1
121|250т|250 танков|250 танков|NUSR|178|11|4|NUSR|1.0|1|1
122|450б|450 бмп|450 БМП|NUSR|179|11|5|NUSR|1.0|1|1
123|бронетранспортер|бронетранспортеров|бронетранспортеров|NOUN|181|11|7|SPEC|1.0|1|1
124|200с|200 стволов|200 стволов|NUSR|182|11|8|NUSR|1.0|1|1
126|600л|600 летательных|600 летательных|NUSR|187|12|4|NUSR|1.0|1|1
127|аппарат|аппаратов|аппаратов|NOUN|188|12|5|SPEC|1.0|2|2
130|корабль|кораблей|кораблей|NOUN|192|12|9|SPEC|1.0|1|1
131|судно|судов|судов|NOUN|194|12|11|SPEC|1.0|1|1
134|мр|минобороны россии|Минобороны России|NAME|200|14|3|NAME|1.0|2|2
142|беспилотник|беспилотника|беспилотника|NOUN|208|14|11|SPEC|1.0|2|2
143|ау|альтиус-у|Альтиус-У|CLIV|209|14|12|CLIV|1.0|1|1
144|дн|другое название|другое название|ABVR|210|14|13|ABVR|1.0|1|1
145|альтаир|альтаир|Альтаир|ABVR|211|14|14|ABVR|1.0|1|1
148|32м|32 минуты|32 минуты|NUSR|216|15|5|NUSR|1.0|1|1
151|800м|800 метров|800 метров|NUSR|220|15|9|NUSR|1.0|1|1
159|дрон|дрон|дрон|NOUN|233|16|7|SPEC|1.0|1|1
176|беспилотник|беспилотник|Беспилотник|NOUN|255|17|1|SPEC|1.0|2|2
178|6т|6 тонн|6 тонн|NUSR|258|17|4|NUSR|1.0|1|1
181|аппарат|аппарат|аппарат|NOUN|265|18|7|SPEC|1.0|2|2
187|гаврилов|гаврилов|Гаврилов|NOUN|272|19|2|TITL|1.0|1|1
