|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|белоруссия|белоруссия|Белоруссия|NOUN|1|1|1||1|1.0
1|принял|приняла|приняла|VERB|2|1|2||1|1.0
2|закон|закон|закон|NOUN|3|1|3||5|1.0
3|борьба|борьбе|борьбе|NOUN|5|1|5||1|1.0
4|уклонист|уклонистами|уклонистами|NOUN|7|1|7||1|1.0
5|президент|президент|Президент|NOUN|8|2|1||1|1.0
6|бал|белоруссии александр лукашенко|Белоруссии Александр Лукашенко|NAME|9|2|2|NAME|1|1.0
7|подписал|подписал|подписал|VERB|10|2|3||1|1.0
8|вызвавший|вызвавший|вызвавший|PRTF|11|2|4||1|1.0
9|спор|споры|споры|ADJS|12|2|5||1|1.0
10|проект|проект|проект|NOUN|13|2|6||1|1.0
11|изменение|изменении|изменении|NOUN|15|2|8||4|1.0
12|закон|законов|законов|NOUN|16|2|9||5|1.0
13|вопрос|вопросам|вопросам|NOUN|18|2|11||1|1.0
14|эффективный|эффективного|эффективного|ADJF|19|2|12||1|1.0
15|функционирование|функционирования|функционирования|NOUN|20|2|13||1|1.0
16|военный|военной|военной|ADJF|21|2|14||6|1.0
17|организация|организации|организации|NOUN|22|2|15||2|1.0
18|государство|государства|государства|NOUN|23|2|16||4|1.0
19|документ|документ|Документ|NOUN|24|3|1||2|1.0
20|принят|принят|принят|ADJS|25|3|2||1|1.0
21|цель|целях|целях|NOUN|27|3|4||1|1.0
22|поддержание|поддержания|поддержания|NOUN|28|3|5||1|1.0
23|постоянный|постоянной|постоянной|ADJF|29|3|6||1|1.0
24|боевой|боевой|боевой|ADJF|30|3|7||1|1.0
25|готовность|готовности|готовности|NOUN|31|3|8||1|1.0
26|вооруженный|вооруженных|вооруженных|ADJF|32|3|9||1|1.0
27|сила|сил|сил|NOUN|33|3|10||1|1.0
28|условие|условиях|условиях|NOUN|35|3|12||1|1.0
29|активизация|активизации|активизации|NOUN|36|3|13||1|1.0
30|военный|военной|военной|ADJF|37|3|14||6|1.0
31|деятельность|деятельности|деятельности|NOUN|38|3|15||1|1.0
32|мир|мире|мире|NOUN|40|3|17||1|1.0
33|европа|европе|Европе|NOUN|42|3|19|TITL|1|1.0
34|прокомментировал|прокомментировали|прокомментировали|VERB|43|3|20||1|1.0
35|пресс-служба|пресс-службе|пресс-службе|NOUN|45|3|22||1|1.0
36|глава|главы|главы|NOUN|46|3|23||2|1.0
37|государство|государства|государства|NOUN|47|3|24||4|1.0
38|изменение|изменений|Изменений|NOUN|48|4|1||4|1.0
39|законодательство|законодательстве|законодательстве|NOUN|50|4|3||1|1.0
40|требую|требовали|требовали|VERB|51|4|4||1|1.0
41|объективный|объективные|объективные|ADJF|53|4|6||1|1.0
42|демографический|демографические|демографические|ADJF|54|4|7||1|1.0
43|проблема|проблемы|проблемы|NOUN|55|4|8||1|1.0
44|республика|республике|республике|NOUN|57|4|10||2|1.0
45|уменьшился|уменьшилось|уменьшилось|VERB|59|4|12||1|1.0
