|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|гонконг|гонконг|Гонконг|NOUN|1|1|1|SPEC|1|1.0
1|31 июля|31 июля|31 июля|NUSR|2|2|1|NUSR|1|1.0
2|интерфакс|интерфакс|ИНТЕРФАКС|NOUN|3|3|1|UPPR|1|1.0
3|построенный|построенная|построенная|PRTF|5|3|3||3|1.0
4|северокорейский|северокорейская|северокорейская|ADJF|6|3|4||2|1.0
5|подводный|подводная|подводная|ADJF|7|3|5||3|1.0
6|лодка|лодка|лодка|NOUN|8|3|6|SPEC|4|1.0
7|способен|способна|способна|ADJS|9|3|7||1|1.0
8|нести|нести|нести|INFN|10|3|8||1|1.0
9|три|три|три|NUMR|11|3|9||1|1.0
10|баллистический|баллистические|баллистические|ADJF|12|3|10||1|1.0
11|ракета|ракеты|ракеты|NOUN|13|3|11|SPEC|2|1.0
12|сообщаю|сообщает|сообщает|VERB|14|3|12||2|1.0
13|ренхап|ренхап|Ренхап|CLIV|15|3|13|CLIV|1|1.0
14|ссылка|ссылкой|ссылкой|NOUN|17|3|15||1|1.0
15|министерство|министерство|министерство|NOUN|19|3|17||1|1.0
16|оборона|обороны|обороны|NOUN|20|3|18||1|1.0
17|юк|южной кореи|Южной Кореи|NAME|21|3|19|NAME|1|1.0
18|доклад|докладу|докладу|NOUN|23|4|2||1|1.0
19|военный|военного|военного|NOUN|24|4|3||1|1.0
20|ведомство|ведомства|ведомства|NOUN|25|4|4||2|1.0
21|фотография|фотографиях|фотографиях|NOUN|27|4|6||1|1.0
22|подлодка|подлодки|подлодки|NOUN|28|4|7|SPEC|2|1.0
23|опубликованный|опубликованных|опубликованных|PRTF|29|4|8||1|1.0
24|местный|местными|местными|ADJF|30|4|9||1|1.0
25|сми|сми|СМИ|NOUN|31|4|10|UPPR|1|1.0
26|часть|часть|часть|NOUN|32|4|11||1|1.0
27|скрыт|скрыта|скрыта|ADJS|33|4|12||1|1.0
28|мозаика|мозаикой|мозаикой|NOUN|34|4|13||1|1.0
29|мнение|мнению|мнению|NOUN|36|5|2||2|1.0
30|чиновник|чиновников|чиновников|NOUN|37|5|3||1|1.0
31|оборонный|оборонного|оборонного|ADJF|38|5|4||1|1.0
32|ведомство|ведомства|ведомства|NOUN|39|5|5||2|1.0
33|образ|образом|образом|NOUN|41|5|7||1|1.0
34|спрятан|спрятано|спрятано|PRTS|44|5|10||1|1.0
35|место|место|место|NOUN|45|5|11||1|1.0
36|пуск|пусков|пусков|NOUN|47|5|13||1|1.0
37|ракета|ракет|ракет|NOUN|48|5|14|SPEC|2|1.0
38|глава|глава|Глава|NOUN|49|6|1||1|1.0
39|парламентский|парламентского|парламентского|ADJF|50|6|2||1|1.0
40|комитет|комитета|комитета|NOUN|51|6|3||1|1.0
41|разведка|разведке|разведке|NOUN|53|6|5||1|1.0
42|лхх|ли хе хун|Ли Хе Хун|NAME|54|6|6|NAME|1|1.0
43|закрытый|закрытого|закрытого|ADJF|56|6|8||1|1.0
44|брифинг|брифинга|брифинга|NOUN|57|6|9||1|1.0
45|минобороны|минобороны|Минобороны|NOUN|58|6|10|TITL|1|1.0
46|сообщил|сообщил|сообщил|VERB|60|6|12||1|1.0
47|журналист|журналистам|журналистам|NOUN|61|6|13||1|1.0
48|подлодка|подлодка|подлодка|NOUN|63|6|15|SPEC|2|1.0
49|готов|готова|готова|ADJS|64|6|16||1|1.0
50|ввод|вводу|вводу|NOUN|66|6|18||1|1.0
51|эксплуатация|эксплуатацию|эксплуатацию|NOUN|68|6|20||1|1.0
52|ближайший|ближайшее|ближайшее|ADJF|70|6|22||1|1.0
53|время|время|время|NOUN|71|6|23||1|1.0
54|пропхеньянская|пропхеньянская|пропхеньянская|UNKN|74|7|3|UNKN|1|1.0
55|газета|газета|газета|NOUN|75|7|4||1|1.0
56|cs|choson sinbo|Choson Sinbo|NAME|76|7|5|NAME|1|1.0
57|свой|своей|своей|ADJF|78|7|7||1|1.0
58|статья|статье|статье|NOUN|79|7|8||2|1.0
59|отметил|отметила|отметила|VERB|80|7|9||1|1.0
60|сша|сша|США|NOUN|82|7|11|SPEC|3|1.0
61|стоило|стоит|стоит|VERB|83|7|12||1|1.0
