|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
208|uss|uss|USS|UPPR|303|17|12|UPPR|2|1.0|2
209|porter|porter|Porter|TITL|304|17|13|TITL|2|1.0|2
211|акватория|акваторию|акваторию|NOUN|308|17|17||4|1.0|4
212|черный|черного|Черного|NOUN|309|17|18|TITL|14|1.0|14
213|моря|моря|моря|GRND|310|17|19||5|1.0|5
215|национальный|национальный|Национальный|ADJF|312|17|21|TITL|1|1.0|1
219|рф|рф|РФ|NOUN|316|17|25|UPPR|1|1.0|1
221|фан|фан|ФАН|UPPR|318|17|27|UPPR|1|1.0|1
228|акватория|акватории|акватории|NOUN|328|18|10||4|1.0|4
229|черный|черного|Черного|NOUN|329|18|11|TITL|14|2.0|14
230|моря|моря|моря|GRND|330|18|12||5|1.0|5
233|черноморский|черноморского|Черноморского|ADJF|334|18|16|TITL|2|1.0|2
234|флот|флота|флота|NOUN|335|18|17||5|1.0|5
236|комплекс|комплекс|комплекс|NOUN|337|18|19|SPEC|2|1.0|2
240|корабль|кораблей|кораблей|NOUN|343|18|25|SPEC|7|1.0|7
241|нато|нато|НАТО|ABVR|344|18|26|SPEC|2|1.0|2
242|черный|черном|Черном|NOUN|346|18|28|TITL|14|2.0|14
243|море|море|море|NOUN|347|18|29||11|1.0|11
245|военный|военного|военного|NOUN|350|18|32||6|1.0|6
247|учение|учения|учения|NOUN|352|18|34||5|1.0|5
248|sea|sea|Sea|TITL|353|18|35|TITL|1|1.0|1
249|breeze-2019|breeze-2019|Breeze-2019|DSNU|354|18|36|DSNU|1|1.0|1
252|шестой|шестой|Шестой|ADJF|358|19|1||4|1.0|4
253|флот|флот|флот|NOUN|359|19|2||5|1.0|5
254|сша|сша|США|NOUN|360|19|3|SPEC|9|1.0|9
258|эсминец|эсминец|эсминец|NOUN|367|19|10|SPEC|4|1.0|4
260|босфорский|босфорский|Босфорский|ADJF|370|19|13|TITL|1|1.0|1
262|черный|черное|Черное|ADJF|373|19|16|TITL|14|1.0|14
263|море|море|море|NOUN|374|19|17||11|1.0|11
264|uss|uss|USS|UPPR|375|20|1|UPPR|2|1.0|2
265|porter|porter|Porter|TITL|376|20|2|TITL|2|1.0|2
268|черный|черное|Черное|ADJF|380|20|6|TITL|14|1.0|14
269|море|море|море|NOUN|381|20|7||11|1.0|11
270|шестой|шестой|шестой|ADJF|383|21|2||4|1.0|4
271|2019 году|2019 году|2019 году|NUSR|386|21|5|NUSR|1|1.0|1
272|черный|черное|Черное|ADJF|389|21|8|TITL|14|1.0|14
273|море|море|море|NOUN|390|21|9||11|1.0|11
275|корабль|корабль|корабль|NOUN|392|21|11|SPEC|7|1.0|7
276|американский|американского|американского|ADJF|393|21|12||8|1.0|8
277|вмф|вмф|ВМФ|ABVR|394|21|13|SPEC|1|1.0|1
279|корабль|кораблей|кораблей|NOUN|397|22|3|SPEC|7|1.0|7
283|сс|с союзниками|с союзниками|ABVR|401|22|7|ABVR|1|1.0|1
293|шестой|шестого|шестого|ADJF|415|22|21||4|1.0|4
294|флот|флота|флота|NOUN|416|22|22||5|1.0|5
296|лф|лизы франчетти|Лизы Франчетти|NAME|418|22|24|NAME|1|1.0|1
297|черный|черное|Черное|ADJF|421|23|3|TITL|14|1.0|14
298|море|море|море|NOUN|422|23|4||11|1.0|11
301|военный|военный|военный|NOUN|425|23|7||6|1.0|6
302|американский|американский|американский|ADJF|426|23|8||8|1.0|8
303|корабль|корабль|корабль|NOUN|427|23|9|SPEC|7|1.0|7
304|эсминец|эсминец|эсминец|NOUN|428|23|10|SPEC|4|1.0|4
305|вс|вмс сша|ВМС США|UPPR|429|23|11|UPPR|6|1.0|6
306|carney|carney|Carney|TITL|430|23|12|TITL|3|1.0|3
308|акватория|акватории|акватории|NOUN|435|24|5||4|1.0|4
309|30 июня|30 июня|30 июня|NUSR|436|24|6|NUSR|1|1.0|1
314|судно|судов|судов|NOUN|445|24|15|SPEC|3|1.0|3
315|marinetraffic|marinetraffic|MarineTraffic|TITL|446|24|16|TITL|1|1.0|1
317|шестой|шестого|шестого|ADJF|449|25|3||4|1.0|4
318|флот|флота|флота|NOUN|450|25|4||5|1.0|5
319|сш|соединенных штатов|Соединенных Штатов|NAME|451|25|5|NAME|1|1.0|1
320|carney|carney|Carney|TITL|452|25|6|TITL|3|1.0|3
324|учение|учениях|учениях|NOUN|459|25|13||5|1.0|5
325|sb|sea breeze|Sea Breeze|NAME|460|25|14|NAME|2|1.0|2
326|2019|2019|2019|NUMB|461|25|15|NUMB|1|1.0|1
328|вс|вмс сша|ВМС США|UPPR|463|26|2|UPPR|6|1.0|6
331|американский|американских|американских|ADJF|467|27|2||8|1.0|8
332|корабль|кораблей|кораблей|NOUN|468|27|3|SPEC|7|1.0|7
333|учение|учениях|учениях|NOUN|470|27|5||5|1.0|5
335|прс|повысить региональную стабильность|повысить региональную стабильность|WIQM|472|27|7|WIQM|1|1.0|1
336|черный|черном|Черном|NOUN|474|27|9|TITL|14|1.0|14
337|море|море|море|NOUN|475|27|10||11|1.0|11
340|32 корабля|32 корабля|32 корабля|NUSR|481|28|6|NUSR|1|1.0|1
341|24 самолета|24 самолета|24 самолета|NUSR|482|28|7|NUSR|1|1.0|1
342|3 тыс|3 тыс|3 тыс|NUSR|485|28|10|NUSR|1|1.0|1
344|19 стран|19 стран|19 стран|NUSR|488|28|13|NUSR|1|1.0|1
347|франция|франция|Франция|NOUN|492|29|4|SPEC|1|1.0|1
348|грузия|грузия|Грузия|NOUN|493|29|5|SPEC|1|1.0|1
349|украина|украина|Украина|NOUN|494|29|6|SPEC|4|1.0|4
350|польша|польша|Польша|NOUN|495|29|7|SPEC|1|1.0|1
351|турция|турция|Турция|NOUN|496|29|8|SPEC|1|1.0|1
352|великобритания|великобритания|Великобритания|NOUN|497|29|9|SPEC|1|1.0|1
353|крым|крыму|Крыму|NOUN|499|30|2|TITL|2|1.0|2
355|американский|американского|американского|ADJF|501|30|4||8|1.0|8
356|эсминец|эсминца|эсминца|NOUN|502|30|5|SPEC|4|1.0|4
357|carney|carney|Carney|TITL|503|30|6|TITL|3|1.0|3
358|акватория|акваторию|акваторию|NOUN|505|30|8||4|1.0|4
359|черный|черного|Черного|NOUN|506|30|9|TITL|14|1.0|14
360|моря|моря|моря|GRND|507|30|10||5|1.0|5
365|нсн|нсн|НСН|UPPR|512|30|15|UPPR|1|1.0|1
370|сша|сша|США|NOUN|518|31|6|SPEC|9|2.0|9
372|черный|черном|Черном|NOUN|521|31|9|TITL|14|1.0|14
373|море|море|море|NOUN|522|31|10||11|1.0|11
380|сша|сша|США|NOUN|536|31|24|SPEC|9|2.0|9
393|юг|юрий гемпель|Юрий Гемпель|NAME|551|31|39|NAME|1|1.0|1
397|крым|крыма|Крыма|NOUN|556|32|5|TITL|2|1.0|2
399|сша|сша|США|NOUN|559|32|8|SPEC|9|1.0|9
405|самолет|самолета|самолета|NOUN|568|32|17|SPEC|1|1.0|1
406|вс|вмс сша|ВМС США|UPPR|569|32|18|UPPR|6|2.0|6
407|p-8a|p-8a|P-8A|DSNU|570|32|19|DSNU|1|1.0|1
408|poseidon|poseidon|Poseidon|TITL|571|32|20|TITL|1|1.0|1
410|беспилотник|беспилотника|беспилотника|NOUN|576|32|25|SPEC|1|1.0|1
411|вс|ввс сша|ВВС США|UPPR|577|32|26|UPPR|6|2.0|6
412|rq-4b-30|rq-4b-30|RQ-4B-30|DSNU|578|32|27|DSNU|1|1.0|1
413|gh|global hawk|Global Hawk|NAME|579|32|28|NAME|1|1.0|1
415|фахрутдин|фахрутдинов|Фахрутдинов|NOUN|581|33|2|TITL|1|1.0|1
