|values
allwordscount|121.0
relwordscount|93.0
badwordscount|27.0
garbagewordscount|1.0
typeswords|['UPPR', 'NUSR', 'ADJF', 'NOUN', 'PRTS', 'VERB', 'INFN', 'ADJS', 'NAME', 'UNKN']
sentscount|8.0
minwordssent|2.0
maxwordssent|38.0
meanwordssent|15.12
minrepeatword|1.0
maxrepeatword|5.0
meanrepeatword|1.95
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0.83
bad-%|22.31
