|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|достаточен|достаточно|достаточно|ADJS|2|1|2||1|1.0
1|часть|частям|частям|NOUN|6|1|6||6|1.0
2|рассматриваюсь|рассматривалась|рассматривалась|VERB|8|1|8||1|1.0
3|блог|блоге|блоге|NOUN|11|1|11||6|1.0
4|от 200 до 1500 просмотров|от 200 до 1500 просмотров|от 200 до 1500 просмотров|NUSR|12|1|12|NUSR|1|1.0
5|возражение|возражений|возражений|NOUN|16|1|16||1|1.0
6|многочисленым|многочисленым|многочисленым|UNKN|19|2|3|UNKN|1|1.0
7|просьба|просьбам|просьбам|NOUN|20|2|4||1|1.0
8|трудящийся|трудящихся|трудящихся|ADJF|21|2|5||1|1.0
9|поднял|подняли|подняли|VERB|22|2|6||1|1.0
10|цена|цены|цены|NOUN|23|2|7||6|1.0
11|хрусталь|хрусталь|хрусталь|NOUN|25|2|9||1|1.0
12|добавил|добавил|Добавил|VERB|26|3|1||1|1.0
13|чертёж|чертежей|чертежей|NOUN|27|3|2||2|1.0
14|15/7/19|15/7/19|15/7/19|NUSR|28|3|3|NUSR|1|1.0
15|всн|в самый низ|в самый низ|ABVR|29|3|4|ABVR|1|1.0
16|ходовой|ходовая|Ходовая|ADJF|30|4|1||16|1.0
17|вид|виде|виде|NOUN|32|4|3||4|1.0
18|полный|полного|полного|ADJF|33|4|4||9|1.0
19|привод|привода|привода|NOUN|34|4|5||4|1.0
20|колесо|колёса|колёса|NOUN|36|4|7||9|1.0
21|спрятан|спрятаны|спрятаны|PRTS|39|4|10||2|1.0
22|каток|катки|катки|NOUN|40|4|11||16|1.0
23|танк|танка|танка|NOUN|42|4|13|SPEC|20|1.0
24|не|не|не|PRCL|43|4|14||39|3.0
25|делаюсь|делаются|делаются|VERB|46|4|17||2|1.0
26|вечный|вечные|вечные|ADJF|49|4|20||4|1.0
27|гусеница|гусеницу|гусеницу|NOUN|50|4|21|SPEC|5|1.0
28|не|не|не|PRCL|51|4|22||39|3.0
29|сбить|сбить|сбить|INFN|52|4|23||2|1.0
30|шина|шину|шину|NOUN|54|4|25||16|1.0
31|не|не|не|PRCL|55|4|26||39|3.0
32|сдуть|сдуть|сдуть|INFN|56|4|27||2|1.0
33|удвоение|удвоение|удвоение|NOUN|59|5|3||2|1.0
34|каток|катков|катков|NOUN|60|5|4||16|1.0
35|ширин|ширине|ширине|NOUN|62|5|6||7|1.0
36|допустим|допустимо|допустимо|ADJS|64|5|8||2|1.0
37|б3ш|бмп-3 шире|БМП-3 шире|ABVR|65|5|9|ABVR|1|1.0
38|давление|давление|давление|NOUN|67|5|11||4|1.0
39|грунт|грунт|грунт|NOUN|69|5|13||4|1.0
40|падаю|падает|падает|VERB|70|5|14||3|1.0
41|низкий|низкого|низкого|ADJF|72|5|16||2|1.0
42|руление|руление|Руление|NOUN|73|6|1||3|1.0
43|отключение|отключение|отключение|NOUN|75|6|3||2|1.0
44|привод|привода|привода|NOUN|76|6|4||4|1.0
45|побортно|побортно|побортно|UNKN|77|6|5|UNKN|2|1.0
46|версия|версию|версию|NOUN|79|7|2||1|1.0
47|25т и 15 чел|25т и 15 чел|25т и 15 чел|NUSR|81|7|4|NUSR|1|1.0
48|вышел|вышли|вышли|VERB|82|7|5||7|1.0
49|крыша|крыша|крыша|NOUN|83|7|6||11|1.0
50|дно|дно|дно|NOUN|85|7|8||5|1.0
51|по 27 мм|по 27 мм|по 27 мм|NUSR|86|7|9|NUSR|1|1.0
52|броня|брони|брони|NOUN|87|7|10|SPEC|28|3.0
53|борт|борта|борта|NOUN|88|7|11||10|1.0
54|по 40 мм|по 40 мм|по 40 мм|NUSR|89|7|12|NUSR|1|1.0
55|броня|брони|брони|NOUN|91|7|14|SPEC|28|3.0
56|3 раза|3 раза|3 раза|NUSR|95|7|18|NUSR|3|1.0
57|масса|массе|массе|NOUN|98|7|21||11|1.0
58|применить|применить|применить|INFN|102|7|25||3|1.0
59|свшп|свшп|СВШП|UPPR|103|7|26|UPPR|3|1.0
60|сталь|сталь|сталь|NOUN|105|7|28||2|1.0
61|получить|получить|получить|INFN|108|7|31||1|1.0
62|15%|15%|15%|NUSR|110|7|33|NUSR|4|1.0
63|тонкий|тонкие|тонкие|ADJF|112|7|35||1|1.0
64|часть|части|части|NOUN|113|7|36||6|1.0
65|вид|виде|виде|NOUN|115|7|38||4|1.0
66|накладка|накладок|накладок|NOUN|116|7|39||1|1.0
67|сделать|сделать|сделать|INFN|117|7|40||6|1.0
68|титан|титана|титана|NOUN|119|7|42||3|2.0
69|10%|10%|10%|NUSR|121|7|44|NUSR|2|1.0
70|титан|титан|титан|NOUN|125|7|48||3|2.0
71|лист|лист|лист|NOUN|127|7|50||4|1.0
72|дешевее|дешевле|дешевле|COMP|128|7|51||3|1.0
73|листовой|листовой|листовой|ADJF|129|7|52||3|1.0
74|качественный|качественной|качественной|ADJF|130|7|53||1|1.0
75|броня|брони|брони|NOUN|131|7|54|SPEC|28|3.0
76|спойлер|спойлер|Спойлер|NOUN|132|8|1||1|1.0
77|не|не|не|PRCL|135|8|4||39|1.0
78|дошёл|дошло|дошло|VERB|136|8|5||1|1.0
79|поехал|поехало|поехало|VERB|139|8|8||1|1.0
80|подтверждение|подтверждение|подтверждение|NOUN|142|9|3||3|1.0
81|ходовой|ходовой|ходовой|ADJF|143|9|4||16|1.0
82|читать|читать|читать|INFN|144|9|5||1|1.0
83|могу|можете|можете|VERB|145|9|6||3|1.0
84|листать|листать|листать|INFN|147|9|8||1|1.0
85|глава|главу|главу|NOUN|149|9|10||3|1.0
86|2|2|2|NUMB|150|9|11|NUMB|3|1.0
87|ходовой|ходовая|Ходовая|ADJF|151|10|1||16|1.0
88|вид|виде|виде|NOUN|153|10|3||4|1.0
89|полный|полного|полного|ADJF|154|10|4||9|1.0
90|привод|привода|привода|NOUN|155|10|5||4|1.0
91|колесо|колёса|колёса|NOUN|157|10|7||9|1.0
92|спрятан|спрятаны|спрятаны|PRTS|160|10|10||2|1.0
93|каток|катки|катки|NOUN|161|10|11||16|1.0
94|танк|танка|танка|NOUN|163|10|13|SPEC|20|1.0
95|не|не|не|PRCL|164|10|14||39|3.0
96|делаюсь|делаются|делаются|VERB|167|10|17||2|1.0
