|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
89|полный|полного|полного|ADJF|154|10|4||9|1.0|9
90|привод|привода|привода|NOUN|155|10|5||4|1.0|4
91|колесо|колёса|колёса|NOUN|157|10|7||9|1.0|9
93|каток|катки|катки|NOUN|161|10|11||16|1.0|16
94|танк|танка|танка|NOUN|163|10|13|SPEC|20|1.0|20
97|вечный|вечные|вечные|ADJF|170|10|20||4|1.0|4
98|гусеница|гусеницу|гусеницу|NOUN|171|10|21|SPEC|5|1.0|5
101|шина|шину|шину|NOUN|175|10|25||16|1.0|16
105|каток|катков|катков|NOUN|181|11|4||16|1.0|16
106|ширин|ширине|ширине|NOUN|183|11|6||7|1.0|7
108|бш|бмп3 шире|БМП3 шире|ABVR|186|11|9|ABVR|1|1.0|1
109|давление|давление|давление|NOUN|188|11|11||4|1.0|4
110|грунт|грунт|грунт|NOUN|190|11|13||4|1.0|4
115|привод|привода|привода|NOUN|197|12|4||4|1.0|4
118|каток|катков|катков|NOUN|202|14|3||16|1.0|16
119|6 осей|6 осей|6 осей|NUSR|203|14|4|NUSR|1|1.0|1
120|24 штуки|24 штуки|24 штуки|NUSR|205|14|6|NUSR|1|1.0|1
121|ширина|ширина|Ширина|NOUN|206|15|1||7|1.0|7
122|бмп-3|бмп-3|БМП-3|DSNU|207|15|2|DSNU|3|1.0|3
123|3,14 метра|3,14 метра|3,14 метра|NUSR|208|15|3|NUSR|1|1.0|1
125|2 т|2 т|2 т|NUSR|213|16|5|NUSR|1|1.0|1
126|колесо|колесо|колесо|NOUN|215|16|7||9|1.0|9
129|вид|вид|вид|NOUN|220|16|12||4|1.0|4
131|ширина|ширина|Ширина|NOUN|222|17|1||7|2.0|7
132|шина|шин|шин|NOUN|223|17|2||16|1.0|16
133|полметра|полуметра|полуметра|NOUN|225|17|4||4|2.0|4
135|танк|танка|танка|NOUN|228|17|7|SPEC|20|1.0|20
136|каток|каток|каток|NOUN|229|17|8||16|1.0|16
137|ширина|шириной|шириной|NOUN|230|17|9||7|2.0|7
138|полметра|полуметра|полуметра|NOUN|232|17|11||4|2.0|4
139|давление|давления|давления|NOUN|235|17|14||4|1.0|4
140|грунт|грунт|грунт|NOUN|237|17|16||4|1.0|4
141|2 тонны|2 тонны|2 тонны|NUSR|239|17|18|NUSR|2|1.0|2
143|8*4|8*4|8*4|NUSR|248|18|2|NUSR|1|1.0|1
144|50т|50т|50т|NUSR|250|18|4|NUSR|2|1.0|2
145|10*4|10*4|10*4|NUSR|252|19|2|NUSR|1|1.0|1
146|5 тонн|5 тонн|5 тонн|NUSR|255|19|5|NUSR|2|1.0|2
147|колесо|колесо|колесо|NOUN|257|19|7||9|1.0|9
148|диаметр|диаметр|Диаметр|NOUN|258|20|1||4|1.0|4
149|шина|шины|шины|NOUN|259|20|2||16|1.0|16
150|1,2 метра|1,2 метра|1,2 метра|NUSR|260|20|3|NUSR|1|1.0|1
151|ширина|ширина|ширина|NOUN|261|20|4||7|1.0|7
153|0,65 метра|0,65 метра|0,65 метра|NUSR|264|20|7|NUSR|1|1.0|1
155|полный|полная|полная|ADJF|268|21|4||9|1.0|9
156|ширина|ширина|ширина|NOUN|269|21|5||7|1.0|7
157|3,3 метра|3,3 метра|3,3 метра|NUSR|270|21|6|NUSR|1|1.0|1
159|броня|брони|брони|NOUN|273|21|9|SPEC|28|1.0|28
162|24*6|24*6|24*6|NUSR|277|22|4|NUSR|1|1.0|1
166|колесо|колеса|колеса|NOUN|284|22|11||9|2.0|9
167|8,3 метра|8,3 метра|8,3 метра|NUSR|285|22|12|NUSR|1|1.0|1
169|один|одно|одно|ADJF|287|22|14||4|1.0|4
172|диаметр|диаметр|диаметр|NOUN|290|22|17||4|1.0|4
173|колесо|колеса|колеса|NOUN|291|22|18||9|2.0|9
176|шина|шину|шину|NOUN|297|22|24||16|1.0|16
177|4т|4т|4т|NUSR|298|22|25|NUSR|1|1.0|1
179|2т|2т|2т|NUSR|301|22|28|NUSR|2|1.0|2
181|28*7|28*7|28*7|NUSR|303|23|2|NUSR|2|2.0|2
182|танк|танка|танка|NOUN|305|23|4|SPEC|20|1.0|20
183|7 катковой|7 катковой|7 катковой|NUSR|307|23|6|NUSR|1|1.0|1
185|ширин|ширине|ширине|NOUN|311|23|10||7|2.0|7
186|каток|катка|катка|NOUN|312|23|11||16|1.0|16
187|ширин|ширины|ширины|NOUN|314|23|13||7|2.0|7
188|шина|шины|шины|NOUN|315|23|14||16|1.0|16
189|28*7|28*7|28*7|NUSR|318|23|17|NUSR|2|2.0|2
190|1,78 т|1,78 т|1,78 т|NUSR|320|24|2|NUSR|1|1.0|1
191|каток|каток|каток|NOUN|322|24|4||16|1.0|16
192|диаметр|диаметр|Диаметр|NOUN|323|25|1||4|1.0|4
193|каток|катков|катков|NOUN|324|25|2||16|1.0|16
194|танк|танка|танка|NOUN|326|25|4|SPEC|20|2.0|20
195|750-630|750-630|750-630|NUSR|327|25|5|NUSR|1|1.0|1
198|танк|танках|танках|NOUN|333|25|11|SPEC|20|2.0|20
201|габарит|габарит|габарит|NOUN|343|26|10||4|1.0|4
204|шина|шиной|шиной|NOUN|349|27|6||16|1.0|16
205|1,2 то|1,2 то|1,2 то|NUSR|350|27|7|NUSR|1|1.0|1
206|танк|танк|танк|NOUN|351|27|8|SPEC|20|1.0|20
207|каток|катками|катками|NOUN|355|27|12||16|1.0|16
208|0,75|0,75|0,75|NUSR|356|27|13|NUSR|1|1.0|1
211|корпус|корпус|корпус|NOUN|362|28|6||19|1.0|19
215|шина|шинами|шинами|NOUN|368|28|12||16|2.0|16
216|по 0,9 метра|по 0,9 метра|по 0,9 метра|NUSR|370|28|14|NUSR|1|1.0|1
218|габарит|габарит|габарит|NOUN|376|28|20||4|1.0|4
219|шина|шинами|шинами|NOUN|379|28|23||16|2.0|16
222|давление|давление|давление|NOUN|383|28|27||4|1.0|4
223|грунт|грунт|грунт|NOUN|385|28|29||4|1.0|4
226|полный|полная|Полная|ADJF|388|29|1||9|1.0|9
227|ширина|ширина|ширина|NOUN|389|29|2||7|1.0|7
228|корпус|корпуса|корпуса|NOUN|390|29|3||19|2.0|19
230|один|одно|одно|ADJF|393|29|6||4|1.0|4
232|4 метра|4 метра|4 метра|NUSR|397|29|10|NUSR|2|1.0|2
233|ширин|ширины|ширины|NOUN|398|29|11||7|1.0|7
235|корпус|корпуса|корпуса|NOUN|403|29|16||19|2.0|19
236|то|т-образного|Т-образного|TITL|404|29|17|TITL|2|1.0|2
242|блог|блоге|блоге|NOUN|420|30|4||6|1.0|6
243|25т|25т|25т|NUSR|422|30|6|NUSR|4|1.0|4
244|птнв|полулёжа тут не выйдет|полулёжа тут не выйдет|ABVR|423|30|7|ABVR|1|1.0|1
248|16 человек|16 человек|16 человек|NUSR|435|32|8|NUSR|1|1.0|1
250|бтр|бтр|БТР|ABVR|441|33|6|SPEC|4|1.0|4
251|т-15|т-15|Т-15|DSNU|443|33|8|DSNU|2|1.0|2
253|2 отряда|2 отряда|2 отряда|NUSR|446|33|11|NUSR|1|1.0|1
256|броня|брони|брони|NOUN|451|33|16|SPEC|28|1.0|28
259|масса|массы|массы|NOUN|456|33|21||11|1.0|11
262|3,4 метра|3,4 метра|3,4 метра|NUSR|461|34|4|NUSR|1|1.0|1
263|3,4 и|3,4 и|3,4 и|NUSR|466|34|9|NUSR|1|1.0|1
264|т-14|т-14|Т-14|DSNU|467|34|10|DSNU|3|1.0|3
265|полный|полной|полной|ADJF|469|34|12||9|1.0|9
266|ширина|шириной|шириной|NOUN|470|34|13||7|1.0|7
267|4 метра|4 метра|4 метра|NUSR|472|34|15|NUSR|2|1.0|2
268|2+1,3+броня|2+1,3+броня|2+1,3+броня|NUSR|476|34|19|NUSR|1|1.0|1
270|машина|машины|машины|NOUN|483|35|5|SPEC|6|1.0|6
272|по 1 и|по 1 и|по 1 и|NUSR|485|35|7|NUSR|1|1.0|1
273|фальшборт|фальшборт|фальшборт|NOUN|489|35|11||6|1.0|6
277|дкпд|дверь как поворачивается дома|дверь как поворачивается дома|ABVR|498|35|20|ABVR|1|1.0|1
280|ходовой|ходовой|ходовой|ADJF|503|36|2||16|1.0|16
281|танк|танка|танка|NOUN|504|36|3|SPEC|20|2.0|20
282|8,8 тонн|8,8 тонн|8,8 тонн|NUSR|505|36|4|NUSR|1|1.0|1
283|0,6 это|0,6 это|0,6 это|NUSR|508|36|7|NUSR|1|1.0|1
285|гусеница|гусеницы|гусеницы|NOUN|510|36|9|SPEC|5|2.0|5
286|тонна|тонна|тонна|NOUN|512|36|11||4|1.0|4
288|гусеница|гусеница|гусеница|NOUN|514|36|13|SPEC|5|2.0|5
289|нет|нет|нет|PRED|519|36|18||4|1.0|4
290|каток|катки|катки|NOUN|520|36|19||16|2.0|16
291|0,15*12|0,15*12|0,15*12|NUSR|522|36|21|NUSR|1|1.0|1
292|каток|каток|каток|NOUN|526|36|25||16|2.0|16
300|масса|массу|массу|NOUN|539|36|38||11|1.0|11
301|танк|танка|танка|NOUN|541|36|40|SPEC|20|2.0|20
302|полный|полную|полную|ADJF|542|36|41||9|1.0|9
303|20%|20%|20%|NUSR|543|36|42|NUSR|1|1.0|1
310|дно|дне|дне|NOUN|556|38|6||5|1.0|5
312|2|2|2|NUMB|564|39|2|NUMB|3|1.0|3
315|39,8 тонн|39,8 тонн|39,8 тонн|NUSR|567|41|2|NUSR|1|1.0|1
316|ходовой|ходовой|ходовой|ADJF|571|41|6||16|1.0|16
317|мто|мто|МТО|ABVR|572|41|7|SPEC|9|1.0|9
318|3|3|3|NUMB|573|41|8|NUMB|2|1.0|2
319|2т|2т|2т|NUSR|574|41|9|NUSR|2|1.0|2
320|топливо|топливо|топливо|NOUN|575|41|10|SPEC|1|1.0|1
321|1т|1т|1т|NUSR|576|41|11|NUSR|1|1.0|1
322|36|36|36|NUMB|578|41|13|NUMB|1|1.0|1
323|6т|6т|6т|NUSR|579|41|14|NUSR|1|1.0|1
326|броня|брони|брони|NOUN|585|41|20|SPEC|28|2.0|28
327|по 40мм|по 40мм|по 40мм|NUSR|586|41|21|NUSR|2|1.0|2
328|масса|массе|массе|NOUN|588|41|23||11|1.0|11
329|броня|брони|брони|NOUN|589|41|24|SPEC|28|2.0|28
330|11 тонн|11 тонн|11 тонн|NUSR|592|41|27|NUSR|3|1.0|3
331|ходовой|ходовая|ходовая|ADJF|594|42|2||16|1.0|16
332|2 тонн|2 тонн|2 тонн|NUSR|596|42|4|NUSR|1|1.0|1
333|колесо|колесо|колесо|NOUN|598|42|6||9|1.0|9
334|7 осей по 4 колеса|7 осей по 4 колеса|7 осей по 4 колеса|NUSR|600|42|8|NUSR|1|1.0|1
335|каждый|каждое|каждое|ADJF|602|42|10||4|1.0|4
336|габарит|габариты|габариты|NOUN|603|42|11||4|1.0|4
337|каток|катков|катков|NOUN|604|42|12||16|3.0|16
338|каток|катками|катками|NOUN|607|42|15||16|3.0|16
340|шина|шины|шины|NOUN|613|42|21||16|1.0|16
341|каток|катков|катков|NOUN|615|42|23||16|3.0|16
344|оу|общее устройство|Общее Устройство|NAME|622|43|6|NAME|1|1.0|1
345|то|техническое обслуживание|Техническое Обслуживание|NAME|624|43|8|NAME|2|1.0|2
346|бтр-80|бтр-80|БТР-80|DSNU|625|43|9|DSNU|1|1.0|1
349|0,2 метра|0,2 метра|0,2 метра|NUSR|629|43|13|NUSR|1|1.0|1
352|каждый|каждого|каждого|ADJF|637|43|21||4|1.0|4
353|колесо|колеса|колеса|NOUN|638|43|22||9|1.0|9
354|по 0,3 на 0,3 на 0,5|по 0,3 на 0,3 на 0,5|по 0,3 на 0,3 на 0,5|NUSR|639|43|23|NUSR|1|1.0|1
356|шина|шину|шину|NOUN|649|44|10||16|2.0|16
357|каток|каток|каток|NOUN|652|44|13||16|1.0|16
358|шина|шиной|шиной|NOUN|656|44|17||16|2.0|16
361|полметра|полметра|полметра|NOUN|665|45|9||4|1.0|4
362|корпус|корпусу|корпусу|NOUN|667|45|11||19|1.0|19
364|броня|брони|брони|NOUN|670|45|14|SPEC|28|1.0|28
365|3 раза|3 раза|3 раза|NUSR|676|45|20|NUSR|3|1.0|3
366|15%|15%|15%|NUSR|677|46|1|NUSR|4|1.0|4
368|часть|части|части|NOUN|680|46|4||6|1.0|6
374|угол|углом|углом|NOUN|689|48|8||4|1.0|4
376|нлд|нлд|НЛД|UPPR|691|48|10|UPPR|4|1.0|4
378|крыша|крыши|крыши|NOUN|695|48|14||11|1.0|11
379|борт|борта|борта|NOUN|697|48|16||10|1.0|10
384|1050 мм|1050 мм|1050 мм|NUSR|708|48|27|NUSR|1|1.0|1
385|1000|1000|1000|NUMB|713|48|32|NUMB|1|1.0|1
386|блог|блог|блог|NOUN|716|48|35||6|1.0|6
396|броня|брони|брони|NOUN|733|49|11|SPEC|28|1.0|28
397|3 раза|3 раза|3 раза|NUSR|735|49|13|NUSR|3|1.0|3
402|10%|10%|10%|NUSR|745|50|10|NUSR|2|1.0|2
403|броня|брони|брони|NOUN|746|50|11|SPEC|28|1.0|28
404|полный|полная|полная|ADJF|748|51|2||9|1.0|9
409|аппарат|аппарат|аппарат|NOUN|758|51|12|SPEC|2|1.0|2
410|гроб|гроб|гроб|NOUN|760|51|14||4|1.0|4
414|весь|весь|весь|NOUN|767|51|21||10|1.0|10
421|сабж|сабж|Сабж|NOUN|779|52|1||4|1.0|4
422|25 т|25 т|25 т|NUSR|781|52|3|NUSR|1|1.0|1
424|цена|цене|цене|NOUN|785|52|7||6|1.0|6
425|птрк|птрк|ПТРК|ABVR|787|52|9|SPEC|3|1.0|3
426|спайк|спайк|Спайк|TITL|788|52|10|TITL|1|1.0|1
427|джавелин|джавелин|Джавелин|TITL|790|52|12|TITL|1|1.0|1
429|ходовой|ходовая|ходовая|ADJF|793|53|3||16|1.0|16
432|корпус|корпус|корпус|NOUN|798|53|8||19|1.0|19
433|мто|мто|МТО|ABVR|800|53|10|SPEC|9|1.0|9
436|цена|цене|цене|NOUN|804|54|2||6|1.0|6
437|фура+работа+листовая|фура+работа+листовая|фура+работа+листовая|ABVR|805|54|3|ABVR|1|1.0|1
438|броня|броня|броня|NOUN|806|54|4|SPEC|28|1.0|28
439|рпг|рпг|РПГ|ABVR|809|55|3|SPEC|2|1.0|2
442|мтисп|можно туда и сирийскую повесить|можно туда и Сирийскую повесить|ABVR|813|55|7|ABVR|1|1.0|1
443|тонна|тонны|тонны|NOUN|816|56|3||4|1.0|4
445|масса|массы|массы|NOUN|818|56|5||11|2.0|11
448|крыши+дна|крыши+дна|крыши+дна|ABVR|823|56|10|ABVR|1|1.0|1
452|полный|полной|полной|ADJF|834|56|21||9|1.0|9
453|масса|массы|массы|NOUN|835|56|22||11|2.0|11
454|50|50|50|NUMB|836|56|23|NUMB|2|1.0|2
455|пб|просто бтр|просто БТР|WIQM|839|57|3|WIQM|1|1.0|1
457|шина|шинами|шинами|NOUN|842|57|6||16|1.0|16
463|весь|всех|всех|ADJF|853|57|17||10|2.0|10
465|мрап|мрап|МРАП|ABVR|856|57|20|SPEC|3|1.0|3
467|от 0,5 млн|от 0,5 млн|от 0,5 млн|NUSR|859|57|23|NUSR|1|1.0|1
469|жх|жгут хуситы|Жгут Хуситы|NAME|862|57|26|NAME|1|1.0|1
470|йемен|йемене|Йемене|NOUN|864|57|28|SPEC|1|1.0|1
474|саудии|саудии|Саудии|TITL|869|57|33|TITL|1|1.0|1
480|танкер|танкеры|танкеры|NOUN|878|57|42|SPEC|1|1.0|1
481|эсминец|эсминцы|эсминцы|NOUN|880|57|44|SPEC|1|1.0|1
482|весь|всех|всех|ADJF|885|57|49||10|2.0|10
486|лист|листа|листа|NOUN|892|58|6||4|1.0|4
488|леклерков|леклерков|Леклерков|TITL|898|58|12|TITL|1|1.0|1
489|с ф15|с ф15|с Ф15|NUSR|899|58|13|NUSR|1|1.0|1
492|тонна|тонна|Тонна|NOUN|903|60|1||4|1.0|4
493|квадрат|квадрат|квадрат|NOUN|905|60|3||6|2.0|6
494|свшп|свшп|СВШП|UPPR|907|60|5|UPPR|3|1.0|3
495|1150 кг|1150 кг|1150 кг|NUSR|908|60|6|NUSR|1|1.0|1
496|квадрат|квадрат|квадрат|NOUN|910|60|8||6|2.0|6
497|150мм|150мм|150мм|NUSR|912|60|10|NUSR|1|1.0|1
499|броня|брони|брони|NOUN|914|60|12|SPEC|28|1.0|28
507|весь|всех|всех|ADJF|936|61|18||10|1.0|10
509|птур|птур|ПТУР|ABVR|941|61|23|SPEC|2|1.0|2
513|лоб|лоб|лоб|NOUN|946|61|28||4|1.0|4
514|танк|танк|танк|NOUN|948|61|30|SPEC|20|1.0|20
515|10 млн|10 млн|10 млн|NUSR|950|61|32|NUSR|1|1.0|1
525|мы|мрап-ы|МРАП-ы|TITL|973|63|6|TITL|2|1.0|2
527|танк|танков|танков|NOUN|975|63|8|SPEC|20|1.0|20
528|бмп|бмп|БМП|ABVR|978|63|11|SPEC|2|1.0|2
529|бтр|бтр|БТР|ABVR|980|63|13|SPEC|4|1.0|4
531|т72|т72|Т72|ABVR|984|63|17|ABVR|1|1.0|1
534|овп|они возят пехоту|они возят пехоту|WIQM|989|64|2|WIQM|1|1.0|1
535|танк|танк|танк|NOUN|996|64|9|SPEC|20|1.0|20
536|25т|25т|25т|NUSR|998|64|11|NUSR|4|1.0|4
537|15 трупов|15 трупов|15 трупов|NUSR|1000|64|13|NUSR|2|1.0|2
538|блог|блоге|блоге|NOUN|1002|64|15||6|1.0|6
541|ходовой|ходовую|ходовую|ADJF|1006|64|19||16|1.0|16
542|камаз|камаза|КамАЗа|NOUN|1007|64|20|TITL|1|1.0|1
544|броня|броня|броня|NOUN|1012|64|25|SPEC|28|2.0|28
545|40 мм|40 мм|40 мм|NUSR|1013|64|26|NUSR|2|1.0|2
547|цена|цена|цена|NOUN|1016|64|29||6|1.0|6
549|ракета|ракет|ракет|NOUN|1020|64|33|SPEC|1|1.0|1
550|птрк|птрк|ПТРК|ABVR|1021|64|34|SPEC|3|1.0|3
551|защита|защита|защита|NOUN|1022|64|35||5|1.0|5
553|птур|птур|ПТУР|ABVR|1025|64|38|SPEC|2|1.0|2
556|мрап|мрап|МРАП|ABVR|1030|64|43|SPEC|3|1.0|3
557|броня|брони|брони|NOUN|1032|64|45|SPEC|28|2.0|28
559|12 а 40 мм|12 а 40 мм|12 а 40 мм|NUSR|1034|64|47|NUSR|1|1.0|1
561|гроб|гроб|гроб|NOUN|1037|65|3||4|2.0|4
562|50т|50т|50т|NUSR|1039|65|5|NUSR|2|1.0|2
564|гроб|гроб|гроб|NOUN|1045|65|11||4|2.0|4
566|10 трупов|10 трупов|10 трупов|NUSR|1049|65|15|NUSR|1|1.0|1
568|защита|защиту|защиту|NOUN|1053|65|19||5|1.0|5
570|танк|танка|танка|NOUN|1058|65|24|SPEC|20|3.0|20
571|дбттт|даже борт терпит тоу2 тандемный|даже борт терпит ТОУ2 тандемный|ABVR|1059|65|25|ABVR|1|1.0|1
572|цена|ценой|ценой|NOUN|1061|65|27||6|1.0|6
574|танк|танка|танка|NOUN|1065|65|31|SPEC|20|3.0|20
575|намного|намного|намного|ABVR|1066|65|32|ABVR|1|1.0|1
576|танк|танков|танков|NOUN|1069|65|35|SPEC|20|3.0|20
577|сабж|сабж|сабж|NOUN|1070|65|36||4|1.0|4
579|птрк|птрк|ПТРК|ABVR|1073|65|39|SPEC|3|1.0|3
582|23мм|23мм|23мм|NUSR|1077|65|43|NUSR|3|1.0|3
584|мрап|мрап|МРАП|ABVR|1080|65|46|SPEC|3|1.0|3
586|мы|мрап-ы|МРАП-ы|TITL|1086|66|6|TITL|2|1.0|2
588|зкэ|загугли кто это|загугли кто это|ABVR|1088|66|8|ABVR|1|1.0|1
591|15*0,165|15*0,165|15*0,165|NUSR|1091|68|1|NUSR|1|1.0|1
592|кнсвр|кресла нии стали+боец в ратнике|кресла НИИ Стали+боец в Ратнике|ABVR|1092|68|2|ABVR|1|1.0|1
593|2,475|2,475|2,475|NUSR|1093|68|3|NUSR|1|1.0|1
594|пушка|пушки|пушки|NOUN|1094|68|4|SPEC|7|1.0|7
595|2 отдельных|2 отдельных|2 отдельных|NUSR|1095|68|5|NUSR|1|1.0|1
596|23мм|23мм|23мм|NUSR|1096|68|6|NUSR|3|1.0|3
597|бк|бк|БК|ABVR|1098|68|8|SPEC|1|1.0|1
598|400 кг|400 кг|400 кг|NUSR|1099|68|9|NUSR|1|1.0|1
599|33,725т|33,725т|33,725т|NUSR|1100|69|1|NUSR|1|1.0|1
601|тонна|тонн|тонн|NOUN|1105|69|6||4|1.0|4
602|ходовой|ходовой|ходовой|ADJF|1107|69|8||16|1.0|16
604|нижний|нижний|Нижний|ADJF|1109|70|1||6|1.0|6
608|дз|дз|ДЗ|ABVR|1114|70|6|SPEC|11|1.0|11
614|куб|кубов|кубов|NOUN|1127|70|19|SPEC|3|1.0|3
618|2*0,5*7|2*0,5*7|2*0,5*7|NUSR|1132|71|1|NUSR|1|1.0|1
623|часть|части|части|NOUN|1144|71|13||6|1.0|6
625|ходовой|ходовая|ходовая|ADJF|1150|72|6||16|1.0|16
627|нижний|нижний|нижний|ADJF|1156|73|6||6|1.0|6
628|отсек|отсек|отсек|NOUN|1157|73|7||4|1.0|4
630|шина|шины|шины|NOUN|1160|73|10||16|1.0|16
632|корпус|корпус|корпус|NOUN|1164|73|14||19|1.0|19
635|с 3,38|с 3,38|с 3,38|NUSR|1167|73|17|NUSR|1|1.0|1
636|новотанки|новотанки|новотанки|ABVR|1168|73|18|ABVR|1|1.0|1
642|шина|шины|шины|NOUN|1185|74|13||16|1.0|16
645|дно|дно|дно|NOUN|1189|74|17||5|1.0|5
647|отсек|отсека|отсека|NOUN|1191|74|19||4|1.0|4
648|тм|тм|ТМ|ABVR|1194|75|3|ABVR|1|1.0|1
650|отсек|отсеки|отсеки|NOUN|1198|75|7||4|1.0|4
651|масса|масса|Масса|NOUN|1199|76|1||11|1.0|11
658|весь|вся|вся|ADJF|1208|77|8||10|1.0|10
662|7,86 это|7,86 это|7,86 это|NUSR|1216|78|3|NUSR|1|1.0|1
665|борт|борт|Борт|NOUN|1220|79|1||10|1.0|10
667|ходовая|ходовая|ходовая|ABVR|1222|79|3|ABVR|1|1.0|1
668|3,7*2*0,04=2,326|3,7*2*0,04=2,326|3,7*2*0,04=2,326|MATH|1223|79|4|MATH|1|1.0|1
669|борт|борт|Борт|NOUN|1225|80|1||10|1.0|10
671|6,01*2*0,04=3,78|6,01*2*0,04=3,78|6,01*2*0,04=3,78|MATH|1227|80|3|MATH|1|1.0|1
672|влд|влд|ВЛД|UPPR|1229|81|1|UPPR|4|1.0|4
673|1,955*2,08*0,04=1,278|1,955*2,08*0,04=1,278|1,955*2,08*0,04=1,278|MATH|1230|81|2|MATH|1|1.0|1
674|6г|60 градусов|60 градусов|ABVR|1231|81|3|ABVR|1|1.0|1
675|нлд|нлд|НЛД|UPPR|1232|82|1|UPPR|4|1.0|4
676|2,08*0,53*0,04=0,347|2,08*0,53*0,04=0,347|2,08*0,53*0,04=0,347|MATH|1233|82|2|MATH|1|1.0|1
678|2,08*1,55*0,04=1,013|2,08*1,55*0,04=1,013|2,08*1,55*0,04=1,013|MATH|1235|83|2|MATH|1|1.0|1
679|крыша|крыша|Крыша|NOUN|1236|84|1||11|1.0|11
680|5,3*2*0,027=2,25|5,3*2*0,027=2,25|5,3*2*0,027=2,25|MATH|1237|84|2|MATH|1|1.0|1
681|дно|дно|Дно|NOUN|1238|85|1||5|1.0|5
682|7,3*2*0,027=3,01|7,3*2*0,027=3,01|7,3*2*0,027=3,01|MATH|1239|85|2|MATH|1|1.0|1
684|33,725-14,004=19,721|33,725-14,004=19,721|33,725-14,004=19,721|MATH|1241|86|2|MATH|1|1.0|1
686|80 под|80 под|80 под|NUSR|1248|86|9|NUSR|1|1.0|1
687|угол|углом|углом|NOUN|1249|86|10||4|1.0|4
691|пушка|пушек|пушек|NOUN|1253|86|14|SPEC|7|1.0|7
692|бмп|бмп|БМП|ABVR|1254|86|15|SPEC|2|1.0|2
694|ма|мрап-ах|МРАП-ах|TITL|1259|86|20|TITL|1|1.0|1
696|12,7 стрелковкой|12,7 стрелковкой|12,7 стрелковкой|NUSR|1262|86|23|NUSR|1|1.0|1
697|крыша|крыша|Крыша|NOUN|1263|87|1||11|1.0|11
698|дно|дно|дно|NOUN|1265|87|3||5|1.0|5
699|по 54 вытерпит|по 54 вытерпит|по 54 вытерпит|NUSR|1266|87|4|NUSR|1|1.0|1
