|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
0|россия|россия|Россия|NOUN|2|1|2|SPEC|1.0|3|3
4|самолет|самолеты|самолеты|NOUN|6|1|6|SPEC|1.0|5|5
5|су-57|су-57|Су-57|DSNU|7|1|7|DSNU|1.0|3|3
8|сша|сша|США|NOUN|11|1|11|SPEC|1.0|2|2
14|истребитель|истребителей|истребителей|NOUN|19|1|19|SPEC|1.0|3|3
15|пятый|пятого|пятого|ADJF|20|1|20||1.0|4|4
16|поколение|поколения|поколения|NOUN|21|1|21||1.0|4|4
22|самолет|самолетов|самолетов|NOUN|28|2|7|SPEC|1.0|5|5
26|f-35|f-35|F-35|DSNU|33|2|12|DSNU|1.0|4|4
35|sohu|sohu|Sohu|TITL|48|3|8|TITL|1.0|1|1
40|иносми|иносми|ИноСМИ|WIQM|54|3|14|WIQM|1.0|1|1
46|самолет|самолетов|самолетов|NOUN|64|4|10|SPEC|1.0|5|5
47|пятый|пятого|пятого|ADJF|65|4|11||1.0|4|4
48|поколение|поколения|поколения|NOUN|66|4|12||1.0|4|4
50|f-22|f-22|F-22|DSNU|69|5|3|DSNU|1.0|1|1
51|f-35|f-35|F-35|DSNU|71|5|5|DSNU|1.0|4|4
53|j-20|j-20|J-20|DSNU|73|5|7|DSNU|1.0|1|1
54|j-31|j-31|J-31|DSNU|75|5|9|DSNU|1.0|1|1
56|су-57|су-57|Су-57|DSNU|79|5|13|DSNU|1.0|3|3
60|f-35|f-35|F-35|DSNU|87|6|8|DSNU|1.0|4|4
63|сша|сша|США|NOUN|92|6|13|SPEC|1.0|2|2
75|рособоронэкспорт|рособоронэкспорт|Рособоронэкспорт|CLIV|116|8|4|CLIV|1.0|1|1
77|макс-2019|макс-2019|МАКС-2019|DSNU|119|8|7|DSNU|1.0|1|1
79|су-57э|су-57э|Су-57Э|DSNU|122|8|10|DSNU|1.0|1|1
83|истребитель|истребителя|истребителя|NOUN|126|8|14|SPEC|1.0|3|3
84|пятый|пятого|пятого|ADJF|127|8|15||1.0|4|4
85|поколение|поколения|поколения|NOUN|128|8|16||1.0|4|4
90|машина|машины|машины|NOUN|134|9|6|SPEC|1.0|1|1
93|россия|россия|Россия|NOUN|138|9|10|SPEC|1.0|3|3
101|самолет|самолета|самолета|NOUN|148|10|4|SPEC|1.0|5|5
103|алжир|алжир|Алжир|NOUN|151|10|7|SPEC|1.0|1|1
104|вьетнам|вьетнам|Вьетнам|NOUN|152|10|8|SPEC|1.0|1|1
105|индия|индия|Индия|NOUN|153|10|9|SPEC|1.0|2|2
106|китай|китай|Китай|NOUN|154|10|10|SPEC|1.0|1|1
107|турция|турция|Турция|NOUN|156|10|12|SPEC|1.0|1|1
114|су-57|су-57|Су-57|DSNU|170|11|14|DSNU|1.0|3|3
116|f-35|f-35|F-35|DSNU|173|11|17|DSNU|1.0|4|4
124|индия|индия|Индия|NOUN|184|12|11|SPEC|1.0|2|2
128|россия|россией|Россией|NOUN|192|12|19|SPEC|1.0|3|3
130|самолет|самолета|самолета|NOUN|194|12|21|SPEC|1.0|5|5
131|пятый|пятого|пятого|ADJF|195|12|22||1.0|4|4
132|поколение|поколения|поколения|NOUN|196|12|23||1.0|4|4
136|истребитель|истребителя|истребителя|NOUN|200|13|4|SPEC|1.0|3|3
142|иванов|иванов|Иванов|ADJF|207|14|2|TITL|1.0|1|1
