|values
allwordscount|207.0
relwordscount|143.0
badwordscount|64.0
garbagewordscount|0.0
typeswords|['NOUN', 'VERB', 'INFN', 'ADJF', 'DSNU', 'PRCL', 'PRTF', 'ADJS', 'TITL', 'PRTS', 'WIQM', 'NUMR', 'CLIV', 'COMP']
sentscount|14.0
minwordssent|2.0
maxwordssent|23.0
meanwordssent|14.79
minrepeatword|1.0
maxrepeatword|5.0
meanrepeatword|1.77
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0.0
bad-%|30.92
