|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|россия|россия|Россия|NOUN|2|1|2|SPEC|3|1.0
1|начал|начнет|начнет|VERB|3|1|3||1|1.0
2|экспортировать|экспортировать|экспортировать|INFN|4|1|4||1|1.0
3|новейший|новейшие|новейшие|ADJF|5|1|5||1|1.0
4|самолет|самолеты|самолеты|NOUN|6|1|6|SPEC|5|1.0
5|су-57|су-57|Су-57|DSNU|7|1|7|DSNU|3|1.0
6|разрушил|разрушит|разрушит|VERB|9|1|9||1|1.0
7|монополия|монополию|монополию|NOUN|10|1|10||1|1.0
8|сша|сша|США|NOUN|11|1|11|SPEC|2|1.0
9|международный|международном|международном|ADJF|13|1|13||2|1.0
10|рынок|рынке|рынке|NOUN|14|1|14||2|1.0
11|вооружение|вооружений|вооружений|NOUN|15|1|15||2|1.0
12|сфера|сфере|сфере|NOUN|17|1|17||1|1.0
13|поставка|поставок|поставок|NOUN|18|1|18||2|1.0
14|истребитель|истребителей|истребителей|NOUN|19|1|19|SPEC|3|1.0
15|пятый|пятого|пятого|ADJF|20|1|20||4|1.0
16|поколение|поколения|поколения|NOUN|21|1|21||4|1.0
17|другой|другим|другим|ADJF|23|2|2||2|1.0
18|страна|странам|странам|NOUN|24|2|3||2|1.0
19|не|не|не|PRCL|25|2|4||1|1.0
20|имеющий|имеющим|имеющим|PRTF|26|2|5||1|1.0
21|собственный|собственных|собственных|ADJF|27|2|6||1|1.0
22|самолет|самолетов|самолетов|NOUN|28|2|7|SPEC|5|1.0
23|данный|данного|данного|ADJF|29|2|8||2|1.0
24|класс|класса|класса|NOUN|30|2|9||1|1.0
25|доступен|доступны|доступны|ADJS|31|2|10||1|1.0
26|f-35|f-35|F-35|DSNU|33|2|12|DSNU|4|1.0
27|появился|появится|появится|VERB|38|2|17||1|1.0
28|серьезный|серьезный|серьезный|ADJF|39|2|18||1|1.0
29|конкурент|конкурент|конкурент|NOUN|40|2|19||1|1.0
30|мнение|мнение|мнение|NOUN|42|3|2||2|1.0
31|высказываюсь|высказывается|высказывается|VERB|43|3|3||1|1.0
32|материал|материале|материале|NOUN|45|3|5||1|1.0
33|китайский|китайского|китайского|ADJF|46|3|6||3|1.0
34|издание|издания|издания|NOUN|47|3|7||2|1.0
35|sohu|sohu|Sohu|TITL|48|3|8|TITL|1|1.0
36|перевод|перевод|перевод|NOUN|49|3|9||1|1.0
37|статья|статьи|статьи|NOUN|50|3|10||1|1.0
38|представлен|представлен|представлен|PRTS|51|3|11||2|1.0
39|портал|портале|портале|NOUN|53|3|13||1|1.0
40|иносми|иносми|ИноСМИ|WIQM|54|3|14|WIQM|1|1.0
41|данный|данный|данный|ADJF|56|4|2||2|1.0
42|момент|момент|момент|NOUN|57|4|3||1|1.0
43|мир|мире|мире|NOUN|59|4|5||1|1.0
44|несколько|несколько|несколько|NUMR|62|4|8||1|1.0
45|модель|моделей|моделей|NOUN|63|4|9||1|1.0
46|самолет|самолетов|самолетов|NOUN|64|4|10|SPEC|5|1.0
47|пятый|пятого|пятого|ADJF|65|4|11||4|1.0
48|поколение|поколения|поколения|NOUN|66|4|12||4|1.0
49|американский|американские|американские|ADJF|68|5|2||1|1.0
50|f-22|f-22|F-22|DSNU|69|5|3|DSNU|1|1.0
51|f-35|f-35|F-35|DSNU|71|5|5|DSNU|4|1.0
52|китайский|китайские|китайские|ADJF|72|5|6||3|1.0
53|j-20|j-20|J-20|DSNU|73|5|7|DSNU|1|1.0
54|j-31|j-31|J-31|DSNU|75|5|9|DSNU|1|1.0
55|российский|российский|российский|ADJF|78|5|12||1|1.0
56|су-57|су-57|Су-57|DSNU|79|5|13|DSNU|3|1.0
57|другой|другие|другие|ADJF|83|6|4||2|1.0
58|страна|страны|страны|NOUN|84|6|5||2|1.0
59|поставляюсь|поставляются|поставляются|VERB|85|6|6||1|1.0
60|f-35|f-35|F-35|DSNU|87|6|8|DSNU|4|1.0
61|понятный|понятным|понятным|ADJF|90|6|11||1|1.0
62|причина|причинам|причинам|NOUN|91|6|12||1|1.0
63|сша|сша|США|NOUN|92|6|13|SPEC|2|1.0
64|готов|готовы|готовы|ADJS|93|6|14||2|1.0
65|продавать|продавать|продавать|INFN|94|6|15||1|1.0
66|свой|своим|своим|ADJF|97|6|18||1|1.0
67|союзник|союзникам|союзникам|NOUN|98|6|19||1|1.0
68|делать|делать|делать|INFN|102|7|4||1|1.0
69|остальной|остальным|остальным|ADJF|103|7|5||1|1.0
70|случай|случае|случае|NOUN|106|7|8||1|1.0
71|потенциальный|потенциального|потенциального|ADJF|107|7|9||2|1.0
72|конфликт|конфликта|конфликта|NOUN|108|7|10||1|1.0
73|американец|американцами|американцами|NOUN|112|7|14||1|1.0
74|сообщил|сообщил|сообщил|VERB|114|8|2||1|1.0
75|рособоронэкспорт|рособоронэкспорт|Рособоронэкспорт|CLIV|116|8|4|CLIV|1|1.0
76|авиасалон|авиасалоне|авиасалоне|NOUN|118|8|6||1|1.0
77|макс-2019|макс-2019|МАКС-2019|DSNU|119|8|7|DSNU|1|1.0
78|представлен|представлен|представлен|PRTS|121|8|9||2|1.0
79|су-57э|су-57э|Су-57Э|DSNU|122|8|10|DSNU|1|1.0
80|экспортный|экспортный|экспортный|ADJF|123|8|11||1|1.0
81|вариант|вариант|вариант|NOUN|124|8|12||1|1.0
82|многоцелевой|многоцелевого|многоцелевого|ADJF|125|8|13||1|1.0
83|истребитель|истребителя|истребителя|NOUN|126|8|14|SPEC|3|1.0
