|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|эксперт|эксперт|Эксперт|NOUN|1|1|1||3|1.0
1|утверждаю|утверждает|утверждает|VERB|2|1|2||2|1.0
2|вашингтон|вашингтон|Вашингтон|NOUN|4|1|4|TITL|2|1.0
3|проиграть|проиграть|проиграть|INFN|6|1|6||2|1.0
4|война|войну|войну|NOUN|7|1|7||2|1.0
5|россия|россией|Россией|NOUN|9|1|9|SPEC|7|1.0
6|конец|конце|конце|NOUN|11|2|2||1|1.0
7|мая|мая|мая|NOUN|12|2|3||1|1.0
8|год|года|года|NOUN|14|2|5||2|1.0
9|специалист|специалисты|специалисты|NOUN|15|2|6||2|1.0
10|центр|центра|Центра|NOUN|16|2|7|TITL|1|1.0
11|стратегический|стратегических|стратегических|ADJF|17|2|8||2|1.0
12|бюджетный|бюджетных|бюджетных|ADJF|19|2|10||1|1.0
13|оценка|оценок|оценок|NOUN|20|2|11||1|1.0
14|c|center for strategic and budgetary assessments|Center for Strategic and Budgetary Assessments|NAME|21|2|12|NAME|1|1.0
15|csbs|csbs|CSBS|UPPR|22|2|13|UPPR|1|1.0
16|цсбо|цсбо|ЦСБО|UPPR|23|2|14|UPPR|2|1.0
17|базирующийся|базирующегося|базирующегося|PRTF|24|2|15||1|1.0
18|вашингтон|вашингтоне|Вашингтоне|NOUN|26|2|17|TITL|2|1.0
19|являющийся|являющегося|являющегося|PRTF|28|2|19||1|1.0
20|крупный|крупной|крупной|ADJF|30|2|21||1|1.0
21|независимый|независимой|независимой|ADJF|31|2|22||1|1.0
22|организация|организацией|организацией|NOUN|32|2|23||1|1.0
23|работающий|работающей|работающей|PRTF|33|2|24||1|1.0
24|заказ|заказам|заказам|NOUN|35|2|26||1|1.0
25|пентагон|пентагона|Пентагона|NOUN|36|2|27|TITL|2|1.0
26|военно-промышленный|военно-промышленного|военно-промышленного|ADJF|37|2|28||1|1.0
27|комплекс|комплекса|комплекса|NOUN|38|2|29|SPEC|1|1.0
28|впк|впк|ВПК|ABVR|39|2|30|ABVR|1|1.0
29|сша|сша|США|NOUN|40|2|31|SPEC|5|2.0
30|проводящий|проводящей|проводящей|PRTF|43|2|34||1|1.0
31|исследование|исследования|исследования|NOUN|44|2|35||1|1.0
32|интерес|интересах|интересах|NOUN|46|2|37||1|1.0
33|союзник|союзников|союзников|NOUN|47|2|38||2|1.0
34|партнер|партнеров|партнеров|NOUN|49|2|40||1|1.0
35|америка|америки|Америки|NOUN|50|2|41|SPEC|5|1.0
36|опубликовал|опубликовали|опубликовали|VERB|51|2|42||1|1.0
37|доклад|доклад|доклад|NOUN|52|2|43||2|1.0
38|название|названием|названием|NOUN|54|2|45||1|1.0
39|планировка|планировка|Планировка|NOUN|55|2|46|TITL|1|1.0
40|игровой|игрового|игрового|ADJF|56|2|47||2|1.0
41|поля|поля|поля|NOUN|57|2|48||1|1.0
42|восстановление|восстановление|восстановление|NOUN|58|2|49||1|1.0
43|ракета|ракет|ракет|NOUN|59|2|50|SPEC|16|1.0
44|сша|сша|США|NOUN|60|2|51|SPEC|5|2.0
45|твд|твд|ТВД|ABVR|62|2|53|SPEC|2|1.0
46|закрытие|закрытия|закрытия|NOUN|64|2|55||1|1.0
47|дрсмд|дрсмд|ДРСМД|UPPR|65|2|56|UPPR|3|1.0
48|составитель|составители|Составители|NOUN|66|3|1||1|1.0
49|доклад|доклада|доклада|NOUN|67|3|2||2|1.0
