|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
92|цсбо|цсбо|ЦСБО|UPPR|134|5|3|UPPR|2|1.0|2
94|30 лет|30 лет|30 лет|NUSR|139|5|8|NUSR|1|1.0|1
96|договор|договора|Договора|NOUN|141|5|10|TITL|5|1.0|5
97|рсмд|рсмд|РСМД|ABVR|143|5|12|SPEC|1|1.0|1
104|россия|россия|Россия|NOUN|155|5|24|SPEC|7|1.0|7
106|сш|соединенные штаты|Соединенные Штаты|NAME|159|6|2|NAME|5|1.0|5
109|договор|договора|договора|NOUN|162|6|5||5|2.0|5
110|россия|россия|Россия|NOUN|163|6|6|SPEC|7|1.0|7
113|100 запрещенных|100 запрещенных|100 запрещенных|NUSR|168|6|11|NUSR|1|1.0|1
114|ракета|ракет|ракет|NOUN|169|6|12|SPEC|16|1.0|16
115|средний|средней|средней|ADJF|170|6|13||4|1.0|4
116|дальность|дальности|дальности|NOUN|171|6|14||5|1.0|5
117|китай|китай|Китай|NOUN|173|6|16|SPEC|6|1.0|6
120|договор|договором|договором|NOUN|180|6|23||5|2.0|5
125|сш|соединенных штатов|Соединенных Штатов|NAME|191|7|7|NAME|5|1.0|5
126|ракета|ракет|ракет|NOUN|193|7|9|SPEC|16|1.0|16
132|сша|сша|США|NOUN|201|8|7|SPEC|5|1.0|5
138|ракета|ракеты|ракеты|NOUN|209|8|15|SPEC|16|1.0|16
139|средний|средней|средней|ADJF|210|8|16||4|1.0|4
140|дальность|дальности|дальности|NOUN|211|8|17||5|1.0|5
141|наземный|наземного|наземного|ADJF|212|8|18||4|1.0|4
142|базирование|базирования|базирования|NOUN|213|8|19||4|1.0|4
145|пентагон|пентагон|Пентагон|NOUN|216|8|22|TITL|2|1.0|2
148|американский|американские|американские|ADJF|221|9|5||5|1.0|5
155|москва|москву|Москву|NOUN|230|9|14|TITL|1|1.0|1
161|белый|белого|Белого|ADJF|239|9|23|TITL|1|1.0|1
163|нато|нато|НАТО|ABVR|243|9|27|SPEC|1|1.0|1
168|ракета|ракет|ракет|NOUN|250|9|34|SPEC|16|1.0|16
171|100 единиц|100 единиц|100 единиц|NUSR|254|9|38|NUSR|1|1.0|1
172|китай|китай|Китай|NOUN|260|10|6|SPEC|6|1.0|6
175|договор|договора|договора|NOUN|267|10|13||5|1.0|5
180|1990-х|1990-х|1990-х|NUSR|276|10|22|NUSR|1|1.0|1
188|американский|американским|американским|ADJF|286|10|32||5|1.0|5
190|китай|китая|Китая|NOUN|289|11|2|SPEC|6|1.0|6
192|ракета|ракет|ракет|NOUN|293|11|6|SPEC|16|1.0|16
196|боеголовка|боеголовками|боеголовками|NOUN|298|11|11||5|1.0|5
199|ракета|ракеты|ракеты|NOUN|303|12|5|SPEC|16|1.0|16
202|корабль|корабли|корабли|NOUN|306|12|8|SPEC|2|1.0|2
209|американский|американских|американских|ADJF|318|12|20||5|2.0|5
211|азия|азии|Азии|NOUN|321|12|23|TITL|1|1.0|1
213|американский|американской|американской|ADJF|329|12|31||5|2.0|5
215|аляска|аляске|Аляске|NOUN|332|12|34|TITL|1|1.0|1
216|гуам|гуаме|Гуаме|NOUN|334|12|36|TITL|1|1.0|1
218|марианский|марианских|Марианских|ADJF|338|12|40|TITL|1|1.0|1
221|тимоти|тимоти|Тимоти|NOUN|341|12|43|TITL|1|1.0|1
229|американский|американских|американских|ADJF|352|13|11||5|1.0|5
232|россия|россии|России|NOUN|356|13|15|SPEC|7|1.0|7
233|китай|китая|Китая|NOUN|358|13|17|SPEC|6|1.0|6
241|сша|сша|США|NOUN|369|13|28|SPEC|5|1.0|5
242|нв|настоящей войне|настоящей войне|WIQM|371|13|30|WIQM|1|1.0|1
245|вс|вс|ВС|ABVR|381|14|10|SPEC|3|1.0|3
246|америка|америки|Америки|NOUN|382|14|11|SPEC|5|1.0|5
248|ракета|ракет|ракет|NOUN|384|14|13|SPEC|16|1.0|16
249|наземный|наземного|наземного|ADJF|385|14|14||4|1.0|4
250|базирование|базирования|базирования|NOUN|386|14|15||4|1.0|4
252|боеголовка|боеголовками|боеголовками|NOUN|389|14|18||5|1.0|5
254|дальность|дальностью|дальностью|NOUN|392|14|21||5|1.0|5
255|сш|соединенным штатам|Соединенным Штатам|NAME|394|15|2|NAME|5|1.0|5
259|ракета|ракетами|ракетами|NOUN|398|15|6|SPEC|16|1.0|16
260|средний|средней|средней|ADJF|399|15|7||4|1.0|4
261|дальность|дальности|дальности|NOUN|400|15|8||5|1.0|5
262|наземный|наземного|наземного|ADJF|401|15|9||4|1.0|4
263|базирование|базирования|базирования|NOUN|402|15|10||4|1.0|4
265|боеголовка|боеголовками|боеголовками|NOUN|405|15|13||5|1.0|5
266|ракета|ракеты|ракеты|NOUN|407|16|2|SPEC|16|1.0|16
272|вс|вс|ВС|ABVR|414|16|9|SPEC|3|1.0|3
273|сш|соединенных штатов|Соединенных Штатов|NAME|415|16|10|NAME|5|1.0|5
278|уолтон|уолтон|Уолтон|TITL|422|16|17|TITL|2|1.0|2
287|вс|вс сша|ВС США|UPPR|432|17|10|UPPR|3|1.0|3
291|россия|россии|России|NOUN|437|17|15|SPEC|7|1.0|7
292|китай|китая|Китая|NOUN|438|17|16|SPEC|6|1.0|6
295|америка|америки|Америки|NOUN|442|17|20|SPEC|5|1.0|5
301|ракета|ракет|ракет|NOUN|455|18|10|SPEC|16|1.0|16
303|боеголовка|боеголовками|боеголовками|NOUN|458|18|13||5|1.0|5
314|дрсмд|дрсмд|ДРСМД|UPPR|479|18|34|UPPR|3|1.0|3
317|сш|соединенным штатам|Соединенным Штатам|NAME|485|19|6|NAME|5|1.0|5
321|китай|китаем|Китаем|NOUN|490|19|11|SPEC|6|1.0|6
322|россия|россией|Россией|NOUN|491|19|12|SPEC|7|1.0|7
326|договор|договора|договора|NOUN|497|19|18||5|1.0|5
328|ракета|ракеты|ракеты|NOUN|499|19|20|SPEC|16|1.0|16
329|средний|средней|средней|ADJF|500|19|21||4|1.0|4
330|дальность|дальности|дальности|NOUN|501|19|22||5|1.0|5
331|наземный|наземного|наземного|ADJF|502|19|23||4|1.0|4
332|базирование|базирования|базирования|NOUN|503|19|24||4|1.0|4
335|боеголовка|боеголовками|боеголовками|NOUN|506|19|27||5|1.0|5
337|уолтон|уолтон|Уолтон|TITL|508|19|29|TITL|2|1.0|2
342|фрнр|финансирование разработок новых ракет|финансирование разработок новых ракет|WIQM|516|20|8|WIQM|1|1.0|1
347|ракета|ракета|ракета|NOUN|526|20|18|SPEC|16|3.0|16
348|tomahawk|tomahawk|Tomahawk|TITL|527|20|19|TITL|1|1.0|1
352|корабль|кораблей|кораблей|NOUN|533|20|25|SPEC|2|1.0|2
354|лодка|лодок|лодок|NOUN|536|20|28|SPEC|1|1.0|1
356|ракета|ракета|ракета|NOUN|541|20|33|SPEC|16|3.0|16
357|pershing|pershing|Pershing|TITL|542|20|34|TITL|1|1.0|1
358|ii|ii|II|ROMN|543|20|35|ROMN|1|1.0|1
359|зд|запрещенная дрсмд|запрещенная ДРСМД|ABVR|544|20|36|ABVR|1|1.0|1
364|ракета|ракет|ракет|NOUN|551|20|43|SPEC|16|3.0|16
369|мо|мо|МО|ABVR|557|20|49|SPEC|1|1.0|1
379|сша|сша|США|NOUN|571|21|1|SPEC|5|1.0|5
381|дрсмд|дрсмд|ДРСМД|UPPR|574|21|4|UPPR|3|1.0|3
399|иванов|иванов|Иванов|ADJF|597|22|2|TITL|1|1.0|1
401|нво|независимого военного обозрения|Независимого военного обозрения|WIQM|599|23|2|WIQM|1|1.0|1
