|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
2|вашингтон|вашингтон|Вашингтон|NOUN|4|1|4|TITL|2|1.0|2
5|россия|россией|Россией|NOUN|9|1|9|SPEC|7|1.0|7
10|центр|центра|Центра|NOUN|16|2|7|TITL|1|1.0|1
14|c|center for strategic and budgetary assessments|Center for Strategic and Budgetary Assessments|NAME|21|2|12|NAME|1|1.0|1
15|csbs|csbs|CSBS|UPPR|22|2|13|UPPR|1|1.0|1
16|цсбо|цсбо|ЦСБО|UPPR|23|2|14|UPPR|2|1.0|2
18|вашингтон|вашингтоне|Вашингтоне|NOUN|26|2|17|TITL|2|1.0|2
25|пентагон|пентагона|Пентагона|NOUN|36|2|27|TITL|2|1.0|2
27|комплекс|комплекса|комплекса|NOUN|38|2|29|SPEC|1|1.0|1
28|впк|впк|ВПК|ABVR|39|2|30|ABVR|1|1.0|1
29|сша|сша|США|NOUN|40|2|31|SPEC|5|2.0|5
35|америка|америки|Америки|NOUN|50|2|41|SPEC|5|1.0|5
39|планировка|планировка|Планировка|NOUN|55|2|46|TITL|1|1.0|1
43|ракета|ракет|ракет|NOUN|59|2|50|SPEC|16|1.0|16
44|сша|сша|США|NOUN|60|2|51|SPEC|5|2.0|5
45|твд|твд|ТВД|ABVR|62|2|53|SPEC|2|1.0|2
47|дрсмд|дрсмд|ДРСМД|UPPR|65|2|56|UPPR|3|1.0|3
62|ракета|ракет|ракет|NOUN|89|3|24|SPEC|16|1.0|16
68|твд|твд|ТВД|ABVR|97|3|32|SPEC|2|1.0|2
72|америка|америки|Америки|NOUN|107|3|42|SPEC|5|1.0|5
73|5 июля|5 июля|5 июля|NUSR|109|4|2|NUSR|1|1.0|1
75|tnyt|the new york times|The New York Times|NAME|111|4|4|NAME|1|1.0|1
82|ту|тимоти уолтона|Тимоти Уолтона|NAME|121|4|14|NAME|1|1.0|1
83|t|timothy a. w|Timothy A. W|ABVR|122|4|15|ABVR|1|1.0|1
85|америка|америка|Америка|NOUN|125|4|18|SPEC|5|1.0|5
89|россия|россии|России|NOUN|131|4|24|SPEC|7|1.0|7
