|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
145|класс|класса|класса|NOUN|207|10|28||1.0|4|4
146|вн|владимир нестеров|Владимир Нестеров|NAME|208|10|29|NAME|1.0|1|1
149|нии|нии|НИИ|ABVR|212|11|4|SPEC|1.0|17|17
151|тасс|тасс|ТАСС|NOUN|214|11|6|UPPR|1.0|2|2
157|образец|образцы|образцы|NOUN|222|11|14|SPEC|1.0|4|4
159|техника|техники|техники|NOUN|224|11|16|SPEC|1.0|4|4
161|испытательный|испытательный|испытательный|ADJF|229|11|21||1.0|5|5
164|испытание|испытаний|испытаний|NOUN|233|11|25||1.0|16|16
166|парашют|парашюты|парашюты|NOUN|237|12|4|SPEC|1.0|23|23
167|десантный|десантные|десантные|ADJF|239|12|6||1.0|4|4
169|число|числе|числе|NOUN|244|12|11||1.0|5|5
170|парашютный|парашютные|парашютные|ADJF|246|12|13||1.0|14|14
171|система|системы|системы|NOUN|247|12|14||1.0|49|49
173|аппарат|аппаратов|аппаратов|NOUN|250|12|17|SPEC|1.0|3|3
175|корабль|кораблей|кораблей|NOUN|252|12|19|SPEC|1.0|1|1
177|изделие|изделия|изделия|NOUN|257|13|5||1.0|4|4
181|институт|института|института|NOUN|261|14|2||1.0|5|5
184|один|одну|одну|ADJF|266|14|7||1.0|6|6
186|система|систему|систему|NOUN|268|14|9||2.0|49|49
187|самолет|самолета|самолета|NOUN|270|14|11|SPEC|1.0|5|5
192|изделие|изделия|изделия|NOUN|278|14|19||1.0|4|4
196|система|системы|системы|NOUN|285|14|26||2.0|49|49
204|система|системах|системах|NOUN|298|16|4||2.0|49|49
206|десантирование|десантирования|десантирования|NOUN|300|16|6||1.0|11|11
208|вд|воздушно-десантных|Воздушно-десантных|TITL|304|16|10|TITL|1.0|2|2
209|войско|войсках|войсках|NOUN|305|16|11||1.0|7|7
212|конструктор|конструктора|конструктора|NOUN|310|16|16||1.0|10|10
213|нии|нии|НИИ|ABVR|311|16|17|SPEC|1.0|17|17
214|вк|владимира качалова|Владимира Качалова|NAME|312|16|18|NAME|1.0|1|1
215|парашютный|парашютные|парашютные|ADJF|314|16|20||1.0|14|14
216|система|системы|системы|NOUN|315|16|21||2.0|49|49
227|парашютный|парашютные|парашютные|ADJF|335|17|7||1.0|14|14
228|система|системы|системы|NOUN|336|17|8||1.0|49|49
244|ткань|ткани|ткани|NOUN|362|19|6||1.0|5|5
253|качалов|качалов|Качалов|NOUN|376|19|20|TITL|1.0|11|11
255|нии|нии|НИИ|ABVR|379|20|3|SPEC|1.0|17|17
256|работа|работа|работа|NOUN|380|20|4||1.0|10|10
258|материал|материалов|материалов|NOUN|384|20|8||2.0|8|8
264|материал|материалов|материалов|NOUN|394|20|18||2.0|8|8
266|новый|новых|новых|ADJF|396|20|20||1.0|6|6
274|основный|основные|основные|ADJF|407|20|31||1.0|5|5
279|изделие|изделий|изделий|NOUN|412|20|36||1.0|4|4
282|масса|массы|массы|NOUN|415|21|3||1.0|11|11
283|материал|материала|материала|NOUN|416|21|4||1.0|8|8
285|первый|первых|первых|ADJF|420|22|4||1.0|4|4
287|материал|материалах|материалах|NOUN|422|22|6||1.0|8|8
290|ткань|ткани|ткани|NOUN|426|22|10||1.0|5|5
292|до 60-80 г|до 60-80 г|до 60-80 г|NUSR|428|22|12|NUSR|1.0|1|1
295|образец|образцы|образцы|NOUN|434|22|18|SPEC|1.0|4|4
298|32-34 г|32-34 г|32-34 г|NUSR|437|22|21|NUSR|1.0|1|1
302|масса|массы|массы|NOUN|444|23|5||1.0|11|11
303|купол|купола|купола|NOUN|445|23|6||1.0|14|14
306|15 кг|15 кг|15 кг|NUSR|451|24|6|NUSR|1.0|1|1
307|парашют|парашют|парашют|NOUN|456|25|5|SPEC|1.0|23|23
309|масса|массу|массу|NOUN|459|25|8||2.0|11|11
310|десантник|десантника|десантника|NOUN|460|25|9||1.0|9|9
311|120 кг|120 кг|120 кг|NUSR|461|25|10|NUSR|1.0|1|1
313|купол|купол|купол|NOUN|464|25|13||1.0|14|14
315|масса|массу|массу|NOUN|468|25|17||2.0|11|11
316|160 кг|160 кг|160 кг|NUSR|469|25|18|NUSR|1.0|1|1
319|120 применений|120 применений|120 применений|NUSR|474|25|23|NUSR|1.0|1|1
321|качалов|качалов|Качалов|NOUN|476|25|25|TITL|1.0|11|11
323|человек|люди|люди|NOUN|479|25|28||1.0|4|4
327|объем|объем|объем|NOUN|483|25|32||1.0|9|9
328|вооружение|вооружений|вооружений|NOUN|484|25|33||1.0|5|5
330|концепция|концепция|концепция|NOUN|487|26|3||1.0|5|5
331|десантирование|десантирования|десантирования|NOUN|488|26|4||1.0|11|11
333|десантирование|десантирование|десантирование|NOUN|491|27|3||1.0|11|11
334|человек|людей|людей|NOUN|492|27|4||1.0|4|4
335|вооружение|вооружений|вооружений|NOUN|494|27|6||1.0|5|5
336|бронежилет|бронежилетов|бронежилетов|NOUN|496|27|8|SPEC|1.0|9|9
340|вооружение|вооружений|вооружений|NOUN|502|28|6||1.0|5|5
343|экипировка|экипировки|экипировки|NOUN|506|28|10|SPEC|1.0|2|2
344|ратник|ратник|Ратник|NOUN|507|28|11|CLIV|1.0|2|2
345|бронежилет|бронежилет|бронежилет|NOUN|509|28|13|SPEC|1.0|9|9
347|порядок|порядка|порядка|NOUN|511|28|15||1.0|7|7
348|18 кг|18 кг|18 кг|NUSR|512|28|16|NUSR|1.0|1|1
351|класс|классы|классы|NOUN|516|28|20||1.0|4|4
355|масса|масса|масса|NOUN|522|28|26||1.0|11|11
357|масса|масса|масса|NOUN|526|29|3||1.0|11|11
358|купол|купола|купола|NOUN|527|29|4||1.0|14|14
360|владимир|владимир|Владимир|NOUN|529|30|1||1.0|7|7
361|качалов|качалов|Качалов|NOUN|530|30|2|TITL|1.0|11|11
362|главный|главный|главный|ADJF|531|30|3||1.0|7|7
363|конструктор|конструктор|конструктор|NOUN|532|30|4||1.0|10|10
364|нии|нии|НИИ|ABVR|533|30|5|SPEC|1.0|17|17
365|парашютостроение|парашютостроения|парашютостроения|NOUN|534|30|6||1.0|7|7
369|масса|массу|массу|NOUN|539|31|5||1.0|11|11
374|ткань|ткани|ткани|NOUN|550|31|16||1.0|5|5
377|объем|объем|объем|NOUN|556|31|22||1.0|9|9
382|купол|купола|купола|NOUN|562|32|6||1.0|14|14
383|система|системы|системы|NOUN|564|32|8||2.0|49|49
385|материал|материалов|материалов|NOUN|567|32|11||2.0|8|8
387|специалист|специалист|специалист|NOUN|569|32|13||1.0|5|5
388|новый|новая|Новая|ADJF|570|32|14|TITL|1.0|6|6
389|система|система|система|NOUN|571|32|15||2.0|49|49
390|д-14|д-14|Д-14|DSNU|572|32|16|DSNU|1.0|2|2
393|материал|материалов|материалов|NOUN|577|32|21||2.0|8|8
395|работа|работы|работы|NOUN|584|33|7||1.0|10|10
398|материал|материалов|материалов|NOUN|588|33|11||1.0|8|8
401|качалов|качалов|Качалов|NOUN|593|34|1||1.0|11|11
404|ткань|ткани|ткани|NOUN|599|34|7||1.0|5|5
405|один|одна|одна|ADJF|601|34|9||1.0|6|6
406|главный|главных|главных|ADJF|603|34|11||1.0|7|7
414|ткань|ткани|ткани|NOUN|618|35|13||1.0|5|5
418|купол|купол|купол|NOUN|628|36|6||1.0|14|14
420|воздух|воздух|воздух|NOUN|630|36|8||1.0|6|6
424|масса|массу|массу|NOUN|639|36|17||1.0|11|11
426|объем|объем|объем|NOUN|646|37|7||1.0|9|9
427|масса|массу|массу|NOUN|649|37|10||1.0|11|11
428|купол|купола|купола|NOUN|650|37|11||1.0|14|14
430|конструктор|конструктор|конструктор|NOUN|652|37|13||1.0|10|10
432|купол|купол|купол|NOUN|655|38|3||1.0|14|14
434|дополнительный|дополнительные|дополнительные|ADJF|657|38|5||1.0|4|4
440|купол|купола|купола|NOUN|666|39|2||1.0|14|14
443|создание|создание|Создание|NOUN|669|40|1||1.0|4|4
445|техника|техники|техники|NOUN|671|40|3|SPEC|1.0|4|4
449|этап|этап|этап|NOUN|676|40|8||2.0|5|5
452|этап|этап|этап|NOUN|680|40|12||2.0|5|5
459|испытание|испытаний|испытаний|NOUN|691|40|23||1.0|16|16
461|испытательный|испытательного|испытательного|ADJF|694|40|26||1.0|5|5
462|комплекс|комплекса|комплекса|NOUN|695|40|27|SPEC|1.0|1|1
464|киржач|киржач|Киржач|NOUN|697|40|29|TITL|1.0|1|1
467|испытание|испытаний|испытаний|NOUN|701|41|4||1.0|16|16
469|порядок|порядка|порядка|NOUN|703|41|6||1.0|7|7
470|25 параметров|25 параметров|25 параметров|NUSR|704|41|7|NUSR|1.0|1|1
473|20 параметров|20 параметров|20 параметров|NUSR|710|41|13|NUSR|1.0|1|1
474|объем|объему|объему|NOUN|712|42|2||1.0|9|9
476|испытание|испытаний|испытаний|NOUN|714|42|4||1.0|16|16
477|порядок|порядка|порядка|NOUN|716|42|6||1.0|7|7
478|115 летных|115 летных|115 летных|NUSR|717|42|7|NUSR|1.0|1|1
480|п2|порядка 25|порядка 25|ABVR|721|43|3|ABVR|1.0|1|1
485|испытание|испытаниям|испытаниям|NOUN|730|43|12||1.0|16|16
488|владимир|владимир|Владимир|NOUN|733|44|1||1.0|7|7
489|нестеров|нестеров|Нестеров|NOUN|734|44|2|TITL|1.0|6|6
491|1-го|1-го|1-го|NUSR|736|44|4|NUSR|1.0|3|3
492|класс|класса|класса|NOUN|737|44|5||1.0|4|4
494|нии|нии|НИИ|ABVR|741|45|4|SPEC|1.0|17|17
499|с 10-15 различными|с 10-15 различными|с 10-15 различными|NUSR|749|45|12|NUSR|1.0|1|1
500|образец|образцами|образцами|NOUN|750|45|13|SPEC|1.0|4|4
501|парашютный|парашютных|парашютных|ADJF|751|45|14||1.0|14|14
502|система|систем|систем|NOUN|752|45|15||1.0|49|49
503|испытатель|испытатели|Испытатели|NOUN|753|46|1||2.0|4|4
505|прыжок|прыжок|прыжок|NOUN|755|46|3||1.0|4|4
507|система|системами|системами|NOUN|758|46|6||2.0|49|49
508|система|системы|системы|NOUN|761|46|9||2.0|49|49
511|испытатель|испытатели|испытатели|NOUN|766|46|14||2.0|4|4
514|часть|часть|часть|NOUN|769|46|17||1.0|5|5
516|испытание|испытаний|испытаний|NOUN|771|46|19||2.0|16|16
518|нестеров|нестеров|Нестеров|NOUN|773|46|21|TITL|1.0|6|6
525|испытание|испытания|испытания|NOUN|784|46|32||2.0|16|16
532|нилч|наземная и летная части|наземная и летная части|ABVR|794|46|42|ABVR|1.0|1|1
538|год|год|год|NOUN|808|47|2||1.0|8|8
542|вп|владимира павловича|Владимира Павловича|NAME|816|48|4|NAME|1.0|1|1
543|13 200 прыжков|13 200 прыжков|13 200 прыжков|NUSR|817|48|5|NUSR|1.0|1|1
544|испытательный|испытательных|испытательных|ADJF|820|48|8||1.0|5|5
545|3700|3700|3700|NUMB|821|48|9|NUMB|1.0|1|1
546|1986 году|1986 году|1986 году|NUSR|824|48|12|NUSR|1.0|1|1
548|бмд-3|бмд-3|БМД-3|DSNU|828|48|16|DSNU|1.0|1|1
550|система|системы|системы|NOUN|831|49|3||1.0|49|49
551|десантирование|десантирования|десантирования|NOUN|832|49|4||1.0|11|11
552|д-5|д-5|Д-5|DSNU|833|49|5|DSNU|1.0|2|2
553|серия|серии|серии|NOUN|834|49|6||2.0|6|6
554|2|2|2|NUMB|835|49|7|NUMB|1.0|3|3
555|д-6|д-6|Д-6|DSNU|836|49|8|DSNU|1.0|10|10
556|серия|серии|серии|NOUN|837|49|9||2.0|6|6
557|4|4|4|NUMB|838|49|10|NUMB|1.0|2|2
558|д-8|д-8|Д-8|DSNU|839|49|11|DSNU|1.0|1|1
559|д-9|д-9|Д-9|DSNU|840|49|12|DSNU|1.0|1|1
560|д-10|д-10|Д-10|DSNU|841|49|13|DSNU|1.0|13|13
561|д-12|д-12|Д-12|DSNU|842|49|14|DSNU|1.0|1|1
563|парашютист|парашютист|парашютист|NOUN|845|50|3||1.0|7|7
565|испытание|испытаний|испытаний|NOUN|847|50|5||1.0|16|16
566|один|одни|одни|ADJF|850|50|8||1.0|6|6
571|система|системой|системой|NOUN|861|50|19||1.0|49|49
572|д-6|д-6|Д-6|DSNU|862|50|20|DSNU|1.0|10|10
575|вдв|вдв|ВДВ|ABVR|870|50|28|SPEC|1.0|6|6
577|первый|первой|первой|ADJF|873|51|3||1.0|4|4
579|десантный|десантной|десантной|ADJF|875|51|5||1.0|4|4
580|парашютный|парашютной|парашютной|ADJF|876|51|6||1.0|14|14
581|система|системой|системой|NOUN|877|51|7||1.0|49|49
592|парашютист|парашютиста|парашютиста|NOUN|896|52|19||1.0|7|7
596|воздух|воздухе|воздухе|NOUN|904|53|4||1.0|6|6
600|приземление|приземления|приземления|NOUN|913|53|13||1.0|4|4
602|испытатель|испытатель|испытатель|NOUN|916|53|16||1.0|4|4
603|парашют|парашют|Парашют|NOUN|917|54|1|SPEC|1.0|23|23
604|д-6|д-6|Д-6|DSNU|918|54|2|DSNU|1.0|10|10
605|серия|серии|серии|NOUN|919|54|3||1.0|6|6
606|4 пришел|4 пришел|4 пришел|NUSR|920|54|4|NUSR|1.0|1|1
608|д-5|д-5|Д-5|DSNU|923|54|7|DSNU|1.0|2|2
610|основный|основным|основным|ADJF|926|54|10||1.0|5|5
611|войско|войсках|войсках|NOUN|928|54|12||1.0|7|7
615|весь|всех|всех|ADJF|932|54|16||1.0|4|4
616|испытание|испытаний|испытаний|NOUN|933|54|17||1.0|16|16
619|1970-х|1970-х|1970-х|NUSR|938|55|5|NUSR|1.0|1|1
620|год|годов|годов|NOUN|939|55|6||1.0|8|8
622|система|система|система|NOUN|944|55|11||1.0|49|49
625|80-х|80-х|80-х|NUSR|949|55|16|NUSR|1.0|1|1
627|порядок|порядка|порядка|NOUN|954|56|5||1.0|7|7
631|войско|войсках|войсках|NOUN|962|56|13||1.0|7|7
636|прыжок|прыжков|прыжков|NOUN|974|58|9||1.0|4|4
637|настоящее|настоящее|настоящее|NOUN|976|59|2||1.0|5|5
638|время|время|время|NOUN|977|59|3||1.0|8|8
641|вдв|вдв|ВДВ|ABVR|984|59|10|SPEC|1.0|6|6
642|до 350 тысяч|до 350 тысяч|до 350 тысяч|NUSR|985|59|11|NUSR|1.0|1|1
643|прыжок|прыжков|прыжков|NOUN|986|59|12||1.0|4|4
644|год|год|год|NOUN|988|59|14||1.0|8|8
648|войско|войск|войск|NOUN|995|59|21||1.0|7|7
649|другой|другие|другие|ADJF|1001|60|6||1.0|6|6
652|росгвардия|росгвардия|Росгвардия|TITL|1004|60|9|TITL|1.0|1|1
653|фсб|фсб|ФСБ|ABVR|1005|60|10|SPEC|1.0|1|1
654|весь|всеми|всеми|ADJF|1007|60|12||1.0|4|4
659|мчс|мчс|МЧС|NOUN|1012|60|17|UPPR|1.0|1|1
661|порядок|порядка|порядка|NOUN|1014|61|2||1.0|7|7
663|год|год|год|NOUN|1017|61|5||1.0|8|8
664|владимир|владимир|Владимир|NOUN|1018|62|1||1.0|7|7
665|нестеров|нестеров|Нестеров|NOUN|1019|62|2|TITL|1.0|6|6
667|1-го|1-го|1-го|NUSR|1021|62|4|NUSR|1.0|3|3
668|класс|класса|класса|NOUN|1022|62|5||1.0|4|4
670|момент|момент|момент|NOUN|1026|63|4||1.0|6|6
671|д-6|д-6|Д-6|DSNU|1028|63|6|DSNU|1.0|10|10
675|парашютный|парашютной|парашютной|ADJF|1033|63|11||1.0|14|14
677|сс|солдаты-срочники|солдаты-срочники|ABVR|1035|63|13|ABVR|1.0|1|1
683|работа|работы|работы|NOUN|1048|64|6||1.0|10|10
685|нии|нии|НИИ|ABVR|1050|64|8|SPEC|1.0|17|17
686|государственный|государственного|Государственного|ADJF|1051|64|9|TITL|1.0|1|1
687|испытательный|испытательного|испытательного|ADJF|1052|64|10||1.0|5|5
689|минобороны|минобороны|Минобороны|NOUN|1054|64|12|TITL|1.0|1|1
690|войско|войск|войск|NOUN|1055|64|13||1.0|7|7
691|вдв|вдв|ВДВ|ABVR|1056|64|14|SPEC|1.0|6|6
696|система|система|система|NOUN|1062|64|20||1.0|49|49
697|д-6|д-6|Д-6|DSNU|1063|64|21|DSNU|1.0|10|10
701|настоящее|настоящее|настоящее|NOUN|1071|65|3||1.0|5|5
702|время|время|время|NOUN|1072|65|4||1.0|8|8
705|надежность|надежности|надежности|NOUN|1076|65|8||1.0|4|4
713|прыжок|прыжков|прыжков|NOUN|1088|66|7||1.0|4|4
719|надежность|надежности|надежности|NOUN|1098|67|10||1.0|4|4
721|применение|применению|применению|NOUN|1101|67|13||1.0|5|5
723|нестеров|нестеров|Нестеров|NOUN|1103|67|15|TITL|1.0|6|6
724|система|система|Система|NOUN|1104|68|1||1.0|49|49
725|д-10|д-10|Д-10|DSNU|1105|68|2|DSNU|1.0|13|13
728|д-6|д-6|Д-6|DSNU|1110|68|7|DSNU|1.0|10|10
732|испытатель|испытатель|испытатель|NOUN|1115|68|12||1.0|4|4
736|весь|всех|всех|ADJF|1121|69|6||1.0|4|4
737|испытание|испытаний|испытаний|NOUN|1122|69|7||1.0|16|16
739|2000-х|2000-х|2000-х|NUSR|1125|69|10|NUSR|1.0|1|1
740|год|годов|годов|NOUN|1126|69|11||1.0|8|8
743|вдв|вдв|ВДВ|ABVR|1131|69|16|SPEC|1.0|6|6
747|объем|объем|Объем|NOUN|1138|70|1||1.0|9|9
750|д-6|д-6|Д-6|DSNU|1144|70|7|DSNU|3.0|10|10
752|надежность|надежности|надежности|NOUN|1149|70|12||1.0|4|4
755|д-6|д-6|Д-6|DSNU|1155|70|18|DSNU|3.0|10|10
757|специалист|специалист|специалист|NOUN|1157|70|20||1.0|5|5
758|время|временем|временем|NOUN|1160|70|23||1.0|8|8
761|д-6|д-6|Д-6|DSNU|1165|70|28|DSNU|3.0|10|10
762|серия|серии|серии|NOUN|1166|70|29||1.0|6|6
763|4|4|4|NUMB|1167|70|30|NUMB|1.0|2|2
764|войско|войсках|войсках|NOUN|1171|70|34||1.0|7|7
766|д-10|д-10|Д-10|DSNU|1174|70|37|DSNU|1.0|13|13
767|слово|словам|словам|NOUN|1176|71|2||1.0|4|4
768|нестерова|нестерова|Нестерова|NOUN|1177|71|3|TITL|1.0|1|1
769|д-10|д-10|Д-10|DSNU|1178|71|4|DSNU|1.0|13|13
772|основный|основную|основную|ADJF|1184|71|10||1.0|5|5
775|десантный|десантных|десантных|ADJF|1189|71|15||1.0|4|4
776|парашют|парашютов|парашютов|NOUN|1190|71|16|SPEC|1.0|23|23
778|время|время|время|NOUN|1193|71|19||1.0|8|8
781|надежность|надежности|надежности|NOUN|1198|71|24||1.0|4|4
785|парашютист|парашютистов|парашютистов|NOUN|1202|71|28||1.0|7|7
786|воздух|воздухе|воздухе|NOUN|1204|71|30||1.0|6|6
790|д1ч|до 120 человек|до 120 человек|ABVR|1210|72|6|ABVR|1.0|1|1
791|самолет|самолета|самолета|NOUN|1212|72|8|SPEC|1.0|5|5
792|ил-76|ил-76|Ил-76|DSNU|1213|72|9|DSNU|1.0|1|1
794|парашют|парашюты|парашюты|NOUN|1219|73|6|SPEC|1.0|23|23
795|воздух|воздухе|воздухе|NOUN|1221|73|8||1.0|6|6
803|парашютист|парашютистов|парашютистов|NOUN|1233|73|20||1.0|7|7
805|парашютист|парашютист|парашютист|NOUN|1238|74|3||2.0|7|7
806|д-6|д-6|Д-6|DSNU|1240|74|5|DSNU|1.0|10|10
813|парашют|парашют|парашют|NOUN|1249|74|14|SPEC|1.0|23|23
815|парашютист|парашютист|парашютист|NOUN|1251|74|16||2.0|7|7
817|купол|купол|купол|NOUN|1254|74|19||1.0|14|14
822|запасной|запасной|запасной|NOUN|1261|74|26||1.0|4|4
831|приземление|приземлении|приземлении|NOUN|1276|75|15||1.0|4|4
833|нестеров|нестеров|Нестеров|NOUN|1278|75|17|TITL|1.0|6|6
834|д-10|д-10|Д-10|DSNU|1280|75|19|DSNU|1.0|13|13
839|купол|куполов|куполов|NOUN|1289|75|28||1.0|14|14
841|воздух|воздухе|воздухе|NOUN|1293|75|32||1.0|6|6
850|другой|другие|другие|ADJF|1311|76|13||1.0|6|6
851|парашют|парашюты|парашюты|NOUN|1312|76|14|SPEC|1.0|23|23
859|другой|другого|другого|ADJF|1326|77|12||1.0|6|6
860|парашют|парашюта|парашюта|NOUN|1327|77|13|SPEC|1.0|23|23
866|шелест|шелест|Шелест|NOUN|1336|78|1|CLIV|1.0|2|2
867|реновация|реновация|Реновация|NOUN|1338|78|3|CLIV|1.0|2|2
868|новое|новые|новые|NOUN|1339|78|4||1.0|4|4
869|концепция|концепции|концепции|NOUN|1340|78|5||1.0|5|5
870|парашютный|парашютная|Парашютная|ADJF|1341|79|1||1.0|14|14
871|система|система|система|NOUN|1342|79|2||1.0|49|49
874|работа|работ|работ|NOUN|1346|79|6||1.0|10|10
875|д-10|д-10|Д-10|DSNU|1348|79|8|DSNU|2.0|13|13
876|д-10|д-10|Д-10|DSNU|1350|79|10|DSNU|2.0|13|13
877|серия|серии|серии|NOUN|1351|79|11||1.0|6|6
878|2|2|2|NUMB|1352|79|12|NUMB|1.0|3|3
879|реновация|реновация|Реновация|NOUN|1353|79|13|CLIV|1.0|2|2
880|главный|главный|Главный|ADJF|1354|80|1||1.0|7|7
881|конструктор|конструктор|конструктор|NOUN|1355|80|2||1.0|10|10
882|нии|нии|НИИ|ABVR|1356|80|3|SPEC|1.0|17|17
884|система|система|система|NOUN|1360|80|7||1.0|49|49
885|д-10|д-10|Д-10|DSNU|1361|80|8|DSNU|1.0|13|13
887|бронежилет|бронежилета|бронежилета|NOUN|1364|80|11|SPEC|1.0|9|9
890|десантник|десантника|десантника|NOUN|1372|80|19||1.0|9|9
899|объем|объемом|объемом|NOUN|1385|80|32||1.0|9|9
900|груз|груза|груза|NOUN|1386|80|33||1.0|4|4
901|бронежилет|бронежилет|Бронежилет|NOUN|1387|81|1|SPEC|1.0|9|9
902|дополнительный|дополнительный|дополнительный|ADJF|1389|81|3||1.0|4|4
903|объем|объем|объем|NOUN|1390|81|4||1.0|9|9
907|десантник|десантника|десантника|NOUN|1394|81|8||1.0|9|9
908|подвесной|подвесная|подвесная|ADJF|1396|81|10||1.0|4|4
