|values
allwordscount|122.0
relwordscount|95.0
badwordscount|26.0
garbagewordscount|1.0
typeswords|['NOUN', 'NUSR', 'VERB', 'ADJF', 'GRND', 'WIQM', 'DSNU', 'UPPR', 'PRTS', 'UNKN', 'INFN', 'NUMR']
sentscount|8.0
minwordssent|4.0
maxwordssent|40.0
meanwordssent|15.12
minrepeatword|1.0
maxrepeatword|5.0
meanrepeatword|1.36
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0.82
bad-%|21.31
