|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
0|москва|москва|МОСКВА|NOUN|1|1|1|UPPR|1|1.0|1
1|31 июл|31 июл|31 июл|NUSR|2|1|2|NUSR|1|1.0|1
2|риа|риа|РИА|NOUN|3|1|3|UPPR|1|1.0|1
3|новость|новости|Новости|NOUN|4|1|4|TITL|1|1.0|1
4|350 десантников|350 десантников|350 десантников|NUSR|6|2|2|NUSR|1|1.0|1
9|конкурс|конкурсу|конкурсу|NOUN|12|2|8||5|1.0|5
10|дв|десантный взвод|Десантный взвод|WIQM|13|2|9|WIQM|1|1.0|1
12|арми-2019|арми-2019|АрМИ-2019|DSNU|16|2|12|DSNU|2|1.0|2
19|минобороны|минобороны|Минобороны|NOUN|25|2|21|TITL|1|1.0|1
20|рф|рф|РФ|NOUN|26|2|22|UPPR|1|1.0|1
25|конкурс|конкурса|конкурса|NOUN|33|3|7||5|3.0|5
27|конкурс|конкурса|конкурса|NOUN|35|3|9||5|3.0|5
28|дв2|десантный взвод 2019|Десантный взвод 2019|WIQM|36|3|10|WIQM|1|1.0|1
30|псковской|псковской|Псковской|ADJF|40|3|14|TITL|1|1.0|1
33|с 3 по 13 августа|с 3 по 13 августа|с 3 по 13 августа|NUSR|44|3|18|NUSR|1|1.0|1
34|350 участников|350 участников|350 участников|NUSR|46|3|20|NUSR|1|1.0|1
35|конкурс|конкурса|конкурса|NOUN|47|3|21||5|3.0|5
39|вертолет|вертолетов|вертолетов|NOUN|52|3|26|SPEC|1|1.0|1
41|авиация|авиации|авиации|NOUN|54|3|28|SPEC|1|1.0|1
42|ми-8|ми-8|Ми-8|DSNU|55|3|29|DSNU|1|1.0|1
43|амтш|амтш|АМТШ|UPPR|56|3|30|UPPR|1|1.0|1
46|д-10|д-10|Д-10|DSNU|60|3|34|DSNU|1|1.0|1
48|600 метров|600 метров|600 метров|NUSR|63|3|37|NUSR|1|1.0|1
52|29 июля|29 июля|29 июля|NUSR|69|4|3|NUSR|1|1.0|1
67|2019 году|2019 году|2019 году|NUSR|89|5|6|NUSR|1|1.0|1
69|конкурс|конкурсы|Конкурсы|NOUN|93|6|1||5|1.0|5
72|10 государств|10 государств|10 государств|NUSR|97|6|5|NUSR|1|1.0|1
73|россия|россии|России|NOUN|98|6|6|SPEC|1|1.0|1
74|азербайджан|азербайджана|Азербайджана|NOUN|99|6|7|SPEC|1|1.0|1
75|армения|армении|Армении|NOUN|100|6|8|SPEC|1|1.0|1
76|белоруссия|белоруссии|Белоруссии|NOUN|101|6|9|TITL|1|1.0|1
77|индия|индии|Индии|NOUN|102|6|10|SPEC|1|1.0|1
78|иран|ирана|Ирана|NOUN|103|6|11|SPEC|1|1.0|1
79|казахстан|казахстана|Казахстана|NOUN|104|6|12|SPEC|1|1.0|1
80|китай|китая|Китая|NOUN|105|6|13|SPEC|1|1.0|1
81|монголия|монголии|Монголии|NOUN|106|6|14|SPEC|1|1.0|1
82|узбекистан|узбекистана|Узбекистана|NOUN|108|6|16|SPEC|1|1.0|1
89|30 стран|30 стран|30 стран|NUSR|117|7|9|NUSR|1|1.0|1
92|арми-2019|арми-2019|АрМИ-2019|DSNU|120|8|3|DSNU|2|1.0|2
94|с 3 по 17 августа|с 3 по 17 августа|с 3 по 17 августа|NUSR|122|8|5|NUSR|1|1.0|1
