|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|россия|россии|России|NOUN|2|1|2|SPEC|7|1.0
1|развернут|развернуты|развернуты|PRTS|3|1|3||1|1.0
2|соответствующий|соответствующие|соответствующие|ADJF|4|1|4||2|1.0
3|собственный|собственные|собственные|ADJF|5|1|5||2|1.0
4|ниокр|ниокр|НИОКР|ABVR|6|1|6|SPEC|2|1.0
5|москва|москва|Москва|NOUN|7|2|1||2|1.0
6|31 июля|31 июля|31 июля|NUSR|8|3|1|NUSR|1|1.0
7|интерфакс|интерфакс|ИНТЕРФАКС|NOUN|9|4|1|UPPR|2|2.0
8|сша|сша|США|NOUN|10|4|2|SPEC|10|1.0
9|планирую|планируют|планируют|VERB|11|4|3||2|1.0
10|проводить|проводить|проводить|INFN|14|4|6||1|1.0
11|летный|летные|летные|ADJF|15|4|7||2|1.0
12|испытание|испытания|испытания|NOUN|16|4|8||2|1.0
13|новый|новых|новых|ADJF|17|4|9||3|1.0
14|ракетный|ракетных|ракетных|ADJF|18|4|10||3|1.0
15|система|систем|систем|NOUN|19|4|11||4|1.0
16|средний|средней|средней|ADJF|20|4|12||4|1.0
17|дальность|дальности|дальности|NOUN|21|4|13||7|1.0
18|наземный|наземного|наземного|ADJF|22|4|14||4|1.0
19|базирование|базирования|базирования|NOUN|23|4|15||2|1.0
20|заявил|заявил|заявил|VERB|24|4|16||4|1.0
21|интерфакс|интерфаксу|Интерфаксу|NOUN|25|4|17|CLIV|2|2.0
22|замглавы|замглавы|замглавы|NOUN|26|4|18||1|1.0
23|мр|мид рф|МИД РФ|UPPR|27|4|19|UPPR|1|1.0
24|ср|сергей рябков|Сергей Рябков|NAME|28|4|20|NAME|1|1.0
25|касаюсь|касается|касается|VERB|30|5|2||1|1.0
26|наш|нашей|нашей|ADJF|31|5|3||1|1.0
27|линия|линии|линии|NOUN|32|5|4||1|1.0
28|связь|связи|связи|NOUN|35|5|7||3|1.0
29|предельно|предельно|предельно|ADVB|38|5|10||1|1.0
30|ясен|ясна|ясна|ADJS|39|5|11||1|1.0
31|ответ|ответ|ответ|NOUN|41|6|2||3|1.0
32|американский|американские|американские|ADJF|43|6|4||4|1.0
33|шаг|шаги|шаги|NOUN|44|6|5||1|1.0
34|завершение|завершению|завершению|NOUN|46|6|7||1|1.0
35|создание|создания|создания|NOUN|47|6|8||2|1.0
36|новый|новых|новых|ADJF|48|6|9||3|1.0
37|ракетный|ракетных|ракетных|ADJF|49|6|10||3|1.0
38|система|систем|систем|NOUN|50|6|11||4|3.0
39|средний|средней|средней|ADJF|51|6|12||4|1.0
40|дальность|дальности|дальности|NOUN|52|6|13||7|1.0
41|ожидаемый|ожидаемых|ожидаемых|PRTF|54|6|15||1|1.0
42|связь|связи|связи|NOUN|57|6|18||3|1.0
43|летный|летных|летных|ADJF|59|6|20||2|1.0
44|испытание|испытаний|испытаний|NOUN|60|6|21||2|1.0
45|подобный|подобных|подобных|ADJF|61|6|22||1|1.0
46|система|систем|систем|NOUN|62|6|23||4|3.0
47|сша|сша|США|NOUN|64|6|25|SPEC|10|1.0
48|развернул|развернули|развернули|VERB|66|6|27||1|1.0
49|соответствующий|соответствующие|соответствующие|ADJF|67|6|28||2|1.0
50|собственный|собственные|собственные|ADJF|68|6|29||2|1.0
51|научно-исследовательский|научно-исследовательские|научно-исследовательские|ADJF|69|6|30||1|1.0
52|опытно-конструкторский|опытно-конструкторские|опытно-конструкторские|ADJF|71|6|32||1|1.0
53|работа|работы|работы|NOUN|72|6|33||1|1.0
54|система|системам|системам|NOUN|74|6|35||4|3.0
55|рассчитываем|рассчитываем|рассчитываем|PRTS|78|6|39||1|1.0
56|могу|могут|могут|VERB|79|6|40||1|1.0
57|создан|созданы|созданы|PRTS|81|6|42||1|1.0
58|сжатый|сжатые|сжатые|ADJF|84|6|45||1|1.0
59|срок|сроки|сроки|NOUN|85|6|46||1|1.0
60|сз|сказал замминистра|сказал замминистра|WIQM|86|6|47|WIQM|1|1.0
61|не|не|не|PRCL|90|7|4||2|1.0
62|вопрос|вопрос|вопрос|NOUN|91|7|5||1|1.0
63|несколько|нескольких|нескольких|NUMR|92|7|6||1|1.0
64|месяц|месяцев|месяцев|NOUN|93|7|7||2|1.0
65|нет|нет|нет|PRED|95|7|9||1|1.0
66|продолжительный|продолжительный|продолжительный|ADJF|98|7|12||1|1.0
67|процесс|процесс|процесс|NOUN|99|7|13||1|1.0
68|добавил|добавил|добавил|VERB|100|7|14||1|1.0
69|рябок|рябков|Рябков|NOUN|101|7|15|TITL|1|1.0
70|3 июля|3 июля|3 июля|NUSR|102|8|1|NUSR|1|1.0
71|президент|президент|президент|NOUN|103|8|2||3|1.0
72|рф|рф|РФ|NOUN|104|8|3|UPPR|2|1.0
73|вп|владимир путин|Владимир Путин|NAME|105|8|4|NAME|1|1.0
74|подписал|подписал|подписал|VERB|106|8|5||1|1.0
75|закон|закон|закон|NOUN|107|8|6||1|1.0
76|приостановление|приостановлении|приостановлении|NOUN|109|8|8||1|1.0
77|россия|россией|Россией|NOUN|110|8|9|SPEC|7|1.0
78|действие|действия|действия|NOUN|111|8|10||1|1.0
79|дрсмд|дрсмд|ДРСМД|UPPR|112|8|11|UPPR|5|1.0
80|договор|договор|Договор|NOUN|113|9|1||6|1.0
81|рсмд|рсмд|РСМД|ABVR|115|9|3|SPEC|1|1.0
82|вступил|вступил|вступил|VERB|116|9|4||1|1.0
83|сило|силу|силу|NOUN|118|9|6||1|1.0
84|1 июня 1988 г|1 июня 1988 г|1 июня 1988 г|NUSR|119|9|7|NUSR|1|1.0
85|договор|договор|Договор|NOUN|120|10|1||6|1.0
86|положил|положил|положил|VERB|121|10|2||1|1.0
87|конец|конец|конец|NOUN|122|10|3||1|1.0
88|ракетный|ракетному|ракетному|ADJF|123|10|4||3|1.0
89|кризис|кризису|кризису|NOUN|124|10|5||1|1.0
90|европа|европе|Европе|NOUN|126|10|7|TITL|2|2.0
91|разразился|разразился|разразился|VERB|128|10|9||1|1.0
92|результат|результате|результате|NOUN|130|10|11||1|1.0
93|размещение|размещения|размещения|NOUN|131|10|12||1|1.0
94|европа|европе|Европе|NOUN|133|10|14|TITL|2|2.0
95|советский|советских|советских|ADJF|134|10|15||1|1.0
96|ракета|ракет|ракет|NOUN|135|10|16|SPEC|10|1.0
97|американский|американских|американских|ADJF|137|10|18||4|1.0
98|першингов|першингов|Першингов|CLIV|138|10|19|CLIV|1|1.0
99|документ|документом|Документом|NOUN|139|11|1||1|1.0
100|предусмотрен|предусмотрена|предусмотрена|PRTS|140|11|2||1|1.0
101|ликвидация|ликвидация|ликвидация|NOUN|141|11|3||2|1.0
102|целое|целого|целого|NOUN|142|11|4||1|1.0
103|класс|класса|класса|NOUN|143|11|5||1|1.0
104|ракета|ракет|ракет|NOUN|144|11|6|SPEC|10|2.0
105|запрещаю|запрещает|запрещает|VERB|146|11|8||1|1.0
106|сторона|сторонам|сторонам|NOUN|147|11|9||4|1.0
107|производить|производить|производить|INFN|148|11|10||1|1.0
108|испытывать|испытывать|испытывать|INFN|149|11|11||1|1.0
109|развертывать|развертывать|развертывать|INFN|151|11|13||1|1.0
110|баллистический|баллистические|баллистические|ADJF|152|11|14||1|1.0
111|крылатый|крылатые|крылатые|ADJF|154|11|16||2|1.0
112|ракета|ракеты|ракеты|NOUN|155|11|17|SPEC|10|2.0
113|наземный|наземного|наземного|ADJF|156|11|18||4|1.0
114|базирование|базирования|базирования|NOUN|157|11|19||2|1.0
115|средний|средней|средней|ADJF|158|11|20||4|1.0
116|дальность|дальности|дальности|NOUN|159|11|21||7|2.0
117|о1д5к|от 1000 до 5500 км|от 1000 до 5500 км|ABVR|160|11|22|ABVR|1|1.0
118|меньший|меньшей|меньшей|ADJF|162|11|24||2|1.0
119|дальность|дальности|дальности|NOUN|163|11|25||7|2.0
120|о5д1к|от 500 до 1000 км|от 500 до 1000 км|ABVR|164|11|26|ABVR|1|1.0
121|пусковой|пусковые|пусковые|ADJF|167|11|29||1|1.0
122|установка|установки|установки|NOUN|168|11|30|SPEC|1|1.0
123|20 октября 2018 года|20 октября 2018 года|20 октября 2018 года|NUSR|171|12|1|NUSR|1|1.0
124|президент|президент|президент|NOUN|172|12|2||3|1.0
125|сша|сша|США|NOUN|173|12|3|SPEC|10|1.0
126|дт|дональд трамп|Дональд Трамп|NAME|174|12|4|NAME|1|1.0
127|заявил|заявил|заявил|VERB|175|12|5||4|1.0
128|намерение|намерении|намерении|NOUN|177|12|7||1|1.0
129|выйти|выйти|выйти|INFN|178|12|8||2|1.0
130|дрсмд|дрсмд|ДРСМД|UPPR|180|12|10|UPPR|5|1.0
131|связь|связи|связи|NOUN|182|12|12||3|1.0
132|российский|российская|российская|ADJF|186|12|16||1|1.0
133|сторона|сторона|сторона|NOUN|187|12|17||4|1.0
134|нарушаю|нарушает|нарушает|VERB|188|12|18||2|1.0
135|положение|положения|положения|NOUN|190|12|20||1|1.0
136|4 декабря|4 декабря|4 декабря|NUSR|191|13|1|NUSR|1|1.0
137|госсекретарь|госсекретарь|госсекретарь|NOUN|192|13|2||1|1.0
138|сша|сша|США|NOUN|193|13|3|SPEC|10|1.0
139|мп|майк помпео|Майк Помпео|NAME|194|13|4|NAME|1|1.0
140|потребовал|потребовал|потребовал|VERB|195|13|5||1|1.0
