|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
244|список|списком|списком|NOUN|369|28|3||1.0|14|14
245|статья|статей|статей|NOUN|370|28|4||1.0|13|13
252|github|github|GitHub|TITL|381|28|15|TITL|1.0|4|4
254|качество|качество|качество|NOUN|386|29|5||1.0|13|13
257|статья|статье|статье|NOUN|390|29|9||1.0|13|13
260|reasons|reasons|Reasons|TITL|395|29|14|TITL|1.0|1|1
261|github|github|GitHub|TITL|397|29|16|TITL|1.0|4|4
268|статья|статьи|статьи|NOUN|408|31|8||1.0|13|13
272|данные|данных|данных|NOUN|413|31|13||1.0|11|11
276|список|список|список|NOUN|418|33|2||2.0|14|14
278|слово|слов|слов|NOUN|420|33|4||1.0|33|33
279|список|список|список|NOUN|422|33|6||2.0|14|14
283|список|список|список|NOUN|426|35|2||1.0|14|14
284|ключевой|ключевых|ключевых|ADJF|427|35|3||1.0|11|11
285|слово|слов|слов|NOUN|428|35|4||2.0|33|33
288|выражение|выражений|выражений|NOUN|433|35|9||1.0|12|12
289|слово|слова|слова|NOUN|436|35|12||2.0|33|33
291|текст|тексту|тексту|NOUN|440|35|16||1.0|28|28
294|число|числа|числа|NOUN|444|35|20||1.0|11|11
301|список|список|список|NOUN|454|37|2||1.0|14|14
303|слово|слов|слов|NOUN|456|37|4||1.0|33|33
307|статистика|статистика|статистика|ABVR|460|39|3|ABVR|1.0|4|4
308|список|списку|списку|NOUN|462|39|5||1.0|14|14
310|слово|слов|слов|NOUN|464|39|7||1.0|33|33
311|текст|текста|текста|NOUN|465|39|8||1.0|28|28
315|статистика|статистика|статистика|ABVR|469|41|3|ABVR|1.0|4|4
316|список|списку|списку|NOUN|471|41|5||1.0|14|14
317|ключевой|ключевых|ключевых|ADJF|472|41|6||1.0|11|11
318|слово|слов|слов|NOUN|473|41|7||1.0|33|33
321|необязательный|необязательный|необязательный|ABVR|476|43|2|ABVR|1.0|1|1
322|список|список|список|NOUN|477|43|3||1.0|14|14
323|выражение|выражений|выражений|NOUN|478|43|4||1.0|12|12
324|статья|статьи|статьи|NOUN|480|43|6||1.0|13|13
328|ключ|ключи|ключи|NOUN|487|43|13||1.0|10|10
330|пма|по мнению автора|по мнению автора|ABVR|491|43|17|ABVR|1.0|1|1
331|nrlpk|nrlpk|nrlpk|ABVR|492|43|18|ABVR|1.0|12|12
336|legend|legend|Legend|TITL|501|44|9|TITL|1.0|1|1
337|github|github|GitHub|TITL|503|44|11|TITL|1.0|4|4
342|данные|данных|данных|NOUN|509|45|6||1.0|11|11
346|pd|pandas dataframe|Pandas DataFrame|NAME|515|46|1|NAME|1.0|2|2
347|пу|по умолчанию|по умолчанию|ABVR|516|46|2|ABVR|1.0|1|1
348|pd|python dictionary|Python Dictionary|NAME|517|47|1|NAME|1.0|2|2
349|json|json|JSON|UPPR|518|48|1|UPPR|1.0|1|1
350|csv|csv|CSV|UPPR|519|49|1|UPPR|1.0|1|1
356|автоматический|автоматический|автоматический|ABVR|525|52|2|ABVR|1.0|3|3
357|анализ|анализ|анализ|NOUN|526|52|3||1.0|8|8
358|текст|текста|текста|NOUN|527|52|4||1.0|28|28
361|глазками|глазками|глазками|ABVR|530|54|2|ABVR|1.0|1|1
364|маркирование|маркирование|маркирование|ABVR|533|54|5|ABVR|1.0|1|1
365|ключевой|ключевых|ключевых|ADJF|534|54|6||2.0|11|11
366|выражение|выражений|выражений|NOUN|535|54|7||2.0|12|12
369|список|списка|списка|NOUN|539|54|11||2.0|14|14
370|ключевой|ключевых|ключевых|ADJF|540|54|12||2.0|11|11
371|выражение|выражений|выражений|NOUN|541|54|13||2.0|12|12
372|список|списком|списком|NOUN|543|54|15||2.0|14|14
378|качество|качества|качества|NOUN|549|56|3||1.0|13|13
379|число|число|число|NOUN|550|56|4||3.0|11|11
382|выражение|выражений|выражений|NOUN|553|56|7||1.0|12|12
384|ключ|ключи|ключи|NOUN|557|56|11||1.0|10|10
385|число|число|число|NOUN|559|56|13||3.0|11|11
386|слово|слов|слов|NOUN|560|56|14||2.0|33|33
389|число|числу|числу|NOUN|565|56|19||3.0|11|11
390|слово|слов|слов|NOUN|566|56|20||2.0|33|33
391|текст|тексте|тексте|NOUN|568|56|22||1.0|28|28
395|python|python|Python|TITL|573|58|4|TITL|1.0|1|1
406|выражение|выражения|выражения|NOUN|588|60|2||1.0|12|12
408|слово|слова|слова|NOUN|591|60|5||2.0|33|33
409|слово|слова|слова|NOUN|592|60|6||2.0|33|33
410|число|числе|числе|NOUN|595|60|9||1.0|11|11
412|словарь|словаря|словаря|NOUN|597|61|2||1.0|9|9
420|nltk|nltk|NLTK|UPPR|607|62|7|UPPR|1.0|1|1
421|pymorphy2|pymorphy2|pymorphy2|NAME|609|62|9|NAME|1.0|4|4
433|текст|текстов|текстов|NOUN|625|63|9||1.0|28|28
434|сми|сми|СМИ|NOUN|627|63|11|UPPR|1.0|1|1
441|впк|впк|ВПК|ABVR|636|63|20|SPEC|1.0|3|3
442|впк.name|впк.name|ВПК.Name|TITL|637|63|21|TITL|1.0|1|1
443|анализ|анализ|Анализ|NOUN|638|64|1||1.0|8|8
448|данные|данных|данных|NOUN|643|65|3||1.0|11|11
461|текст|текста|текста|NOUN|662|66|11||1.0|28|28
468|статья|статей|статей|NOUN|673|66|22||1.0|13|13
473|текст|текста|текста|NOUN|681|67|8||2.0|28|28
478|текст|текста|текста|NOUN|692|67|19||2.0|28|28
479|машина|машиной|машиной|NOUN|693|67|20|SPEC|1.0|1|1
494|качество|качестве|качестве|NOUN|717|69|6||1.0|13|13
498|данные|данными|данными|NOUN|722|69|11||1.0|11|11
500|pandas|pandas|Pandas|TITL|725|69|14|TITL|1.0|2|2
507|анализ|анализа|анализа|NOUN|736|70|2||1.0|8|8
510|словарь|словарей|словарей|NOUN|740|70|6||1.0|9|9
515|opencorpora|opencorpora|OpenCorpora|TITL|747|70|13|TITL|1.0|1|1
516|слово|слову|слову|NOUN|749|70|15||1.0|33|33
518|pymorphy2|pymorphy2|pymorphy2|NAME|753|70|19|NAME|1.0|4|4
524|pandas|pandas|Pandas|TITL|763|71|10|TITL|1.0|2|2
527|словарь|словари|словари|NOUN|770|72|5||1.0|9|9
531|слово|слов|слов|NOUN|774|73|4||1.0|33|33
533|слово|слова|слова|NOUN|776|74|2||2.0|33|33
534|слово|слова|слова|NOUN|777|74|3||2.0|33|33
536|анализ|анализа|анализа|NOUN|780|74|6||1.0|8|8
537|текст|текста|текста|NOUN|781|74|7||1.0|28|28
542|словарь|словарь|словарь|NOUN|788|75|2||1.0|9|9
544|отраслевых|отраслевых|отраслевых|ABVR|790|75|4|ABVR|1.0|1|1
545|слово|слов|слов|NOUN|791|75|5||1.0|33|33
546|словарь|словарь|словарь|NOUN|793|76|2||1.0|9|9
563|отрасли/направлении|отрасли/направлении|отрасли/направлении|NAME|817|77|10|NAME|1.0|1|1
570|словарь|словарей|словарей|NOUN|827|77|20||1.0|9|9
576|словарь|словари|словари|NOUN|835|78|1||1.0|9|9
579|словарь|словари|словари|NOUN|838|79|1||1.0|9|9
588|словарь|словарей|словарей|NOUN|853|80|4||1.0|9|9
590|pymorphy2|pymorphy2|pymorphy2|NAME|857|80|8|NAME|1.0|4|4
595|граммем|граммем|граммем|ABVR|864|80|15|ABVR|1.0|1|1
598|число|число|Число|NOUN|867|81|1||1.0|11|11
599|маркер|маркеров|маркеров|NOUN|868|81|2||2.0|8|8
600|нг|нестандартных граммем|нестандартных граммем|ABVR|869|81|3|ABVR|1.0|2|2
609|слово|слов|слов|NOUN|883|81|17||1.0|33|33
610|маркер|маркера|маркера|NOUN|885|81|19||2.0|8|8
619|маркер|маркеров|маркеров|NOUN|896|82|3||1.0|8|8
620|нг|нестандартных граммем|нестандартных граммем|ABVR|897|82|4|ABVR|1.0|2|2
621|pymorphy2|pymorphy2|pymorphy2|NAME|899|82|6|NAME|1.0|4|4
624|numb|numb|NUMB|UPPR|903|83|1|UPPR|1.0|2|2
625|число|число|число|NOUN|904|83|2||1.0|11|11
626|romn|romn|ROMN|UPPR|905|84|1|UPPR|1.0|2|2
628|число|число|число|NOUN|907|84|3||1.0|11|11
629|unkn|unkn|UNKN|UPPR|908|85|1|UPPR|1.0|1|1
634|слово|слову|слову|NOUN|914|86|2||1.0|33|33
635|выражение|выражений|выражений|NOUN|916|86|4||1.0|12|12
638|данные|данные|данные|NOUN|919|86|7||1.0|11|11
640|numb|numb|NUMB|UPPR|923|86|11|UPPR|1.0|2|2
641|romn|romn|ROMN|UPPR|925|86|13|UPPR|1.0|2|2
644|маркер|маркеры|маркеры|NOUN|929|86|17||1.0|8|8
645|nusr|nusr|NUSR|UPPR|930|87|1|UPPR|1.0|5|5
646|выражение|выражение|выражение|NOUN|931|87|2||1.0|12|12
651|данные|данных|данных|NOUN|937|87|8||1.0|11|11
652|math|math|MATH|UPPR|938|88|1|UPPR|1.0|1|1
653|выражение|выражение|выражение|NOUN|939|88|2||1.0|12|12
657|ключевой|ключевое|ключевое|ADJF|945|89|3||1.0|11|11
658|слово|слово|слово|NOUN|946|89|4||2.0|33|33
661|слово|слов|слов|NOUN|950|89|8||2.0|33|33
663|nusr|nusr|NUSR|UPPR|953|90|3|UPPR|1.0|5|5
664|текст|тексте|тексте|NOUN|956|91|3||1.0|28|28
667|ключевой|ключевое|ключевое|ADJF|961|91|8||1.0|11|11
668|слово|слово|слово|NOUN|962|91|9||1.0|33|33
673|граммема|граммемой|граммемой|NOUN|968|93|2|WIQM|1.0|4|4
674|nusr|nusr|NUSR|WIQM|969|93|3|WIQM|2.0|5|5
675|маркер|маркером|маркером|NOUN|971|93|5||1.0|8|8
676|nusr|nusr|NUSR|UPPR|972|93|6|UPPR|2.0|5|5
677|текст|тексте|тексте|NOUN|976|94|4||1.0|28|28
679|2ф2г|25 февраля 2020 года|25 февраля 2020 года|WIQM|978|94|6|WIQM|3.0|3|3
680|ключевой|ключевое|ключевое|ADJF|980|94|8||1.0|11|11
681|слово|слово|слово|NOUN|981|94|9||1.0|33|33
682|2ф2г|25 февраля 2020 года|25 февраля 2020 года|WIQM|983|94|11|WIQM|3.0|3|3
684|2ф2г|2ф2г|2ф2г|WIQM|986|94|14|WIQM|3.0|3|3
686|wiqm|wiqm|WIQM|WIQM|988|94|16|WIQM|2.0|2|2
687|маркер|маркером|маркером|NOUN|990|94|18||1.0|8|8
688|wiqm|wiqm|WIQM|UPPR|991|94|19|UPPR|2.0|2|2
689|текст|тексте|тексте|NOUN|994|95|3||1.0|28|28
691|ключ|ключе|ключе|NOUN|1000|95|9||1.0|10|10
693|2т|25 тонн|25 тонн|WIQM|1003|95|12|WIQM|2.0|2|2
695|2т|2т|2т|WIQM|1006|95|15|WIQM|2.0|2|2
696|качество|качестве|качестве|NOUN|1009|95|18||2.0|13|13
697|качество|качестве|качестве|NOUN|1011|95|20||2.0|13|13
699|маркер|маркера|маркера|NOUN|1014|95|23||1.0|8|8
700|nusr|nusr|NUSR|WIQM|1017|95|26|WIQM|1.0|5|5
704|слово|словам|словам|NOUN|1023|96|6||1.0|33|33
705|ключ|ключам|ключам|NOUN|1025|96|8||1.0|10|10
713|слово|слова|слова|NOUN|1038|97|13||1.0|33|33
720|ключ|ключей|ключей|NOUN|1046|97|21||1.0|10|10
721|текст|тексте|тексте|NOUN|1048|97|23||1.0|28|28
726|закономерность|закономерности|закономерности|NOUN|1059|98|9|WIQM|1.0|1|1
733|слово|слов|слов|NOUN|1069|99|2||1.0|33|33
738|текст|текстов|текстов|NOUN|1075|100|2||1.0|28|28
743|пнврт|практические наблюдения в результате тестирования|практические наблюдения в результате тестирования|ABVR|1081|100|8|ABVR|1.0|2|2
746|узконаправленных|узконаправленных|узконаправленных|ABVR|1084|101|3|ABVR|1.0|1|1
747|чп|четко позиционирующих|четко позиционирующих|ABVR|1085|101|4|ABVR|1.0|1|1
748|текст|текстов|текстов|NOUN|1086|101|5||1.0|28|28
752|ключ|ключей|ключей|NOUN|1090|101|9||1.0|10|10
753|пнврт|практические наблюдения в результате тестирования|практические наблюдения в результате тестирования|ABVR|1091|101|10|ABVR|1.0|2|2
755|текст|текстов|текстов|NOUN|1093|102|2||1.0|28|28
762|анализ|анализ|Анализ|NOUN|1101|103|1||1.0|8|8
770|текст|текстов|текстов|NOUN|1112|104|2||1.0|28|28
771|шо|широкого охвата|широкого охвата|WIQM|1113|104|3|WIQM|1.0|1|1
785|качество|качества|качества|NOUN|1136|106|11||1.0|13|13
788|текст|текстов|текстов|NOUN|1139|106|14||1.0|28|28
801|качество|качества|качества|NOUN|1156|107|12||1.0|13|13
802|стабилизация|стабилизации|стабилизации|NOUN|1158|107|14|SPEC|1.0|1|1
809|и/или|и/или|и/или|NAME|1168|108|8|NAME|1.0|1|1
820|текст|тексту|тексту|NOUN|1183|110|4||1.0|28|28
821|пн|приведены ниже|приведены ниже|ABVR|1184|110|5|ABVR|1.0|1|1
828|ключ|ключами|ключами|NOUN|1192|110|13||1.0|10|10
829|выражение|выражений|выражений|NOUN|1193|110|14||1.0|12|12
831|данные|данными|данными|NOUN|1196|110|17||1.0|11|11
834|ис|ит-словаря|ИТ-словаря|TITL|1201|110|22|TITL|1.0|1|1
836|данные|данными|данными|NOUN|1204|111|3||1.0|11|11
840|статья|статьи|статьи|NOUN|1209|111|8||1.0|13|13
843|github|github|GitHub|TITL|1215|111|14|TITL|1.0|4|4
845|ал|андрей лабутин|Андрей Лабутин|NAME|1217|112|2|NAME|1.0|1|1
