|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn
99|5/1а|5/1а|5/1А|WLTR|92|5|23|WLTR||8.0||||||||||||||||
