|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
0|россия|россия|Россия|NOUN|1|1|1|SPEC|1.0|8|8
2|давление|давлению|давлению|NOUN|4|1|4||1.0|4|4
3|каракас|каракас|Каракас|NOUN|6|1|6|TITL|1.0|5|5
4|вице-президент|вице-президент|Вице-президент|NOUN|7|2|1||1.0|4|4
5|вдр|венесуэлы делси родригес|Венесуэлы Делси Родригес|NAME|8|2|2|NAME|1.0|2|2
8|мр|мид рф|МИД РФ|UPPR|13|2|7|UPPR|1.0|2|2
9|сл|сергеем лавровым|Сергеем Лавровым|NAME|14|2|8|NAME|1.0|2|2
14|президент|президента|президента|NOUN|20|2|14||1.0|9|9
15|внмвп|венесуэлы николаса мадуро владимиру путину|Венесуэлы Николаса Мадуро Владимиру Путину|NAME|21|2|15|NAME|1.0|1|1
18|россия|россия|Россия|NOUN|26|3|5|SPEC|1.0|8|8
20|венесуэла|венесуэлой|Венесуэлой|NOUN|31|3|10|SPEC|1.0|13|13
23|давление|давлению|давлению|NOUN|35|3|14||1.0|4|4
24|каракас|каракас|Каракас|NOUN|37|3|16|TITL|1.0|5|5
25|вс|вс сша|ВС США|UPPR|41|4|4|UPPR|1.0|5|5
28|куб|кубу|Кубу|NOUN|44|4|7|SPEC|1.0|2|2
29|россия|россию|Россию|NOUN|45|4|8|SPEC|1.0|8|8
30|китай|китай|Китай|NOUN|47|4|10|SPEC|1.0|5|5
32|глава|главы|главы|NOUN|50|4|13||1.0|4|4
33|венесуэла|венесуэлы|Венесуэлы|NOUN|51|4|14|SPEC|1.0|13|13
35|вице-президент|вице-президент|вице-президент|NOUN|53|5|2||1.0|4|4
36|вдр|венесуэлы делси родригес|Венесуэлы Делси Родригес|NAME|54|5|3|NAME|1.0|2|2
40|москва|москву|Москву|NOUN|61|5|10|TITL|1.0|3|3
44|мид|мид|МИД|ABVR|70|5|19|SPEC|1.0|2|2
45|россия|россии|России|NOUN|71|5|20|SPEC|1.0|8|8
