|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
64|родригес|родригес|Родригес|NOUN|95|6|3|TITL|1.0|1|1
71|вице-президент|вице-президент|вице-президент|NOUN|103|6|11||1.0|4|4
72|центральный|центрального|Центрального|ADJF|104|6|12|TITL|1.0|2|2
74|страна|страны|страны|NOUN|106|6|14||1.0|9|9
76|мид|мид|МИД|ABVR|108|6|16|SPEC|1.0|2|2
78|европа|европы|Европы|NOUN|111|6|19|TITL|1.0|1|1
82|мр|мид рф|МИД РФ|UPPR|118|7|7|UPPR|1.0|2|2
83|сл|сергеем лавровым|Сергеем Лавровым|NAME|119|7|8|NAME|1.0|2|2
88|президент|президента|президента|NOUN|126|7|15||1.0|9|9
89|внм|венесуэлы николаса мадуро|Венесуэлы Николаса Мадуро|NAME|127|7|16|NAME|1.0|3|3
91|лидер|лидеру|лидеру|NOUN|129|7|18||1.0|6|6
92|вп|владимиру путину|Владимиру Путину|NAME|130|7|19|NAME|1.0|2|2
97|президент|президента|президента|NOUN|138|8|8||2.0|9|9
98|мадуро|мадуро|Мадуро|TITL|139|8|9|TITL|1.0|7|7
99|президент|президенту|президенту|NOUN|140|8|10||2.0|9|9
100|вп|владимиру путину|Владимиру Путину|NAME|141|8|11|NAME|1.0|2|2
109|страна|стране|стране|NOUN|157|8|27||1.0|9|9
110|рф|рф|РФ|NOUN|158|9|1|UPPR|1.0|1|1
121|сша|сша|США|NOUN|179|10|6|SPEC|1.0|14|14
123|венесуэла|венесуэлы|Венесуэлы|NOUN|182|10|9|SPEC|1.0|13|13
125|москва|москве|Москве|NOUN|184|10|11|TITL|1.0|3|3
126|каракас|каракасу|Каракасу|NOUN|186|10|13|TITL|1.0|5|5
133|россия|россия|Россия|NOUN|196|11|5|SPEC|1.0|8|8
135|венесуэла|венесуэлой|Венесуэлой|NOUN|201|11|10|SPEC|1.0|13|13
138|давление|давлению|давлению|NOUN|205|11|14||1.0|4|4
139|каракас|каракас|Каракас|NOUN|207|11|16|TITL|1.0|5|5
142|мп|международного права|международного права|ABVR|216|12|9|ABVR|1.0|1|1
158|давление|давления|давления|NOUN|240|12|33||1.0|4|4
160|сд|следующий день|Следующий день|WIQM|243|13|1|WIQM|1.0|3|3
161|глава|глава|глава|NOUN|246|14|3||2.0|4|4
162|южный|южного|Южного|ADJF|247|14|4|TITL|1.0|4|4
163|командование|командования|командования|NOUN|248|14|5||1.0|4|4
164|вс|вс сша|ВС США|UPPR|249|14|6|UPPR|1.0|5|5
166|вмс|вмс|ВМС|ABVR|251|14|8|SPEC|1.0|1|1
167|кф|крейг фаллер|Крейг Фаллер|NAME|252|14|9|NAME|1.0|1|1
177|нм|николаса мадуро|Николаса Мадуро|NAME|266|14|23|NAME|1.0|3|3
180|куб|кубу|Кубу|NOUN|270|14|27|SPEC|1.0|2|2
181|россия|россию|Россию|NOUN|271|14|28|SPEC|1.0|8|8
182|китай|китай|Китай|NOUN|273|14|30|SPEC|1.0|5|5
184|глава|главы|главы|NOUN|276|14|33||2.0|4|4
185|венесуэла|венесуэлы|Венесуэлы|NOUN|277|14|34|SPEC|1.0|13|13
192|сша|сша|США|NOUN|285|15|8|SPEC|1.0|14|14
195|сд|следующему дню|следующему дню|WIQM|290|15|13|WIQM|1.0|3|3
196|изолированный|изолированный|изолированный|ADJF|296|15|19|WIQM|1.0|1|1
197|президент|президент|президент|NOUN|297|15|20||1.0|9|9
198|внм|венесуэлы николас мадуро|Венесуэлы Николас Мадуро|NAME|298|15|21|NAME|1.0|3|3
203|militarytimes.com|militarytimes.com|Militarytimes.com|TITL|307|16|5|TITL|1.0|2|2
204|фаллер|фаллер|Фаллер|TITL|310|17|3|TITL|1.0|4|4
207|пд|постоянное давление|постоянное давление|WIQM|316|17|9|WIQM|1.0|1|1
208|нр|незаконный режим|незаконный режим|WIQM|318|17|11|WIQM|1.0|2|2
210|гу|гуманитарные усилия|гуманитарные усилия|WIQM|321|17|14|WIQM|1.0|1|1
214|венесуэльский|венесуэльского|венесуэльского|ADJF|329|18|8||1.0|5|5
215|сд|следующего дня|следующего дня|WIQM|330|18|9|WIQM|1.0|3|3
217|фаллер|фаллер|Фаллер|TITL|332|18|11|TITL|1.0|4|4
224|южный|южным|Южным|ADJF|342|19|5|TITL|1.0|4|4
225|командование|командованием|командованием|NOUN|343|19|6||1.0|4|4
226|вс|вс сша|ВС США|UPPR|344|19|7|UPPR|1.0|5|5
228|рдж|рио-де-жанейро|Рио-де-Жанейро|TITL|347|19|10|TITL|1.0|1|1
231|морской|морские|морские|ADJF|351|19|14||1.0|4|4
241|фаллер|фаллер|Фаллер|TITL|367|20|2|TITL|1.0|4|4
245|сша|сша|США|NOUN|372|20|7|SPEC|1.0|14|14
249|китай|китая|Китая|NOUN|377|20|12|SPEC|1.0|5|5
250|бразилия|бразилии|Бразилии|NOUN|379|20|14|SPEC|1.0|1|1
257|страна|стране|стране|NOUN|388|21|9||1.0|9|9
260|ювс|юк вс сша|ЮК ВС США|UPPR|391|22|3|UPPR|1.0|3|3
261|страна|страны|страны|NOUN|392|22|4||1.0|9|9
262|центральный|центральной|Центральной|ADJF|393|22|5|TITL|1.0|2|2
263|юа|южной америки|Южной Америки|NAME|395|22|7|NAME|1.0|1|1
266|атлантический|атлантического|Атлантического|ADJF|398|22|10|TITL|1.0|1|1
267|тихий|тихого|Тихого|ADJF|400|22|12|TITL|1.0|1|1
274|венесуэла|венесуэлы|Венесуэлы|NOUN|410|23|9|SPEC|1.0|13|13
276|нм|николаса мадуро|Николаса Мадуро|NAME|413|23|12|NAME|1.0|3|3
278|морской|морские|морские|ADJF|416|23|15||1.0|4|4
280|сша|сша|США|NOUN|418|23|17|SPEC|1.0|14|14
283|страна|страну|страну|NOUN|422|23|21||1.0|9|9
286|вице-президент|вице-президент|вице-президент|NOUN|425|24|3||1.0|4|4
287|венесуэльский|венесуэльской|Венесуэльской|ADJF|426|24|4|TITL|1.0|5|5
290|дк|диосдадо кабелло|Диосдадо Кабелло|NAME|429|24|7|NAME|1.0|1|1
296|сп|сан-паулу|Сан-Паулу|NAME|439|24|17|NAME|1.0|1|1
298|морской|морские|морские|ADJF|443|25|4||1.0|4|4
300|сша|сша|США|NOUN|445|25|6|SPEC|1.0|14|14
301|св|скорее всего|скорее всего|WIQM|446|25|7|WIQM|1.0|2|2
303|венесуэла|венесуэлу|Венесуэлу|NOUN|449|25|10|SPEC|1.0|13|13
306|страна|страна|страна|NOUN|459|26|5||1.0|9|9
309|американский|американские|американские|ADJF|470|26|16||1.0|5|5
310|морской|морские|морские|ADJF|471|26|17||1.0|4|4
316|венесуэла|венесуэлы|Венесуэлы|NOUN|482|28|6|SPEC|1.0|13|13
319|кабелло|кабелло|Кабелло|TITL|485|28|9|TITL|1.0|2|2
321|reuters|reuters|Reuters|TITL|487|28|11|TITL|1.0|2|2
324|кабелло|кабелло|Кабелло|TITL|491|29|4|TITL|1.0|2|2
329|мадуро|мадуро|Мадуро|TITL|497|29|10|TITL|1.0|7|7
331|учредительный|учредительное|Учредительное|ADJF|500|29|13|TITL|1.0|1|1
338|венесуэла|венесуэле|Венесуэле|NOUN|510|29|23|SPEC|1.0|13|13
342|лидер|лидера|лидера|NOUN|514|30|4||1.0|6|6
343|венесуэльский|венесуэльских|венесуэльских|ADJF|515|30|5||2.0|5|5
347|венесуэльский|венесуэльским|венесуэльским|ADJF|521|30|11||2.0|5|5
348|истребитель|истребителем|истребителем|NOUN|522|30|12|SPEC|1.0|3|3
349|су-30|су-30|Су-30|DSNU|523|30|13|DSNU|1.0|1|1
350|американский|американского|американского|ADJF|524|30|14||1.0|5|5
352|ep-3|ep-3|EP-3|DSNU|526|30|16|DSNU|1.0|4|4
356|венесуэльский|венесуэльский|Венесуэльский|ADJF|531|31|1||1.0|5|5
357|истребитель|истребитель|истребитель|NOUN|532|31|2|SPEC|1.0|3|3
360|ювс|юк вс сша|ЮК ВС США|UPPR|536|31|6|UPPR|1.0|3|3
363|200м|200 милях|200 милях|NUSR|541|31|11|NUSR|1.0|1|1
365|каракас|каракаса|Каракаса|NOUN|545|31|15|TITL|1.0|5|5
367|южный|южного|Южного|ADJF|548|32|3|TITL|1.0|4|4
368|командование|командования|командования|NOUN|549|32|4||1.0|4|4
369|вс|вс сша|ВС США|UPPR|550|32|5|UPPR|1.0|5|5
370|су-30мк2v|су-30мк2v|Су-30МК2V|DSNU|551|32|6|DSNU|1.0|1|1
371|ввс|ввс|ВВС|ABVR|552|32|7|SPEC|1.0|1|1
372|венесуэла|венесуэлы|Венесуэлы|NOUN|553|32|8|SPEC|1.0|13|13
373|нс|настойчиво следил|настойчиво следил|WIQM|554|32|9|WIQM|1.0|1|1
374|американский|американским|американским|ADJF|556|32|11||1.0|5|5
375|самолет|самолетом|самолетом|NOUN|557|32|12|SPEC|1.0|3|3
376|нр|небезопасном расстоянии|небезопасном расстоянии|WIQM|559|32|14|WIQM|1.0|2|2
378|ep-3|ep-3|EP-3|DSNU|564|32|19|DSNU|1.0|4|4
379|сша|сша|США|NOUN|565|32|20|SPEC|1.0|14|14
382|международный|международном|международном|ADJF|569|32|24||1.0|4|4
385|карибский|карибским|Карибским|ADJF|573|32|28|TITL|1.0|2|2
390|ювс|юк вс сша|ЮК ВС США|UPPR|580|33|6|UPPR|1.0|3|3
396|истребитель|истребитель|истребитель|NOUN|588|33|14|SPEC|1.0|3|3
401|ep-3|ep-3|EP-3|DSNU|594|33|20|DSNU|2.0|4|4
404|международный|международном|международном|ADJF|599|33|25||1.0|4|4
417|ep-3|ep-3|EP-3|DSNU|615|33|41|DSNU|2.0|4|4
419|штат|штаты|Штаты|NOUN|617|34|2|TITL|1.0|1|1
421|militarytimes.com|militarytimes.com|Militarytimes.com|TITL|619|34|4|TITL|1.0|2|2
426|карибский|карибское|Карибское|ADJF|629|34|14|TITL|1.0|2|2
429|корабль|кораблей|кораблей|NOUN|633|34|18|SPEC|1.0|1|1
430|самолет|самолетов|самолетов|NOUN|635|34|20|SPEC|1.0|3|3
435|самолет|самолетов|самолетов|NOUN|644|35|3|SPEC|1.0|3|3
436|сша|сша|США|NOUN|646|35|5|SPEC|2.0|14|14
440|россия|россией|Россией|NOUN|653|35|12|SPEC|1.0|8|8
441|китай|китаем|Китаем|NOUN|655|35|14|SPEC|1.0|5|5
447|сша|сша|США|NOUN|666|35|25|SPEC|2.0|14|14
453|южный|южное|Южное|ADJF|676|37|4|TITL|1.0|4|4
454|командование|командование|командование|NOUN|677|37|5||1.0|4|4
455|вс|вс сша|ВС США|UPPR|678|37|6|UPPR|1.0|5|5
457|мадуро|мадуро|Мадуро|TITL|680|37|8|TITL|1.0|7|7
466|международный|международным|международным|ADJF|691|37|19||2.0|4|4
468|нинд|неспровоцированные и неоправданные действия|неспровоцированные и неоправданные действия|WIQM|695|37|23|WIQM|1.0|1|1
471|сша|сша|США|NOUN|698|37|26|SPEC|1.0|14|14
473|страна|стран|стран|NOUN|701|37|29||1.0|9|9
477|международный|международном|международном|ADJF|706|37|34||2.0|4|4
481|сша|сша|США|NOUN|711|38|3|SPEC|2.0|14|14
482|венесуэла|венесуэлой|Венесуэлой|NOUN|713|38|5|SPEC|1.0|13|13
484|сша|сша|США|NOUN|718|38|10|SPEC|2.0|14|14
486|хг|хуана гуайдо|Хуана Гуайдо|NAME|720|38|12|NAME|1.0|3|3
487|лидер|лидера|лидера|NOUN|721|38|13||1.0|6|6
488|национальный|национальной|Национальной|ADJF|722|38|14|TITL|1.0|1|1
490|белый|белый|Белый|ADJF|727|38|19|TITL|1.0|2|2
495|президент|президента|президента|NOUN|732|38|24||1.0|9|9
496|внм|венесуэлы николаса мадуро|Венесуэлы Николаса Мадуро|NAME|733|38|25|NAME|1.0|3|3
498|дт|дональда трампа|Дональда Трампа|NAME|735|39|2|NAME|1.0|2|2
501|мадуро|мадуро|Мадуро|TITL|738|39|5|TITL|1.0|7|7
503|2018г|2018 года|2018 года|NUSR|741|39|8|NUSR|1.0|2|2
506|лидер|лидера|лидера|NOUN|746|39|13||1.0|6|6
517|президент|президента|президента|NOUN|763|40|7||1.0|9|9
518|хг|хуана гуайдо|Хуана Гуайдо|NAME|764|40|8|NAME|1.0|3|3
520|лидер|лидером|лидером|NOUN|766|40|10||1.0|6|6
521|венесуэла|венесуэлы|Венесуэлы|NOUN|767|40|11|SPEC|1.0|13|13
523|2018г|2018 года|2018 года|NUSR|770|41|3|NUSR|1.0|2|2
524|президент|президент|президент|NOUN|771|41|4||1.0|9|9
525|дт|дональд трамп|Дональд Трамп|NAME|772|41|5|NAME|1.0|2|2
528|мадуро|мадуро|Мадуро|TITL|776|41|9|TITL|1.0|7|7
541|западный|западном|Западном|ADJF|801|42|9|TITL|1.0|1|1
544|хг|хуана гуайдо|Хуана Гуайдо|NAME|804|42|12|NAME|1.0|3|3
546|лидер|лидера|лидера|NOUN|807|42|15||1.0|6|6
547|венесуэла|венесуэлы|Венесуэлы|NOUN|808|42|16|SPEC|1.0|13|13
549|мадуро|мадуро|Мадуро|TITL|810|43|2|TITL|1.0|7|7
551|глава|главу|главу|NOUN|813|43|5||1.0|4|4
554|сша|сша|США|NOUN|816|43|8|SPEC|1.0|14|14
555|россия|россия|Россия|NOUN|817|44|1|SPEC|1.0|8|8
556|китай|китай|Китай|NOUN|818|44|2|SPEC|1.0|5|5
557|турция|турция|Турция|NOUN|819|44|3|SPEC|1.0|1|1
560|страна|стран|стран|NOUN|823|44|7||1.0|9|9
562|мадуро|мадуро|Мадуро|TITL|825|44|9|TITL|1.0|7|7
564|президент|президента|президента|NOUN|828|44|12||1.0|9|9
565|москва|москве|Москве|NOUN|830|45|2|TITL|1.0|3|3
567|пс|президентский статус|президентский статус|WIQM|833|45|5|WIQM|1.0|1|1
568|гуайдо|гуайдо|Гуайдо|TITL|834|45|6|TITL|1.0|1|1
570|нм|николаса мадуро|Николаса Мадуро|NAME|838|46|3|NAME|1.0|3|3
572|сша|сша|США|NOUN|843|46|8|SPEC|1.0|14|14
578|страна|страну|страну|NOUN|852|46|17||1.0|9|9
580|газете.ru|газете.ru|Газете.Ru|CLIV|854|47|2|CLIV|1.0|1|1
583|центр|центра|Центра|NOUN|857|47|5|TITL|1.0|1|1
586|км|константин макиенко|Константин Макиенко|NAME|861|47|9|NAME|1.0|1|1
593|сша|сша|США|NOUN|874|48|13|SPEC|1.0|14|14
601|американский|американские|американские|ADJF|888|49|4||1.0|5|5
605|ближний|ближнем|Ближнем|NOUN|894|49|10|TITL|1.0|1|1
606|св|среднем востоке|Среднем Востоке|NAME|896|49|12|NAME|1.0|2|2
611|вьетнам|вьетнама|Вьетнама|NOUN|906|50|10|SPEC|1.0|1|1
614|американский|американских|американских|ADJF|911|50|15||1.0|5|5
617|армия|армия|Армия|NOUN|914|51|2|CLIV|1.0|2|2
