|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|андрей|андрей|Андрей|NOUN|1|1|1||1|1.0
1|клепач|клепач|Клепач|TITL|2|1|2|TITL|2|1.0
2|призвал|призвал|призвал|VERB|4|1|4||2|1.0
3|смотреть|смотреть|смотреть|INFN|5|1|5||2|1.0
4|сектор|сектор|сектор|NOUN|7|1|7||2|1.0
5|опк|опк|ОПК|ABVR|8|1|8|SPEC|4|1.0
6|не|не|не|PRCL|9|1|9||3|1.0
7|производитель|производителей|производителей|NOUN|13|1|13||2|1.0
8|оборонный|оборонной|оборонной|ADJF|14|1|14||2|1.0
9|продукция|продукции|продукции|NOUN|15|1|15||2|1.0
10|значительный|значительную|значительную|ADJF|20|1|20||2|1.0
11|часть|часть|часть|NOUN|21|1|21||2|1.0
12|промышленность|промышленности|промышленности|NOUN|22|1|22||3|1.0
13|экономика|экономики|экономики|NOUN|24|1|24||3|1.0
14|москва|москва|МОСКВА|NOUN|25|1|25|UPPR|1|1.0
15|12 июля|12 июля|12 июля|NUSR|26|1|26|NUSR|1|1.0
16|тасс|тасс|ТАСС|NOUN|27|2|1|WIQM|2|1.0
17|30 до 40%|30 до 40%|30 до 40%|NUSR|29|3|2|NUSR|1|1.0
18|новый|новых|новых|ADJF|30|3|3||2|1.0
19|технология|технологий|технологий|NOUN|31|3|4||2|1.0
20|связан|связаны|связаны|PRTS|32|3|5||2|1.0
21|разработка|разработками|разработками|NOUN|34|3|7||3|1.0
22|исследование|исследованиями|исследованиями|NOUN|36|3|9||2|1.0
23|военно-промышленный|военно-промышленном|военно-промышленном|ADJF|38|3|11||2|1.0
24|комплекс|комплексе|комплексе|NOUN|39|3|12|SPEC|3|1.0
25|сообщил|сообщил|сообщил|VERB|40|3|13||1|1.0
26|интервью|интервью|интервью|NOUN|42|3|15||1|1.0
27|тасс|тасс|ТАСС|NOUN|43|3|16|UPPR|2|1.0
28|портал|порталу|порталу|NOUN|45|3|18||1|1.0
29|бр|будущее россии|Будущее России|NAME|46|3|19|NAME|1|1.0
30|национальный|национальные|Национальные|ADJF|47|4|1||1|1.0
31|проект|проекты|проекты|NOUN|48|4|2||1|1.0
32|заместитель|заместитель|заместитель|NOUN|49|4|3||1|1.0
33|председатель|председателя|председателя|NOUN|50|4|4||1|1.0
34|вр|вэб.рф|ВЭБ.РФ|ABVR|51|4|5|ABVR|2|1.0
35|ак|андрей клепач|Андрей Клепач|NAME|52|4|6|NAME|1|1.0
36|экспертный|экспертной|экспертной|ADJF|55|5|3||1|1.0
37|оценка|оценке|оценке|NOUN|56|5|4||1|1.0
38|до 30-40%|до 30-40%|до 30-40%|NUSR|58|5|6|NUSR|1|1.0
39|новый|новых|новых|ADJF|59|5|7||2|1.0
40|технология|технологий|технологий|NOUN|60|5|8||2|1.0
41|связан|связаны|связаны|PRTS|64|5|12||2|1.0
42|исследование|исследованиями|исследованиями|NOUN|66|5|14||2|1.0
43|разработка|разработками|разработками|NOUN|68|5|16||3|1.0
44|военно-промышленный|военно-промышленном|военно-промышленном|ADJF|70|5|18||2|1.0
45|комплекс|комплексе|комплексе|NOUN|71|5|19|SPEC|3|1.0
46|широкий|широкий|широкий|ADJF|74|6|3||2|1.0
47|спектр|спектр|спектр|NOUN|75|6|4||1|1.0
48|не|не|не|PRCL|77|6|6||3|1.0
49|гражданский|гражданские|гражданские|ADJF|79|6|8||1|1.0
50|самолет|самолеты|самолеты|NOUN|80|6|9|SPEC|1|1.0
51|мс-21|мс-21|МС-21|DSNU|81|6|10|DSNU|1|1.0
52|superjet|superjet|Superjet|TITL|85|6|14|TITL|1|1.0
53|система|системы|системы|NOUN|87|7|2||1|1.0
54|называемый|называемого|называемого|PRTF|89|7|4||1|1.0
55|уг|умного города|умного города|WIQM|90|7|5|WIQM|2|1.0
56|точка|точки|точки|NOUN|92|7|7||1|1.0
57|зрение|зрения|зрения|NOUN|93|7|8||1|1.0
58|освещение|освещения|освещения|NOUN|94|7|9||1|1.0
59|оптимизация|оптимизации|оптимизации|NOUN|95|7|10||1|1.0
60|расход|расходов|расходов|NOUN|96|7|11||1|1.0
61|жкх|жкх|ЖКХ|NOUN|97|7|12|UPPR|1|1.0
62|котельный|котельных|котельных|ADJF|98|7|13||1|1.0
63|прибор|приборов|приборов|NOUN|99|7|14|SPEC|1|1.0
64|управление|управления|управления|NOUN|100|7|15||1|1.0
65|транспортный|транспортным|транспортным|ADJF|101|7|16||1|1.0
66|движение|движением|движением|NOUN|102|7|17||1|1.0
67|безопасность|безопасности|безопасности|NOUN|103|7|18||1|1.0
68|улица|улицах|улицах|NOUN|105|7|20||1|1.0
69|распознавание|распознавания|распознавания|NOUN|106|7|21||1|1.0
70|разный|разных|разных|ADJF|107|7|22||1|1.0
71|ситуация|ситуаций|ситуаций|NOUN|108|7|23||1|1.0
72|делаю|делают|делают|VERB|111|8|3||1|1.0
73|разрабатываю|разрабатывают|разрабатывают|VERB|113|8|5||1|1.0
74|предприятие|предприятия|предприятия|NOUN|114|8|6|SPEC|2|1.0
75|опк|опк|ОПК|ABVR|115|8|7|SPEC|4|1.0
76|сказал|сказал|сказал|VERB|116|8|8||1|1.0
77|слово|словам|словам|NOUN|120|9|3||1|1.0
78|зампред|зампреда|зампреда|NOUN|121|9|4||1|1.0
79|вр|вэб.рф|ВЭБ.РФ|ABVR|122|9|5|ABVR|2|1.0
