|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
223|1855 года|1855 года|1855 года|NUSR|323|15|21|NUSR|1|1.0|1
225|москва|москвы|Москвы|NOUN|325|16|2|TITL|2|1.0|2
227|юк|южные курилы|Южные Курилы|NAME|330|16|7|NAME|4|1.0|4
230|ссср|ссср|СССР|ABVR|334|16|11|SPEC|1|1.0|1
232|второй|второй|Второй|ADJF|337|16|14|TITL|2|1.0|2
235|российский|российский|российский|ADJF|341|16|18||8|1.0|8
243|2 августа|2 августа|2 августа|NUSR|351|17|1|NUSR|1|1.0|1
244|остров|остров|остров|NOUN|352|17|2||4|1.0|4
245|итуруп|итуруп|Итуруп|NOUN|353|17|3|TITL|2|1.0|2
248|рф|рф|РФ|NOUN|356|17|6|UPPR|2|1.0|2
249|дм|дмитрий медведев|Дмитрий Медведев|NAME|357|17|7|NAME|1|1.0|1
