|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
146|диалог|диалога|диалога|NOUN|215|11|34||1|1.0
147|заявил|заявила|заявила|VERB|216|11|35||4|1.0
148|захарова|захарова|Захарова|NOUN|217|11|36|TITL|4|1.0
149|6 августа|6 августа|6 августа|NUSR|218|12|1|NUSR|1|1.0
150|посол|посол|посол|NOUN|219|12|2||1|1.0
151|ятк|японии тоёхиса кодзуки|Японии Тоёхиса Кодзуки|NAME|220|12|3|NAME|1|1.0
152|приглашен|приглашен|приглашен|PRTS|222|12|5||1|1.0
153|мид|мид|МИД|ABVR|224|12|7|SPEC|1|1.0
154|россия|россии|России|NOUN|225|12|8|SPEC|6|2.0
155|замглавы|замглавы|замглавы|NOUN|227|12|10||1|1.0
156|российский|российского|российского|ADJF|228|12|11||8|1.0
157|внешнеполитический|внешнеполитического|внешнеполитического|ADJF|229|12|12||1|1.0
158|ведомство|ведомства|ведомства|NOUN|230|12|13||1|1.0
159|им|игорь моргулов|Игорь Моргулов|NAME|231|12|14|NAME|1|1.0
160|обратил|обратил|обратил|VERB|232|12|15||2|1.0
161|внимание|внимание|внимание|NOUN|234|12|17||2|1.0
162|неприемлемость|неприемлемость|неприемлемость|NOUN|236|12|19||1|1.0
163|протест|протестов|протестов|NOUN|237|12|20||3|1.0
164|токио|токио|Токио|NOUN|238|12|21|TITL|7|1.0
165|связь|связи|связи|NOUN|240|12|23||1|1.0
166|действие|действиями|действиями|NOUN|242|12|25||1|1.0
167|россия|россии|России|NOUN|243|12|26|SPEC|6|2.0
168|юк|южных курилах|Южных Курилах|NAME|245|12|28|NAME|4|1.0
169|российский|российской|российской|ADJF|247|13|2||8|2.0
170|сторона|стороны|стороны|NOUN|248|13|3||1|1.0
171|акцентирован|акцентировано|акцентировано|PRTS|250|13|5||1|1.0
172|комментарий|комментарии|комментарии|NOUN|252|13|7||1|1.0
173|официальный|официального|официального|ADJF|253|13|8||6|1.0
174|токио|токио|Токио|NOUN|254|13|9|TITL|7|1.0
175|повод|поводу|поводу|NOUN|256|13|11||1|1.0
176|посещение|посещений|посещений|NOUN|257|13|12||1|1.0
177|район|района|района|NOUN|259|13|14||1|1.0
178|сахалинский|сахалинской|Сахалинской|ADJF|260|13|15|TITL|3|1.0
179|область|области|области|NOUN|261|13|16||3|1.0
180|представитель|представителями|представителями|NOUN|262|13|17||4|1.0
181|российский|российского|российского|ADJF|263|13|18||8|2.0
182|руководство|руководства|руководства|NOUN|264|13|19||2|1.0
183|проведение|проведения|проведения|NOUN|267|13|22||1|1.0
184|различный|различных|различных|ADJF|269|13|24||1|1.0
185|мероприятие|мероприятий|мероприятий|NOUN|270|13|25||3|1.0
186|число|числе|числе|NOUN|273|13|28||2|1.0
187|социально-экономический|социально-экономической|социально-экономической|ADJF|274|13|29||2|1.0
188|оборонный|оборонной|оборонной|ADJF|276|13|31||1|1.0
189|направленность|направленности|направленности|NOUN|277|13|32||1|1.0
190|граничу|граничат|граничат|VERB|278|13|33||1|1.0
191|попытка|попыткой|попыткой|NOUN|280|13|35||1|1.0
192|вмешательство|вмешательства|вмешательства|NOUN|281|13|36||1|1.0
193|внутренний|внутренние|внутренние|ADJF|283|13|38||1|1.0
194|дел|дела|дела|VERB|284|13|39||1|1.0
195|россия|россии|России|NOUN|285|13|40|SPEC|6|1.0
196|говорюсь|говорится|говорится|VERB|286|13|41||1|1.0
197|сообщение|сообщении|сообщении|NOUN|288|13|43||1|1.0
198|мр|мид рф|МИД РФ|UPPR|289|13|44|UPPR|3|1.0
199|кодзуки|кодзуки|Кодзуки|UNKN|290|14|1|UNKN|1|1.0
200|обещал|обещал|обещал|VERB|291|14|2||1|1.0
201|сообщить|сообщить|сообщить|INFN|292|14|3||1|1.0
202|сделанный|сделанном|сделанном|PRTF|294|14|5||1|1.0
203|представление|представлении|представлении|NOUN|296|14|7||1|1.0
204|токио|токио|Токио|NOUN|298|14|9|TITL|7|1.0
205|заявил|заявили|заявили|VERB|299|14|10||4|1.0
206|смоленский|смоленской|Смоленской|ADJF|301|14|12|TITL|1|1.0
207|площадь|площади|площади|NOUN|302|14|13||1|1.0
208|япония|япония|Япония|NOUN|303|15|1|SPEC|2|1.0
209|претендую|претендует|претендует|VERB|304|15|2||1|1.0
210|четыре|четыре|четыре|NUMR|306|15|4||1|1.0
211|южный|южных|южных|ADJF|307|15|5||1|1.0
212|остров|острова|острова|NOUN|308|15|6||4|1.0
213|курильский|курильской|Курильской|ADJF|309|15|7|TITL|2|1.0
214|гряда|гряды|гряды|NOUN|310|15|8||1|1.0
215|итуруп|итуруп|Итуруп|NOUN|311|15|9|TITL|2|1.0
216|кунашир|кунашир|Кунашир|NOUN|312|15|10|TITL|2|1.0
217|шикотан|шикотан|Шикотан|NOUN|313|15|11|TITL|1|1.0
218|хабомаи|хабомаи|Хабомаи|TITL|315|15|13|TITL|1|1.0
219|ссылаясь|ссылаясь|ссылаясь|GRND|316|15|14||1|1.0
220|трактат|трактат|Трактат|NOUN|318|15|16|TITL|1|1.0
221|торговля|торговле|торговле|NOUN|320|15|18||1|1.0
222|граница|границах|границах|NOUN|322|15|20||1|1.0
223|1855 года|1855 года|1855 года|NUSR|323|15|21|NUSR|1|1.0
224|позиция|позиция|Позиция|NOUN|324|16|1||1|1.0
225|москва|москвы|Москвы|NOUN|325|16|2|TITL|2|1.0
226|состою|состоит|состоит|VERB|326|16|3||1|1.0
227|юк|южные курилы|Южные Курилы|NAME|330|16|7|NAME|4|1.0
228|вошёл|вошли|вошли|VERB|331|16|8||1|1.0
229|состав|состав|состав|NOUN|333|16|10||1|1.0
230|ссср|ссср|СССР|ABVR|334|16|11|SPEC|1|1.0
231|итог|итогам|итогам|NOUN|336|16|13||2|1.0
232|второй|второй|Второй|ADJF|337|16|14|TITL|2|1.0
233|мировой|мировой|мировой|NOUN|338|16|15||2|1.0
234|война|войны|войны|NOUN|339|16|16||2|1.0
235|российский|российский|российский|ADJF|341|16|18||8|1.0
236|суверенитет|суверенитет|суверенитет|NOUN|342|16|19||3|1.0
237|имеющий|имеющий|имеющий|PRTF|345|16|22||1|1.0
238|международно-правовой|международно-правовое|международно-правовое|ADJF|346|16|23||1|1.0
239|оформление|оформление|оформление|NOUN|347|16|24||1|1.0
240|сомнение|сомнению|сомнению|NOUN|348|16|25||1|1.0
241|не|не|не|PRCL|349|16|26||2|1.0
242|подлежу|подлежит|подлежит|VERB|350|16|27||1|1.0
243|2 августа|2 августа|2 августа|NUSR|351|17|1|NUSR|1|1.0
244|остров|остров|остров|NOUN|352|17|2||4|1.0
245|итуруп|итуруп|Итуруп|NOUN|353|17|3|TITL|2|1.0
246|посетил|посетил|посетил|VERB|354|17|4||1|1.0
247|премьер|премьер|премьер|NOUN|355|17|5||1|1.0
248|рф|рф|РФ|NOUN|356|17|6|UPPR|2|1.0
249|дм|дмитрий медведев|Дмитрий Медведев|NAME|357|17|7|NAME|1|1.0
