|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|цамто|цамто|ЦАМТО|UPPR|1|1|1|UPPR|1|1.0
1|16.08|16 августа|16 августа|NUSR|2|1|2|NUSR|1|1.0
2|100е|100 ед|100 ед|NUSR|4|2|2|NUSR|1|1.0
3|военный|военной|военной|ADJF|5|2|3||5|2.0
4|техника|техники|техники|NOUN|6|2|4|SPEC|3|1.0
5|поступил|поступило|поступило|VERB|7|2|5||2|1.0
6|центральный|центральный|Центральный|ADJF|9|2|7|TITL|2|1.0
7|военный|военный|военный|NOUN|10|2|8||5|2.0
8|округа|округ|округ|NOUN|11|2|9||4|1.0
9|начал|начала|начала|VERB|13|2|11||2|1.0
10|августа|августа|августа|NOUN|14|2|12||2|1.0
11|сообщил|сообщил|сообщил|VERB|15|2|13||1|1.0
12|командующий|командующий|командующий|NOUN|16|2|14||1|1.0
13|войско|войсками|войсками|NOUN|17|2|15||1|1.0
14|цво|цво|ЦВО|UPPR|18|2|16|UPPR|2|1.0
15|генерал-полковник|генерал-полковник|генерал-полковник|NOUN|19|2|17||1|1.0
16|ал|александр лапин|Александр Лапин|NAME|20|2|18|NAME|2|1.0
17|начал|начала|начала|VERB|22|3|2||2|1.0
18|августа|августа|августа|NOUN|23|3|3||2|1.0
19|вооружение|вооружение|вооружение|NOUN|25|3|5||2|1.0
20|соединение|соединений|соединений|NOUN|26|3|6||2|1.0
21|часть|частей|частей|NOUN|28|3|8||2|1.0
22|округа|округа|округа|NOUN|29|3|9||4|1.0
23|поступил|поступили|поступили|VERB|30|3|10||2|1.0
24|109е|109 ед|109 ед|NUSR|31|3|11|NUSR|1|1.0
25|техника|техники|техники|NOUN|32|3|12|SPEC|3|1.0
26|различный|различной|различной|ADJF|33|3|13||1|1.0
27|номенклатура|номенклатуры|номенклатуры|NOUN|34|3|14||1|1.0
28|заявил|заявил|заявил|VERB|35|3|15||1|1.0
29|ал|а.лапин|А.Лапин|FLNM|36|3|16|FLNM|2|1.0
30|пресс-служба|пресс-службе|пресс-службе|NOUN|38|4|2||2|1.0
31|уточнил|уточнили|уточнили|VERB|39|4|3||1|1.0
32|число|числе|числе|NOUN|43|4|7||1|1.0
33|модернизированный|модернизированные|модернизированные|ADJF|44|4|8||1|1.0
34|радиолокационный|радиолокационные|радиолокационные|ADJF|45|4|9||1|1.0
