|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
293|государственный|государственной|государственной|ADJF|430|30|2||15|1.0|15
294|политик|политики|политики|NOUN|431|30|3||9|1.0|9
296|наука|науки|науки|NOUN|434|30|6||15|1.0|15
297|промышленность|промышленности|промышленности|NOUN|436|30|8||5|1.0|5
301|нынешний|нынешней|нынешней|ADJF|440|30|12||4|1.0|4
303|экономика|экономики|экономики|NOUN|442|30|14||8|1.0|8
304|россия|россии|России|NOUN|443|30|15|SPEC|4|1.0|4
306|опк|опк|ОПК|ABVR|447|30|19|SPEC|14|1.0|14
309|снижение|снижение|снижение|NOUN|451|31|2||4|1.0|4
310|уровень|уровня|уровня|NOUN|452|31|3||16|2.0|16
312|система|системы|системы|NOUN|454|31|5||7|1.0|7
316|аппарат|аппарата|аппарата|NOUN|458|31|9|SPEC|1|1.0|1
319|уровень|уровне|уровне|NOUN|466|31|17||16|2.0|16
332|нынешний|нынешних|нынешних|ADJF|486|33|13||4|1.0|4
337|дфу|дмитрий федорович устинов|Дмитрий Федорович Устинов|NAME|495|33|22|NAME|1|1.0|1
338|епс|ефим павлович славский|Ефим Павлович Славский|NAME|496|33|23|NAME|1|1.0|1
339|саз|сергей алексеевич зверев|Сергей Алексеевич Зверев|NAME|497|33|24|NAME|1|1.0|1
340|вдк|валерий дмитриевич калмыков|Валерий Дмитриевич Калмыков|NAME|498|33|25|NAME|1|1.0|1
341|псп|петр степанович плешаков|Петр Степанович Плешаков|NAME|499|33|26|NAME|1|1.0|1
342|аиш|александр иванович шокин|Александр Иванович Шокин|NAME|500|33|27|NAME|1|1.0|1
343|ввб|вячеслав васильевич бахирев|Вячеслав Васильевич Бахирев|NAME|501|33|28|NAME|1|1.0|1
344|беб|борис евстафьевич бутома|Борис Евстафьевич Бутома|NAME|502|33|29|NAME|1|1.0|1
347|нынешний|нынешнее|нынешнее|ADJF|507|34|5||4|1.0|4
354|уровень|уровня|уровня|NOUN|517|34|15||16|1.0|16
355|государственный|государственного|государственного|ADJF|518|34|16||15|1.0|15
357|25 лет|25 лет|25 лет|NUSR|520|35|1|NUSR|3|1.0|3
361|развитие|развития|развития|NOUN|524|36|3||11|2.0|11
366|развитие|развития|развития|NOUN|533|36|12||11|2.0|11
367|научный|научных|научных|ADJF|534|36|13||8|1.0|8
369|технология|технологий|технологий|NOUN|537|36|16||8|1.0|8
370|необходимость|необходимость|необходимость|NOUN|540|36|19||6|1.0|6
374|страна|страной|страной|NOUN|546|36|25||13|1.0|13
380|проблема|проблем|проблем|NOUN|554|37|8||5|1.0|5
381|решение|решения|решения|NOUN|556|37|10||6|1.0|6
384|снижение|снижение|снижение|NOUN|561|37|15||4|1.0|4
385|уровень|уровня|уровня|NOUN|562|37|16||16|1.0|16
390|хх|хх|ХХ|ROMN|568|38|4|ROMN|1|1.0|1
400|ххi|ххi|ХХI|ROMN|582|38|18|ROMN|1|1.0|1
401|последний|последние|последние|ADJF|584|39|2||4|1.0|4
402|25 лет|25 лет|25 лет|NUSR|585|39|3|NUSR|3|1.0|3
405|государство|государства|государства|NOUN|588|39|6||5|1.0|5
408|политик|политику|политику|NOUN|591|39|9||9|1.0|9
410|наука|науки|науки|NOUN|594|39|12||15|1.0|15
411|технология|технологий|технологий|NOUN|596|39|14||8|1.0|8
418|важный|важных|важных|ADJF|605|40|5||4|1.0|4
421|безопасность|безопасности|безопасности|NOUN|608|40|8||4|1.0|4
424|государственный|государственной|государственной|ADJF|612|40|12||15|1.0|15
425|политик|политики|политики|NOUN|613|40|13||9|1.0|9
429|отношение|отношений|отношений|NOUN|618|40|18||4|1.0|4
432|множество|множество|множество|NOUN|623|41|5||5|1.0|5
433|министр|министров|министров|NOUN|624|41|6||4|1.0|4
441|уровень|уровне|уровне|NOUN|635|41|17||16|1.0|16
442|государственный|государственного|государственного|ADJF|636|41|18||15|1.0|15
444|наш|нашей|нашей|ADJF|641|42|5||5|1.0|5
446|сша|сша|США|NOUN|644|42|8|SPEC|2|1.0|2
447|кнр|кнр|КНР|NOUN|648|42|12|UPPR|1|1.0|1
452|государственный|государственной|государственной|ADJF|654|42|18||15|1.0|15
453|политик|политики|политики|NOUN|655|42|19||9|1.0|9
454|сфера|сфере|сфере|NOUN|657|42|21||4|1.0|4
455|наука|науки|науки|NOUN|658|42|22||15|1.0|15
456|производство|производства|производства|NOUN|660|42|24||8|1.0|8
463|китай|китай|Китай|NOUN|671|43|11|SPEC|2|1.0|2
464|последний|последние|последние|ADJF|673|43|13||4|1.0|4
465|10 лет|10 лет|10 лет|NUSR|674|43|14|NUSR|1|1.0|1
470|мировой|мирового|мирового|NOUN|679|43|19||4|1.0|4
471|уровень|уровня|уровня|NOUN|680|43|20||16|1.0|16
475|сша|сша|США|NOUN|685|44|1|SPEC|2|1.0|2
478|наука|наука|Наука|NOUN|688|44|4|TITL|15|1.0|15
489|государственный|государственной|государственной|ADJF|705|44|21||15|1.0|15
490|политик|политики|политики|NOUN|706|44|22||9|1.0|9
494|мировой|мировое|мировое|ADJF|714|44|30||4|1.0|4
498|технология|технологий|технологий|NOUN|719|44|35||8|1.0|8
499|четверть|четверть|четверть|NOUN|723|45|4||4|1.0|4
500|век|века|века|NOUN|724|45|5||4|1.0|4
502|степень|степени|степени|NOUN|728|45|9||4|1.0|4
508|экономика|экономики|экономики|NOUN|736|45|17||8|1.0|8
510|мировой|мировых|мировых|NOUN|740|45|21||4|1.0|4
515|возможность|возможности|возможности|NOUN|746|45|27||4|1.0|4
517|технологический|технологическому|технологическому|ADJF|748|45|29||6|1.0|6
519|наш|нашу|нашу|ADJF|751|45|32||5|1.0|5
520|страна|страну|страну|NOUN|752|45|33||13|1.0|13
523|отношение|отношений|отношений|NOUN|756|46|4||4|1.0|4
524|наука|наукой|наукой|NOUN|758|46|6||15|1.0|15
528|государственный|государственной|государственной|ADJF|764|46|12||15|1.0|15
529|политик|политики|политики|NOUN|765|46|13||9|1.0|9
533|экономика|экономики|экономики|NOUN|769|46|17||8|1.0|8
534|страна|страны|страны|NOUN|770|46|18||13|1.0|13
536|осуществление|осуществление|Осуществление|NOUN|773|47|1||9|1.0|9
539|важный|важным|важным|ADJF|779|47|7||4|1.0|4
547|экономический|экономической|экономической|ADJF|790|48|5||5|1.0|5
549|технологический|технологической|технологической|ADJF|792|48|7||6|1.0|6
551|безопасность|безопасности|безопасности|NOUN|795|48|10||4|1.0|4
552|наш|нашего|нашего|ADJF|796|48|11||5|1.0|5
553|государство|государства|государства|NOUN|797|48|12||5|1.0|5
556|комплекс|комплекс|комплекс|NOUN|800|48|15|SPEC|5|1.0|5
564|страна|страны|страны|NOUN|810|48|25||13|1.0|13
568|опк|опк|ОПК|ABVR|816|49|6|SPEC|14|1.0|14
570|государственный|государственная|государственная|ADJF|818|50|2||15|1.0|15
571|политика|политика|политика|NOUN|819|50|3||4|1.0|4
575|потенциал|потенциала|потенциала|NOUN|825|50|9||6|1.0|6
576|наука|науки|науки|NOUN|826|50|10||15|1.0|15
577|технология|технологий|технологий|NOUN|827|50|11||8|1.0|8
578|производство|производства|производства|NOUN|829|50|13||8|1.0|8
582|опк|опк|ОПК|ABVR|835|50|19|SPEC|14|1.0|14
585|система|систему|систему|NOUN|839|50|23||7|1.0|7
592|оборонка|оборонке|оборонке|NOUN|851|51|5|WIQM|1|1.0|1
594|70 процентов|70 процентов|70 процентов|NUSR|855|51|9|NUSR|1|1.0|1
597|потенциал|потенциала|потенциала|NOUN|859|51|13||6|1.0|6
598|страна|страны|страны|NOUN|860|51|14||13|1.0|13
599|достижение|достижения|Достижения|NOUN|861|52|1||4|1.0|4
600|опк|опк|ОПК|ABVR|862|52|2|SPEC|14|1.0|14
601|главный|главным|главным|ADJF|864|52|4||4|1.0|4
603|технологический|технологических|технологических|ADJF|866|52|6||6|1.0|6
607|экономика|экономики|экономики|NOUN|871|52|11||8|1.0|8
609|предприятие|предприятиями|предприятиями|NOUN|874|53|3|SPEC|13|1.0|13
613|задача|задачи|задачи|NOUN|880|53|9||5|1.0|5
620|ресурс|ресурсам|ресурсам|NOUN|891|54|11||5|1.0|5
621|промышленный|промышленной|промышленной|ADJF|895|55|4||5|1.0|5
622|политика|политикой|политикой|NOUN|896|55|5||4|1.0|4
626|наука|науки|науки|NOUN|903|55|12||15|1.0|15
627|промышленность|промышленности|промышленности|NOUN|905|55|14||5|1.0|5
634|развитие|развития|развития|NOUN|913|55|22||11|1.0|11
635|национальный|национальной|национальной|ADJF|914|55|23||6|1.0|6
636|экономика|экономики|экономики|NOUN|915|55|24||8|1.0|8
638|государственное|государственное|государственное|ABVR|917|55|26|ABVR|1|1.0|1
640|важный|важных|важных|ADJF|920|55|29||4|1.0|4
641|технология|технологий|технологий|NOUN|921|55|30||8|1.0|8
642|производство|производств|производств|NOUN|923|55|32||8|1.0|8
647|сквозной|сквозное|сквозное|ADJF|930|56|2|WIQM|1|1.0|1
649|задача|задач|задач|NOUN|932|56|4||5|1.0|5
651|ресурс|ресурсами|ресурсами|NOUN|935|56|7||5|1.0|5
652|финансовыми|финансовыми|финансовыми|ABVR|936|56|8|ABVR|1|1.0|1
653|материальными|материальными|материальными|ABVR|937|56|9|ABVR|1|1.0|1
654|кадровыми|кадровыми|кадровыми|ABVR|938|56|10|ABVR|1|1.0|1
661|научный|научных|научных|ADJF|946|57|8||8|1.0|8
663|промышленность|промышленности|промышленности|NOUN|949|57|11||5|1.0|5
671|достижение|достижения|достижения|NOUN|959|58|10||4|1.0|4
674|необходимость|необходимость|Необходимость|NOUN|962|59|1||6|1.0|6
675|осуществление|осуществления|осуществления|NOUN|963|59|2||9|1.0|9
677|проект|проектов|проектов|NOUN|967|59|6||7|1.0|7
686|проблема|проблем|проблем|NOUN|977|60|6||5|1.0|5
688|ресурс|ресурсов|ресурсов|NOUN|979|60|8||5|1.0|5
689|главный|главных|главных|ADJF|981|60|10||4|1.0|4
694|научный|научной|научной|ADJF|987|60|16||8|1.0|8
695|промышленный|промышленной|промышленной|ADJF|989|60|18||5|1.0|5
696|политик|политики|политики|NOUN|990|60|19||9|1.0|9
702|государственный|государственном|государственном|ADJF|1002|62|10||15|1.0|15
703|уровень|уровне|уровне|NOUN|1003|62|11||16|1.0|16
705|национальный|национальных|национальных|ADJF|1005|62|13||6|1.0|6
706|проект|проектов|проектов|NOUN|1006|62|14||7|1.0|7
708|развитие|развития|развития|NOUN|1008|62|16||11|1.0|11
717|развитие|развития|развития|NOUN|1026|63|12||11|1.0|11
718|россия|россии|России|NOUN|1027|63|13|SPEC|4|1.0|4
720|уровень|уровня|уровня|NOUN|1029|63|15||16|1.0|16
722|создание|создание|создание|NOUN|1031|63|17||4|1.0|4
723|условие|условий|условий|NOUN|1032|63|18||5|1.0|5
724|возможность|возможностей|возможностей|NOUN|1034|63|20||4|1.0|4
730|12 проектов|12 проектов|12 проектов|NUSR|1045|64|4|NUSR|1|1.0|1
733|необходимость|необходимость|необходимость|NOUN|1049|64|8||6|1.0|6
734|осуществление|осуществления|осуществления|NOUN|1051|64|10||9|1.0|9
744|проект|проектов|проектов|NOUN|1072|66|13||7|1.0|7
751|счетный|счетной|Счетной|ADJF|1085|68|9|TITL|1|1.0|1
759|экология|экология|экология|NOUN|1099|68|23|WIQM|1|1.0|1
760|цэ|цифровая экономика|цифровая экономика|WIQM|1101|68|25|WIQM|2|1.0|2
762|четверть|четверть|четверть|NOUN|1105|69|2||4|1.0|4
763|век|века|века|NOUN|1106|69|3||4|1.0|4
766|предприятие|предприятий|предприятий|NOUN|1109|69|6|SPEC|13|2.0|13
767|опк|опк|ОПК|ABVR|1110|69|7|SPEC|14|1.0|14
770|предприятие|предприятия|предприятия|NOUN|1116|69|13|SPEC|13|2.0|13
777|политик|политики|политики|NOUN|1124|70|6||9|1.0|9
778|сфера|сфере|сфере|NOUN|1126|70|8||4|1.0|4
779|наука|науки|науки|NOUN|1127|70|9||15|1.0|15
780|промышленность|промышленности|промышленности|NOUN|1129|70|11||5|1.0|5
783|экономика|экономику|экономику|NOUN|1133|70|15||8|1.0|8
784|страна|страны|страны|NOUN|1134|70|16||13|1.0|13
785|уровень|уровня|уровня|NOUN|1136|70|18||16|1.0|16
787|безопасность|безопасность|безопасность|NOUN|1139|70|21||4|1.0|4
792|достижение|достижение|достижение|NOUN|1146|71|2||4|1.0|4
797|государство|государства|государства|NOUN|1153|71|9||5|1.0|5
799|академия|академия|Академия|NOUN|1155|71|11|TITL|1|1.0|1
800|наука|наук|наук|NOUN|1156|71|12||15|2.0|15
801|государственный|государственный|Государственный|ADJF|1157|71|13|TITL|15|1.0|15
803|наука|науке|науке|NOUN|1160|71|16||15|2.0|15
804|техника|технике|технике|NOUN|1162|71|18|SPEC|2|1.0|2
809|нынешний|нынешняя|Нынешняя|ADJF|1167|72|1||4|1.0|4
811|национальный|национальных|национальных|ADJF|1170|72|4||6|1.0|6
812|проект|проектов|проектов|NOUN|1171|72|5||7|1.0|7
813|условие|условиях|условиях|NOUN|1173|72|7||5|1.0|5
817|отношение|отношений|отношений|NOUN|1177|72|11||4|1.0|4
826|множество|множество|множество|NOUN|1190|72|24||5|1.0|5
828|сфера|сфере|сфере|NOUN|1194|72|28||4|1.0|4
830|осуществление|осуществление|осуществление|NOUN|1198|72|32||9|1.0|9
831|система|системе|системе|NOUN|1201|72|35||7|1.0|7
833|решение|решений|решений|NOUN|1203|72|37||6|1.0|6
835|достижение|достижение|достижение|NOUN|1205|72|39||4|1.0|4
841|национальный|национальных|национальных|ADJF|1213|73|6||6|1.0|6
842|проект|проектов|проектов|NOUN|1214|73|7||7|1.0|7
848|множество|множество|множество|NOUN|1223|73|16||5|1.0|5
850|последний|последние|последние|ADJF|1226|73|19||4|1.0|4
852|технология|технологий|технологий|NOUN|1228|73|21||8|1.0|8
853|производство|производств|производств|NOUN|1230|73|23||8|1.0|8
854|развитие|развитие|развитие|NOUN|1234|73|27||11|1.0|11
855|экономика|экономики|экономики|NOUN|1235|73|28||8|1.0|8
858|уровень|уровне|уровне|NOUN|1240|73|33||16|1.0|16
868|осуществление|осуществления|осуществления|NOUN|1260|74|17||9|1.0|9
869|национальный|национальных|национальных|ADJF|1261|74|18||6|1.0|6
870|проект|проектов|проектов|NOUN|1262|74|19||7|1.0|7
873|условие|условия|условия|NOUN|1267|74|24||5|1.0|5
875|система|систему|систему|NOUN|1271|74|28||7|1.0|7
880|страна|страны|страны|NOUN|1276|74|33||13|1.0|13
882|последний|последние|последние|ADJF|1279|74|36||4|1.0|4
883|четверть|четверть|четверть|NOUN|1280|74|37||4|1.0|4
884|век|века|века|NOUN|1281|74|38||4|1.0|4
887|осуществление|осуществление|осуществление|NOUN|1289|75|6||9|1.0|9
891|снижение|снижение|снижение|NOUN|1293|75|10||4|1.0|4
893|потенциал|потенциала|потенциала|NOUN|1295|75|12||6|1.0|6
894|государство|государства|государства|NOUN|1296|75|13||5|1.0|5
896|25 лет|25 лет|25 лет|NUSR|1300|76|4|NUSR|3|1.0|3
899|предприятие|предприятий|предприятий|NOUN|1303|76|7|SPEC|13|2.0|13
900|опк|опк|ОПК|ABVR|1304|76|8|SPEC|14|1.0|14
904|предприятие|предприятия|предприятия|NOUN|1313|76|17|SPEC|13|2.0|13
914|сторона|стороны|стороны|NOUN|1328|78|11||5|1.0|5
919|россия|россия|Россия|NOUN|1340|79|10|SPEC|4|1.0|4
922|научный|научным|научным|ADJF|1344|79|14||8|1.0|8
923|потенциал|потенциалом|потенциалом|NOUN|1345|79|15||6|1.0|6
934|развитие|развития|развития|NOUN|1360|79|30||11|1.0|11
941|комплекс|комплекса|комплекса|NOUN|1368|80|8|SPEC|5|1.0|5
942|опк|опк|ОПК|ABVR|1370|80|10|SPEC|14|1.0|14
943|система|систему|систему|NOUN|1372|80|12||7|1.0|7
948|потенциал|потенциала|потенциала|NOUN|1381|80|21||6|1.0|6
949|страна|страны|страны|NOUN|1382|80|22||13|1.0|13
952|сторона|стороны|стороны|NOUN|1387|80|27||5|1.0|5
953|государство|государства|государства|NOUN|1388|80|28||5|1.0|5
956|задача|задач|задач|NOUN|1391|80|31||5|1.0|5
958|решение|решения|решения|NOUN|1395|80|35||6|1.0|6
964|ресурс|ресурсов|ресурсов|NOUN|1402|80|42||5|1.0|5
967|научный|научных|научных|ADJF|1407|81|5||8|1.0|8
969|страна|стране|стране|NOUN|1410|81|8||13|1.0|13
976|российский|российские|российские|ADJF|1420|81|18||4|1.0|4
982|решение|решения|решения|NOUN|1427|81|25||6|1.0|6
983|проблема|проблемы|проблемы|NOUN|1428|81|26||5|1.0|5
984|степень|степени|степени|NOUN|1430|81|28||4|1.0|4
987|комплекс|комплексу|комплексу|NOUN|1438|83|3|SPEC|5|1.0|5
992|задача|задачи|задачи|NOUN|1443|83|8||5|1.0|5
1003|российский|российской|российской|ADJF|1457|84|3||4|1.0|4
1004|наука|науке|науке|NOUN|1458|84|4||15|1.0|15
1011|система|систему|систему|NOUN|1468|84|14||7|1.0|7
1012|решение|решение|решение|NOUN|1469|84|15||6|1.0|6
1016|российский|российские|российские|ADJF|1477|85|3||4|1.0|4
1021|степень|степени|степени|NOUN|1485|85|11||4|1.0|4
1023|решение|решение|решение|NOUN|1488|85|14||6|1.0|6
1034|научный|научного|научного|ADJF|1506|86|10||8|1.0|8
1036|потенциал|потенциала|потенциала|NOUN|1509|86|13||6|1.0|6
1038|экономический|экономического|экономического|ADJF|1511|87|2||5|1.0|5
1039|развитие|развития|развития|NOUN|1512|87|3||11|1.0|11
1040|технологический|технологический|технологический|ADJF|1514|87|5||6|1.0|6
1041|уровень|уровень|уровень|NOUN|1515|87|6||16|1.0|16
1042|производство|производств|производств|NOUN|1516|87|7||8|1.0|8
1050|страна|стране|стране|NOUN|1528|87|19||13|1.0|13
1058|предприятие|предприятий|предприятий|NOUN|1537|88|9|SPEC|13|1.0|13
1059|опк|опк|ОПК|ABVR|1538|88|10|SPEC|14|1.0|14
1064|предприятие|предприятиям|предприятиям|NOUN|1545|89|3|SPEC|13|1.0|13
1079|промышленный|промышленном|промышленном|ADJF|1566|89|24||5|1.0|5
1080|производство|производстве|производстве|NOUN|1567|89|25||8|1.0|8
1089|сторона|сторону|сторону|NOUN|1582|90|15||5|1.0|5
1100|важный|важной|важной|ADJF|1595|91|3||4|1.0|4
1101|необходимость|необходимость|необходимость|NOUN|1596|91|4||6|1.0|6
1102|создание|создания|создания|NOUN|1597|91|5||4|1.0|4
1105|производство|производств|производств|NOUN|1600|91|8||8|1.0|8
1109|технологический|технологической|технологической|ADJF|1605|91|13||6|1.0|6
1118|предприятие|предприятий|предприятий|NOUN|1616|92|10|SPEC|13|1.0|13
1121|производство|производства|производства|NOUN|1623|92|17||8|1.0|8
1142|предприятие|предприятий|предприятий|NOUN|1659|94|7|SPEC|13|1.0|13
1144|комплекс|комплекса|комплекса|NOUN|1661|94|9|SPEC|5|1.0|5
1145|опк|опк|ОПК|ABVR|1663|94|11|SPEC|14|1.0|14
1151|страна|страны|страны|NOUN|1674|94|22||13|1.0|13
1152|мировой|мировом|мировом|NOUN|1676|94|24||4|1.0|4
1153|технологический|технологическом|технологическом|ADJF|1677|94|25||6|1.0|6
1156|степень|степень|степень|NOUN|1685|95|7||4|1.0|4
1158|осуществление|осуществления|осуществления|NOUN|1687|95|9||9|1.0|9
1159|национальный|национальных|национальных|ADJF|1688|95|10||6|1.0|6
1160|проект|проектов|проектов|NOUN|1689|95|11||7|1.0|7
1162|впк|впк|ВПК|ABVR|1691|96|2|SPEC|2|1.0|2
1164|вм|васильевич михайлов|Васильевич Михайлов|NAME|1693|97|2|NAME|1|1.0|1
1166|экономический|экономических|экономических|ADJF|1695|97|4||5|1.0|5
1167|наука|наук|наук|NOUN|1696|97|5||15|1.0|15
1170|мвту|мвту|МВТУ|UPPR|1700|98|3|UPPR|1|1.0|1
1176|завод|заводе|заводе|NOUN|1709|99|8|SPEC|1|1.0|1
1177|подольск|подольске|Подольске|NOUN|1711|99|10|TITL|1|1.0|1
1178|с 1969 по 1975-й|с 1969 по 1975-й|с 1969 по 1975-й|NUSR|1712|99|11|NUSR|1|1.0|1
1179|главный|главный|главный|ADJF|1713|99|12||4|1.0|4
1181|радиозавод|радиозавода|радиозавода|NOUN|1715|99|14|SPEC|1|1.0|1
1182|гомель|гомеле|Гомеле|NOUN|1717|99|16|TITL|1|1.0|1
1183|с 1975-го|с 1975-го|с 1975-го|NUSR|1718|99|17|NUSR|1|1.0|1
1185|цнпо|цнпо|ЦНПО|ABVR|1724|99|23|SPEC|1|1.0|1
1186|вымпел|вымпел|Вымпел|NOUN|1725|99|24|CLIV|2|1.0|2
1187|1979 по 1987-й|1979 по 1987-й|1979 по 1987-й|NUSR|1727|100|2|NUSR|1|1.0|1
1189|нии|нии|НИИ|ABVR|1729|100|4|SPEC|1|1.0|1
1191|ниирп|ниирп|НИИРП|ABVR|1731|100|6|ABVR|1|1.0|1
1192|с 1987-го|с 1987-го|с 1987-го|NUSR|1732|100|7|NUSR|1|1.0|1
1195|нпо|нпо|НПО|ABVR|1735|100|10|SPEC|1|1.0|1
1196|вымпел|вымпел|Вымпел|NOUN|1736|100|11|CLIV|2|1.0|2
1198|1992 года|1992 года|1992 года|NUSR|1739|101|3|NUSR|1|1.0|1
1200|рспп|рспп|РСПП|UPPR|1741|101|5|UPPR|1|1.0|1
1201|1996-1997-м|1996-1997-м|1996-1997-м|NUSR|1743|102|2|NUSR|1|1.0|1
1204|совет|совета|Совета|NOUN|1746|102|5|TITL|1|1.0|1
1205|безопасность|безопасности|безопасности|NOUN|1747|102|6||4|1.0|4
