|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|цамто|цамто|ЦАМТО|UPPR|1|1|1|UPPR|2|1.0
1|2 июля|2 июля|2 июля|NUSR|2|1|2|NUSR|1|1.0
2|рособронэкспорт|рособронэкспорт|Рособронэкспорт|CLIV|3|2|1|CLIV|2|1.0
3|холдинг|холдингом|холдингом|NOUN|6|2|4||2|1.0
4|вр|вертолеты россии|Вертолеты России|CLIV|7|2|5|CLIV|2|1.0
5|продолжаю|продолжают|продолжают|VERB|8|2|6||1|1.0
6|поставка|поставку|поставку|NOUN|9|2|7||2|1.0
7|вооруженный|вооруженным|Вооруженным|ADJF|10|2|8|TITL|2|1.0
8|сила|силам|силам|NOUN|11|2|9||3|1.0
9|египет|египта|Египта|NOUN|12|2|10|SPEC|7|1.0
10|разведывательно-ударных|разведывательно-ударных|разведывательно-ударных|UNKN|13|2|11|UNKN|1|1.0
11|вертолет|вертолетов|вертолетов|NOUN|14|2|12|SPEC|5|1.0
12|ка-52|ка-52|Ка-52|DSNU|15|2|13|DSNU|9|1.0
13|аллигатор|аллигатор|Аллигатор|NOUN|16|2|14|CLIV|4|1.0
14|информация|информации|информации|NOUN|18|3|2||1|1.0
15|sm|scramble magazine|Scramble Magazine|NAME|19|3|3|NAME|1|1.0
16|аэродром|аэродроме|аэродроме|NOUN|21|3|5||1|1.0
17|владивосток|владивостоке|Владивостоке|NOUN|23|3|7|TITL|1|1.0
18|зафиксирован|зафиксирована|зафиксирована|PRTS|24|3|8||1|1.0
19|погрузка|погрузка|погрузка|NOUN|25|3|9||1|1.0
20|борт|борт|борт|NOUN|27|3|11||2|1.0
21|военно-транспортный|военно-транспортного|военно-транспортного|ADJF|28|3|12|SPEC|1|1.0
22|самолет|самолета|самолета|NOUN|29|3|13|SPEC|1|1.0
23|ан-124|ан-124|Ан-124|DSNU|30|3|14|DSNU|2|1.0
24|очередной|очередного|очередного|ADJF|31|3|15||1|1.0
25|вертолет|вертолета|вертолета|NOUN|32|3|16|SPEC|5|1.0
26|ка-52|ка-52|Ка-52|DSNU|33|3|17|DSNU|9|1.0
27|сн6|с.н 6630|с.н 6630|ABVR|34|3|18|ABVR|1|1.0
28|цвета|цветах|цветах|NOUN|36|3|20||1|1.0
29|ввс|ввс|ВВС|ABVR|37|3|21|SPEC|1|1.0
30|египет|египта|Египта|NOUN|38|3|22|SPEC|7|1.0
31|сообщение|сообщению|сообщению|NOUN|40|4|2||1|1.0
32|twitter|twitter|Twitter|NAME|42|4|4|NAME|1|1.0
33|рб|рустама богаудинова|Рустама Богаудинова|NAME|43|4|5|NAME|1|1.0
34|рампа|рампе|рампе|NOUN|45|4|7||1|1.0
35|замечен|замечено|замечено|PRTS|48|4|10||2|1.0
36|несколько|несколько|несколько|NUMR|50|4|12||1|1.0
37|ка-52|ка-52|Ка-52|DSNU|51|4|13|DSNU|9|1.0
38|готовый|готовых|готовых|ADJF|52|4|14||1|1.0
39|загрузка|загрузке|загрузке|NOUN|54|4|16||1|1.0
40|борт|борт|борт|NOUN|56|4|18||2|1.0
41|ан-124|ан-124|Ан-124|DSNU|57|4|19|DSNU|2|1.0
42|сообщаю|сообщал|сообщал|VERB|60|5|3||1|1.0
43|цамто|цамто|ЦАМТО|UPPR|61|5|4|UPPR|2|1.0
44|вооруженный|вооруженные|Вооруженные|ADJF|62|5|5|TITL|2|1.0
45|сила|силы|силы|NOUN|63|5|6||3|1.0
46|египет|египта|Египта|NOUN|64|5|7|SPEC|7|1.0
47|заключил|заключили|заключили|VERB|65|5|8||1|1.0
48|ао|ао|АО|ABVR|67|5|10|SPEC|1|1.0
49|рособронэкспорт|рособронэкспорт|Рособронэкспорт|CLIV|68|5|11|CLIV|2|1.0
50|контракт|контракт|контракт|NOUN|69|5|12||1|1.0
51|поставка|поставку|поставку|NOUN|71|5|14||2|1.0
52|46 вертолетов|46 вертолетов|46 вертолетов|NUSR|72|5|15|NUSR|1|1.0
53|ка-52|ка-52|Ка-52|DSNU|73|5|16|DSNU|9|1.0
54|аллигатор|аллигатор|Аллигатор|NOUN|74|5|17|CLIV|4|1.0
55|2015 году|2015 году|2015 году|NUSR|76|5|19|NUSR|1|1.0
56|египет|египет|Египет|NOUN|77|6|1|SPEC|7|1.0
57|стал|стал|стал|VERB|78|6|2||1|1.0
