|values
allwordscount|145.0
relwordscount|110.0
badwordscount|33.0
garbagewordscount|2.0
typeswords|['NOUN', 'NUSR', 'NAME', 'VERB', 'UPPR', 'ADJF', 'PRTF', 'PRTS', 'UNKN', 'INFN', 'PRCL']
sentscount|9.0
minwordssent|1.0
maxwordssent|39.0
meanwordssent|16.11
minrepeatword|1.0
maxrepeatword|6.0
meanrepeatword|2.35
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|1.38
bad-%|22.76
