|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|москва|москва|Москва|NOUN|1|1|1||1|1.0
1|2 августа|2 августа|2 августа|NUSR|2|2|1|NUSR|1|1.0
2|интерфакс|интерфакс|ИНТЕРФАКС|NOUN|3|3|1|UPPR|1|1.0
3|президент|президент|Президент|NOUN|4|3|2|TITL|3|1.0
4|рф|рф|РФ|NOUN|5|3|3|UPPR|1|1.0
5|вп|владимир путин|Владимир Путин|NAME|6|3|4|NAME|1|1.0
6|подписал|подписал|подписал|VERB|7|3|5||1|1.0
7|закон|законы|законы|NOUN|8|3|6||1|1.0
8|ратификация|ратификации|ратификации|NOUN|10|3|8||1|1.0
9|второе|второго|Второго|NOUN|11|3|9|TITL|2|1.0
10|третье|третьего|Третьего|NOUN|13|3|11|TITL|3|1.0
11|протокол|протоколов|протоколов|NOUN|14|3|12||6|1.0
12|вношусь|вносятся|вносятся|VERB|16|3|14||1|1.0
13|изменение|изменения|изменения|NOUN|17|3|15||5|1.0
14|устав|устав|Устав|NOUN|19|3|17|TITL|3|1.0
15|одкб|одкб|ОДКБ|UPPR|20|3|18|UPPR|6|1.0
16|от 7 октября 2002 года|от 7 октября 2002 года|от 7 октября 2002 года|NUSR|21|3|19|NUSR|2|1.0
17|документ|документы|Документы|NOUN|22|4|1||1|1.0
18|принятый|принятые|принятые|ADJF|23|4|2||1|1.0
19|госдума|госдумой|Госдумой|NOUN|24|4|3|TITL|1|1.0
20|24 июля 2019 года|24 июля 2019 года|24 июля 2019 года|NUSR|25|4|4|NUSR|1|1.0
21|одобренный|одобренные|одобренные|PRTF|27|4|6||1|1.0
22|сф|советом федерации|Советом Федерации|NAME|28|4|7|NAME|1|1.0
23|26 июля 2019 года|26 июля 2019 года|26 июля 2019 года|NUSR|29|4|8|NUSR|1|1.0
24|опубликован|опубликованы|опубликованы|PRTS|30|4|9||1|1.0
25|официальный|официальном|официальном|ADJF|32|4|11||1|1.0
26|интернет-портале|интернет-портале|интернет-портале|UNKN|33|4|12|UNKN|1|1.0
