|values
allwordscount|170.0
relwordscount|129.0
badwordscount|41.0
garbagewordscount|0.0
typeswords|['UPPR', 'NUSR', 'NOUN', 'ADJF', 'VERB', 'INFN', 'PRTF', 'PRTS', 'WIQM', 'NUMR', 'ABVR', 'CLIV', 'COMP']
sentscount|8.0
minwordssent|2.0
maxwordssent|32.0
meanwordssent|21.25
minrepeatword|1.0
maxrepeatword|4.0
meanrepeatword|1.65
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0.0
bad-%|24.12
