|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|цамто|цамто|ЦАМТО|UPPR|1|1|1|UPPR|1|1.0
1|9 августа|9 августа|9 августа|NUSR|2|1|2|NUSR|1|1.0
2|служба|служба|Служба|NOUN|3|2|1||1|1.0
3|внешний|внешней|внешней|ADJF|4|2|2||1|1.0
4|разведка|разведки|разведки|NOUN|5|2|3||1|1.0
5|рф|рф|РФ|NOUN|6|2|4|UPPR|2|1.0
6|пополнил|пополнила|пополнила|VERB|7|2|5||1|1.0
7|список|список|список|NOUN|8|2|6||1|1.0
8|российский|российских|российских|ADJF|9|2|7||1|1.0
9|спецслужба|спецслужб|спецслужб|NOUN|10|2|8||2|1.0
10|имею|имеют|имеют|VERB|12|2|10||2|1.0
11|полномочие|полномочия|полномочия|NOUN|13|2|11||1|1.0
12|распоряжаться|распоряжаться|распоряжаться|INFN|14|2|12||4|1.0
13|сведение|сведениями|сведениями|NOUN|15|2|13||3|1.0
14|область|области|области|NOUN|17|2|15||2|1.0
15|экономика|экономики|экономики|NOUN|18|2|16||3|1.0
16|наука|науки|науки|NOUN|19|2|17||2|1.0
17|техника|техники|техники|NOUN|21|2|19|SPEC|2|1.0
18|отнесенный|отнесенными|отнесенными|PRTF|22|2|20||1|1.0
19|государственный|государственной|государственной|ADJF|24|2|22||1|1.0
20|тайна|тайне|тайне|NOUN|25|2|23||1|1.0
21|соответствующий|соответствующий|Соответствующий|ADJF|26|3|1||1|1.0
22|президентский|президентский|президентский|ADJF|27|3|2||1|1.0
23|указ|указ|указ|NOUN|28|3|3||1|1.0
24|опубликован|опубликован|опубликован|PRTS|29|3|4||1|1.0
25|официальный|официальном|официальном|ADJF|31|3|6||1|1.0
26|портал|портале|портале|NOUN|32|3|7||1|1.0
27|правовой|правовой|правовой|ADJF|33|3|8||1|1.0
28|информация|информации|информации|NOUN|34|3|9||4|1.0
29|передаю|передает|передает|VERB|35|3|10||1|1.0
30|рн|риа новости|РИА Новости|WIQM|36|3|11|WIQM|1|1.0
31|речь|речь|Речь|NOUN|37|4|1||1|1.0
32|иду|идет|идет|VERB|38|4|2||1|1.0
33|информация|информации|информации|NOUN|40|4|4||4|1.0
34|научно-технический|научно-технических|научно-технических|ADJF|42|4|6||3|1.0
35|достижение|достижениях|достижениях|NOUN|43|4|7||1|1.0
36|технология|технологиях|технологиях|NOUN|45|4|9||2|1.0
37|могу|могут|могут|VERB|47|4|11||2|1.0
38|использован|использованы|использованы|PRTS|49|4|13||1|1.0
39|создание|создании|создании|NOUN|51|4|15||2|1.0
40|новый|новых|новых|ADJF|53|4|17||1|1.0
41|изделие|изделий|изделий|NOUN|54|4|18||1|1.0
42|технологический|технологических|технологических|ADJF|55|4|19||1|1.0
43|процесс|процессов|процессов|NOUN|56|4|20||1|1.0
44|различный|различных|различных|ADJF|58|4|22||1|1.0
45|отрасль|отраслях|отраслях|NOUN|59|4|23||1|1.0
46|экономика|экономики|экономики|NOUN|60|4|24||3|1.0
47|сведение|сведениями|сведениями|NOUN|63|5|3||3|1.0
48|могу|могли|могли|VERB|64|5|4||2|1.0
