|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|сша|сша|США|NOUN|2|1|2|SPEC|4|1.0
1|провёл|провели|провели|VERB|4|1|4||1|1.0
2|аэродинамический|аэродинамическое|аэродинамическое|ADJF|5|1|5||3|1.0
3|испытание|испытание|испытание|NOUN|6|1|6||4|1.0
4|прототип|прототипа|прототипа|NOUN|7|1|7||2|1.0
5|перспективный|перспективной|перспективной|ADJF|8|1|8||2|1.0
6|гиперзвуковой|гиперзвуковой|гиперзвуковой|ADJF|9|1|9||5|1.0
7|система|системы|системы|NOUN|10|1|10||1|1.0
8|аэродинамический|аэродинамическое|Аэродинамическое|ADJF|11|2|1||3|1.0
9|данный|данном|данном|ADJF|13|2|3||5|1.0
10|случай|случае|случае|NOUN|14|2|4||2|1.0
11|не|не|не|PRCL|15|2|5||4|1.0
12|предусматривающий|предусматривающее|предусматривающее|PRTF|16|2|6||1|1.0
13|пуск|пуска|пуска|NOUN|17|2|7||2|1.0
14|речь|речь|Речь|NOUN|18|3|1||2|1.0
15|иду|идёт|идёт|VERB|19|3|2||2|1.0
16|реализация|реализации|реализации|NOUN|21|3|4||3|1.0
17|проект|проекта|проекта|NOUN|22|3|5||1|1.0
18|agm-183a|agm-183a|AGM-183A|DSNU|23|3|6|DSNU|2|1.0
19|arrw|arrw|ARRW|UPPR|24|3|7|UPPR|2|1.0
20|рассматриваюсь|рассматривается|рассматривается|VERB|26|3|9||1|1.0
21|качество|качестве|качестве|NOUN|28|3|11||2|1.0
22|американский|американской|американской|ADJF|29|3|12||3|1.0
23|версия|версии|версии|NOUN|30|3|13||1|1.0
24|российский|российского|российского|ADJF|31|3|14||2|1.0
25|гиперзвуковой|гиперзвукового|гиперзвукового|ADJF|32|3|15||5|1.0
26|комплекс|комплекса|комплекса|NOUN|33|3|16|SPEC|3|1.0
27|кинжал|кинжал|Кинжал|NOUN|34|3|17|SPEC|3|1.0
28|испытание|испытания|Испытания|NOUN|35|4|1||4|1.0
29|провожусь|проводились|проводились|VERB|36|4|2||1|1.0
30|район|районе|районе|NOUN|38|4|4||1|1.0
31|авиабаза|авиабазы|авиабазы|NOUN|39|4|5||1|1.0
