|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent|count_key_text
340|сша|сша|США|NOUN|577|24|45|SPEC|10|1.0|10
341|россия|россией|Россией|NOUN|582|24|50|SPEC|4|1.0|4
343|ек|европу китаем|Европу Китаем|NAME|590|24|58|NAME|1|1.0|1
345|ки|конце истории|конце истории|WIQM|593|25|3|WIQM|1|1.0|1
350|1989 она|1989 она|1989 она|NUSR|603|25|13|NUSR|1|1.0|1
352|свой|свой|свой|ADJF|605|25|15||8|1.0|8
354|америка|америки|Америки|NOUN|608|25|18|SPEC|4|1.0|4
356|мир|мир|мир|NOUN|611|25|21||7|1.0|7
358|немецкий|немецкие|немецкие|ADJF|618|26|7||5|1.0|5
363|америка|америке|Америке|NOUN|630|27|11|SPEC|4|1.0|4
365|пс|перерастяжение сил|перерастяжение сил|WIQM|632|27|13|WIQM|1|1.0|1
372|най|най|Най|TITL|648|28|2|TITL|1|1.0|1
373|гарвард|гарварда|Гарварда|NOUN|650|28|4|TITL|1|1.0|1
381|америка|америка|Америка|NOUN|663|28|17|SPEC|4|1.0|4
382|пл|призвана лидировать|призвана лидировать|WIQM|664|28|18|WIQM|1|1.0|1
387|сша|сша|США|NOUN|673|29|9|SPEC|10|1.0|10
392|бо|бараком обамой|Бараком Обамой|NAME|681|30|4|NAME|1|1.0|1
394|азия|азию|Азию|NOUN|684|30|7|TITL|1|1.0|1
401|вр|вальтера ратенау|Вальтера Ратенау|NAME|697|30|20|NAME|1|1.0|1
407|трамп|трамп|Трамп|NOUN|709|31|3|TITL|1|1.0|1
413|персидский|персидском|Персидском|ADJF|719|32|6|TITL|2|1.0|2
421|немецкий|немецкой|немецкой|ADJF|730|32|17||5|1.0|5
428|вопрос|вопросах|вопросах|NOUN|739|32|26||4|1.0|4
430|порядок|порядка|порядка|NOUN|741|32|28||5|1.0|5
432|гк|гельмут коль|Гельмут Коль|NAME|743|33|2|NAME|1|1.0|1
434|свой|своем|своем|ADJF|746|33|5||8|1.0|8
438|1982-м|1982-м|1982-м|NUSR|751|33|10|NUSR|1|1.0|1
439|год|году|году|NOUN|752|33|11||4|1.0|4
440|нато|нато|НАТО|ABVR|754|33|13|SPEC|2|1.0|2
452|немецкий|немецкий|Немецкий|ADJF|768|34|1||5|2.0|5
453|михель|михель|Михель|TITL|769|34|2|TITL|1|1.0|1
465|немецкий|немецком|немецком|ADJF|786|34|19||5|2.0|5
471|штюрмер|штюрмер|Штюрмер|TITL|802|36|2|TITL|1|1.0|1
472|ms|michael stuermer|Michael Stuermer|ABVR|803|36|3|ABVR|1|1.0|1
