|values
allwordscount|231.0
relwordscount|184.0
badwordscount|47.0
garbagewordscount|0.0
typeswords|['ADJF', 'NOUN', 'NUMB', 'WIQM', 'VERB', 'NUSR', 'TITL', 'NUMR', 'ABVR', 'PRTF', 'INFN', 'DSNU', 'NAME']
sentscount|11.0
minwordssent|8.0
maxwordssent|35.0
meanwordssent|21.0
minrepeatword|1.0
maxrepeatword|8.0
meanrepeatword|2.01
allcolumnsstat|['lemm', 'word', 'tword', 'partlang', 'pos', 'idsent', 'sentpos', 'tkey', 'count_word_text', 'count_word_sent']
garbage-%|0
bad-%|20.346320346320347
