|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_sent|count_word_text|count_key_text
187|обычный|обычных|обычных|ADJF|309|19|19||1.0|4|4
188|пассажирский|пассажирских|пассажирских|ADJF|310|19|20||1.0|7|7
189|лайнер|лайнеров|лайнеров|NOUN|311|19|21||1.0|5|5
190|будущее|будущее|будущее|NOUN|314|20|3||1.0|4|4
193|скорость|скорость|Скорость|NOUN|318|21|1||1.0|10|10
202|сопротивление|сопротивление|сопротивление|NOUN|330|22|7||1.0|5|5
203|воздух|воздуха|воздуха|NOUN|331|22|8||1.0|8|8
207|конкорда|конкорда|Конкорда|CLIV|335|23|4|CLIV|1.0|3|3
208|ту-144|ту-144|Ту-144|DSNU|337|23|6|DSNU|1.0|8|8
211|звуковой|звуковой|звуковой|ADJF|340|23|9||1.0|15|15
212|барьер|барьер|барьер|NOUN|341|23|10||1.0|4|4
213|цена|ценой|ценой|NOUN|344|23|13||1.0|4|4
217|самолет|самолета|самолета|NOUN|350|23|19|SPEC|1.0|41|41
219|топливо|топлива|топлива|NOUN|354|23|23|SPEC|1.0|7|7
222|пассажир|пассажиров|пассажиров|NOUN|361|23|30||1.0|4|4
227|рейс|рейсах|рейсах|NOUN|368|25|4||1.0|6|6
228|конкорда|конкорда|Конкорда|CLIV|369|25|5|CLIV|1.0|3|3
229|лондон|лондоном|Лондоном|NOUN|371|25|7|TITL|1.0|3|3
230|нй|нью-йорком|Нью-Йорком|NAME|373|25|9|NAME|1.0|3|3
232|4350в|4350 в|4350 в|NUSR|375|25|11|NUSR|1.0|1|1
233|один|одну|одну|ADJF|376|25|12||1.0|5|5
239|540т|540 тыс|540 тыс|NUSR|387|25|23|NUSR|1.0|1|1
241|расход|расход|Расход|NOUN|389|26|1||1.0|7|7
242|топливо|топлива|топлива|NOUN|390|26|2|SPEC|1.0|7|7
245|конкорд|конкорд|Конкорд|CLIV|393|26|5|CLIV|1.0|5|5
246|ту-144|ту-144|Ту-144|DSNU|395|26|7|DSNU|1.0|8|8
249|человек|людей|людей|NOUN|400|26|12||1.0|8|8
250|земля|земле|земле|NOUN|402|26|14||1.0|5|5
256|жуковский|жуковский|Жуковский|NOUN|413|27|11|TITL|1.0|1|1
257|40м|40 минут|40 минут|NUSR|414|27|12|NUSR|1.0|1|1
263|цаги|цаги|ЦАГИ|NOUN|424|27|22|UPPR|1.0|3|3
267|сверхзвуковой|сверхзвукового|сверхзвукового|ADJF|430|27|28||1.0|24|24
268|пассажирский|пассажирского|пассажирского|ADJF|431|27|29||1.0|7|7
269|самолет|самолета|самолета|NOUN|432|27|30|SPEC|1.0|41|41
270|второе|второго|второго|NOUN|433|27|31||1.0|4|4
271|поколение|поколения|поколения|NOUN|434|27|32||1.0|6|6
274|корабль|корабль|корабль|NOUN|439|28|5|SPEC|1.0|2|2
278|корабль|корабля|корабля|NOUN|444|29|5|SPEC|1.0|2|2
286|ран|ран|РАН|ABVR|456|29|17|SPEC|1.0|1|1
287|сч|сергей чернышев|Сергей Чернышев|NAME|457|29|18|NAME|1.0|8|8
288|сверхзвуковой|сверхзвуковыми|сверхзвуковыми|ADJF|459|30|2||1.0|24|24
289|самолет|самолетами|самолетами|NOUN|460|30|3|SPEC|1.0|41|41
291|сам|самое|самое|ADJF|464|30|7||1.0|4|4
293|воздух|воздух|воздух|NOUN|468|30|11||1.0|8|8
297|аппарат|аппарата|аппарата|NOUN|473|30|16|SPEC|1.0|8|8
301|двигатель|двигателя|двигателя|NOUN|477|30|20|SPEC|1.0|8|8
305|земля|земли|земли|NOUN|483|31|6||1.0|5|5
308|сам|самом|самом|ADJF|487|32|2||1.0|4|4
309|дело|деле|деле|NOUN|488|32|3||1.0|5|5
329|человек|люди|Люди|NOUN|516|34|1||1.0|8|8
334|сч|сергей чернышев|Сергей Чернышев|NAME|529|35|12|NAME|1.0|8|8
337|ту-144|ту-144|Ту-144|DSNU|537|36|8|DSNU|1.0|8|8
339|машина|машин|машин|NOUN|540|36|11|SPEC|1.0|2|2
345|звуковой|звуковой|звуковой|ADJF|548|37|2||1.0|15|15
346|удар|удар|удар|NOUN|549|37|3||1.0|10|10
350|самолет|самолетом|самолетом|NOUN|555|37|9|SPEC|1.0|41|41
352|земля|землю|землю|NOUN|558|37|12||1.0|5|5
359|судно|судном|судном|NOUN|568|37|22|SPEC|1.0|1|1
360|скорость|скорость|скорость|NOUN|570|37|24||1.0|10|10
362|сверхзвуковой|сверхзвуковой|сверхзвуковой|ADJF|572|37|26||1.0|24|24
363|америка|америке|Америке|NOUN|574|38|2|SPEC|1.0|2|2
365|самолет|самолетов|самолетов|NOUN|576|38|4|SPEC|2.0|41|41
366|будущее|будущего|будущего|NOUN|577|38|5||1.0|4|4
369|федеральный|федеральное|Федеральное|ADJF|582|38|10|TITL|1.0|1|1
372|авиация|авиации|авиации|NOUN|585|38|13|SPEC|2.0|6|6
373|сша|сша|США|NOUN|586|38|14|SPEC|1.0|3|3
375|полет|полеты|полеты|NOUN|588|38|16||1.0|8|8
376|конкордов|конкордов|Конкордов|CLIV|589|38|17|CLIV|1.0|1|1
379|воздух|воздух|воздух|NOUN|600|38|28||1.0|8|8
380|пассажир|пассажирами|пассажирами|NOUN|602|38|30||1.0|4|4
383|международный|международная|Международная|ADJF|606|38|34|TITL|1.0|3|3
386|авиация|авиации|авиации|NOUN|609|38|37|SPEC|2.0|6|6
387|икао|икао|ИКАО|UPPR|611|38|39|UPPR|1.0|4|4
392|сверхзвуковой|сверхзвуковые|сверхзвуковые|ADJF|618|38|46||1.0|24|24
393|самолет|самолеты|самолеты|NOUN|619|38|47|SPEC|2.0|41|41
397|нсдл|неприемлемые ситуации для людей|неприемлемые ситуации для людей|WIQM|623|38|51|WIQM|1.0|1|1
401|восточный|восточным|Восточным|ADJF|628|39|5|TITL|1.0|1|1
402|западный|западным|Западным|ADJF|630|39|7|TITL|1.0|1|1
404|страна|страны|страны|NOUN|632|39|9||1.0|5|5
406|мир|мир|мир|NOUN|636|39|13||1.0|5|5
407|1970-х|1970-х|1970-х|NUSR|638|39|15|NUSR|1.0|1|1
412|самолет|самолетам|самолетам|NOUN|648|39|25|SPEC|1.0|41|41
415|атлантика|атлантикой|Атлантикой|NOUN|652|39|29|TITL|1.0|2|2
416|нй|нью-йорка|Нью-Йорка|NAME|654|39|31|NAME|1.0|3|3
417|париж|париж|Париж|NOUN|656|39|33|TITL|1.0|2|2
418|лондон|лондон|Лондон|NOUN|657|39|34|TITL|1.0|3|3
426|2000-м|2000-м|2000-м|NUSR|670|40|9|NUSR|1.0|1|1
427|один|один|один|ADJF|671|40|10||1.0|5|5
428|конкорд|конкорд|Конкорд|CLIV|672|40|11|CLIV|2.0|5|5
431|100ч|100 человек|100 человек|NUSR|676|40|15|NUSR|1.0|1|1
433|авиация|авиации|авиации|NOUN|680|40|19|SPEC|1.0|6|6
436|время|времена|времена|NOUN|683|40|22||1.0|4|4
438|11.09|11 сентября|11 сентября|NUSR|686|40|25|NUSR|1.0|1|1
441|2003г|2003 году|2003 году|NUSR|691|40|30|NUSR|1.0|1|1
442|конкорд|конкорд|Конкорд|CLIV|692|40|31|CLIV|2.0|5|5
445|рейс|рейс|рейс|NOUN|695|40|34||1.0|6|6
446|ту-144|ту-144|Ту-144|DSNU|697|41|2|DSNU|1.0|8|8
451|самолет|самолет|самолет|NOUN|705|41|10|SPEC|1.0|41|41
456|первое|первого|первого|NOUN|715|41|20||1.0|6|6
458|полет|полета|полета|NOUN|717|41|22||1.0|8|8
459|сверхзвуковой|сверхзвуковые|Сверхзвуковые|ADJF|718|42|1||1.0|24|24
460|самолет|самолеты|самолеты|NOUN|719|42|2|SPEC|1.0|41|41
462|министерство|министерства|Министерства|NOUN|723|42|6|TITL|1.0|1|1
465|институт|институтов|институтов|NOUN|727|42|10||1.0|4|4
467|самолет|самолетов|самолетов|NOUN|731|43|4|SPEC|1.0|41|41
469|конкорды|конкорды|Конкорды|CLIV|736|44|3|CLIV|1.0|2|2
472|атлантика|атлантикой|Атлантикой|NOUN|741|44|8|TITL|1.0|2|2
475|сверхзвуковой|сверхзвуковых|сверхзвуковых|ADJF|744|44|11||1.0|24|24
476|пассажирский|пассажирских|пассажирских|ADJF|745|44|12||1.0|7|7
477|самолет|самолетов|самолетов|NOUN|746|44|13|SPEC|1.0|41|41
478|второе|второго|второго|NOUN|747|44|14||1.0|4|4
479|поколение|поколения|поколения|NOUN|748|44|15||1.0|6|6
483|институт|институты|институты|NOUN|754|45|6||1.0|4|4
484|ес|ес|ЕС|NOUN|755|45|7|UPPR|1.0|1|1
485|сша|сша|США|NOUN|756|45|8|SPEC|1.0|3|3
486|япония|японии|Японии|NOUN|757|45|9|SPEC|1.0|2|2
487|россия|россии|России|NOUN|758|45|10|SPEC|1.0|2|2
494|2010-х|2010-х|2010-х|NUSR|770|46|2|NUSR|1.0|1|1
501|аппарат|аппаратов|аппаратов|NOUN|783|46|15|SPEC|1.0|8|8
505|обычный|обычных|обычных|ADJF|789|46|21||1.0|4|4
506|человек|людей|людей|NOUN|790|46|22||1.0|8|8
507|50л|50 лет|50 лет|NUSR|794|47|4|NUSR|1.0|1|1
514|звуковой|звуковой|звуковой|ADJF|804|47|14||1.0|15|15
515|удар|удар|удар|NOUN|805|47|15||1.0|10|10
516|расход|расход|расход|NOUN|807|47|17||1.0|7|7
517|горючее|горючего|горючего|NOUN|808|47|18|SPEC|1.0|3|3
519|шум|шум|шум|NOUN|814|48|6||1.0|11|11
523|самолет|самолетов|самолетов|NOUN|821|49|3|SPEC|1.0|41|41
524|первое|первого|первого|NOUN|822|49|4||1.0|6|6
525|поколение|поколения|поколения|NOUN|823|49|5||1.0|6|6
528|сч|сергей чернышев|Сергей Чернышев|NAME|829|49|11|NAME|1.0|8|8
531|двигатель|двигателей|двигателей|NOUN|833|50|4|SPEC|1.0|8|8
533|воздух|воздух|воздух|NOUN|836|50|7||1.0|8|8
535|двигатель|двигателей|двигателей|NOUN|838|51|2|SPEC|1.0|8|8
541|сопротивление|сопротивление|сопротивление|NOUN|848|51|12||1.0|5|5
542|воздух|воздуха|воздуха|NOUN|849|51|13||1.0|8|8
543|самолет|самолет|самолет|NOUN|850|51|14|SPEC|1.0|41|41
545|топливо|топлива|топлива|NOUN|854|51|18|SPEC|1.0|7|7
550|звуковой|звуковой|звуковой|ADJF|862|51|26||1.0|15|15
551|барьер|барьер|барьер|NOUN|863|51|27||1.0|4|4
557|икао|икао|ИКАО|UPPR|874|52|11|UPPR|1.0|4|4
558|шум|шуму|шуму|NOUN|876|52|13||1.0|11|11
561|конкорды|конкорды|Конкорды|CLIV|881|53|1|CLIV|1.0|2|2
562|ту-144|ту-144|Ту-144|DSNU|883|53|3|DSNU|1.0|8|8
570|норма|нормам|нормам|NOUN|893|53|13||1.0|6|6
572|самолет|самолеты|самолеты|NOUN|896|54|3|SPEC|1.0|41|41
577|14-й|14-й|14-й|NUSR|902|54|9|NUSR|1.0|2|2
580|свк|сочи виктор копьев|Сочи Виктор Копьев|NAME|908|54|15|NAME|1.0|1|1
583|спс|спс|СПС|ABVR|912|54|19|SPEC|1.0|3|3
584|первое|первого|первого|NOUN|913|54|20||1.0|6|6
585|поколение|поколения|поколения|NOUN|914|54|21||1.0|6|6
586|16р|16 раз|16 раз|NUSR|918|54|25|NUSR|1.0|1|1
594|двигатель|двигатели|двигатели|NOUN|929|55|11|SPEC|1.0|8|8
596|самолет|самолета|самолета|NOUN|932|55|14|SPEC|1.0|41|41
602|земля|земле|земле|NOUN|942|55|24||1.0|5|5
603|звуковой|звукового|звукового|ADJF|944|56|2||1.0|15|15
604|удар|удара|удара|NOUN|945|56|3||1.0|10|10
605|норма|норм|норм|NOUN|947|56|5||1.0|6|6
608|сч|сергея чернышева|Сергея Чернышева|NAME|952|57|3|NAME|1.0|8|8
609|комитет|комитете|Комитете|NOUN|954|57|5|TITL|1.0|1|1
614|авиация|авиации|авиации|NOUN|961|57|12|SPEC|1.0|6|6
615|ки|каеп икао|КАЕП ИКАО|ABVR|962|57|13|ABVR|1.0|1|1
622|звуковой|звуковых|звуковых|ADJF|974|57|25||1.0|15|15
626|лет|лет|лет|NOUN|982|58|4||1.0|4|4
627|звуковой|звуковой|звуковой|ADJF|983|58|5||1.0|15|15
628|удар|удар|удар|NOUN|984|58|6||1.0|10|10
631|шум|шум|шум|NOUN|988|58|10||1.0|11|11
637|москва|москвы|Москвы|NOUN|999|59|5|TITL|1.0|2|2
638|токио|токио|Токио|NOUN|1000|59|6|TITL|1.0|1|1
639|париж|парижа|Парижа|NOUN|1001|59|7|TITL|1.0|2|2
641|шум|шум|шум|NOUN|1003|59|9||1.0|11|11
644|65-67д|65-67 дб|65-67 дБ|NUSR|1007|59|13|NUSR|1.0|1|1
649|шум|шума|шума|NOUN|1017|60|10||1.0|11|11
651|самолет|самолет|самолет|NOUN|1020|60|13|SPEC|1.0|41|41
654|шум|шум|Шум|NOUN|1025|61|1||1.0|11|11
657|автомобиль|автомобиля|автомобиля|NOUN|1028|61|4|SPEC|1.0|2|2
660|60-65д|60-65 дб|60-65 дБ|NUSR|1034|61|10|NUSR|1.0|1|1
663|звуковой|звуковой|звуковой|ADJF|1040|62|6||1.0|15|15
664|удар|удар|удар|NOUN|1041|62|7||1.0|10|10
667|65д|65 дб|65 дБ|NUSR|1045|62|11|NUSR|1.0|1|1
673|сч|сергей чернышев|Сергей Чернышев|NAME|1054|63|8|NAME|1.0|8|8
674|самолет|самолет|самолет|NOUN|1058|64|4|SPEC|1.0|41|41
680|икао|икао|ИКАО|UPPR|1071|65|4|UPPR|1.0|4|4
682|австрия|австрии|Австрии|NOUN|1073|65|6|SPEC|1.0|1|1
686|страна|стран|стран|NOUN|1077|65|10||1.0|5|5
687|конкорда|конкорда|Конкорда|TITL|1078|65|11|TITL|1.0|3|3
689|скорость|скорости|скорости|NOUN|1081|65|14||1.0|10|10
691|шум|шума|шума|NOUN|1084|66|3||1.0|11|11
694|полет|полетов|полетов|NOUN|1088|66|7||1.0|8|8
695|сверхзвуковой|сверхзвуковых|сверхзвуковых|ADJF|1090|66|9||1.0|24|24
696|скорость|скоростях|скоростях|NOUN|1091|66|10||1.0|10|10
700|звуковой|звуковой|звуковой|ADJF|1098|67|4||1.0|15|15
701|удар|удар|удар|NOUN|1099|67|5||1.0|10|10
703|полет|полете|полете|NOUN|1102|67|8||1.0|8|8
708|человек|людям|людям|NOUN|1108|67|14||1.0|8|8
713|конкордам|конкордам|Конкордам|CLIV|1118|69|1|CLIV|1.0|1|1
717|скорость|скорость|скорость|NOUN|1123|69|6||1.0|10|10
719|самолет|самолет|самолет|NOUN|1126|70|3|SPEC|1.0|41|41
721|дозвук|дозвуке|дозвуке|NOUN|1131|70|8|SPEC|1.0|3|3
722|сверхзвук|сверхзвуке|сверхзвуке|NOUN|1134|70|11|SPEC|1.0|1|1
727|дозвук|дозвуке|дозвуке|NOUN|1142|71|2|SPEC|2.0|3|3
731|длинный|длинное|длинное|ADJF|1147|71|7||1.0|4|4
732|крыло|крыло|крыло|NOUN|1148|71|8|SPEC|3.0|5|5
733|крыло|крылом|крылом|NOUN|1152|71|12|SPEC|3.0|5|5
734|самолет|самолет|самолет|NOUN|1153|71|13|SPEC|3.0|41|41
737|сверхзвуковой|сверхзвуковой|сверхзвуковой|ADJF|1157|71|17||1.0|24|24
738|скорость|скорости|скорости|NOUN|1158|71|18||1.0|10|10
741|сопротивление|сопротивление|сопротивление|NOUN|1161|71|21||1.0|5|5
742|самолет|самолет|самолет|NOUN|1163|71|23|SPEC|3.0|41|41
746|сч|сергей чернышев|Сергей Чернышев|NAME|1169|71|29|NAME|1.0|8|8
748|звуковой|звукового|звукового|ADJF|1172|71|32||1.0|15|15
749|барьер|барьера|барьера|NOUN|1173|71|33||1.0|4|4
752|крыло|крыло|крыло|NOUN|1176|71|36|SPEC|3.0|5|5
756|дозвук|дозвуке|дозвуке|NOUN|1183|71|43|SPEC|2.0|3|3
757|самолет|самолет|самолет|NOUN|1185|71|45|SPEC|3.0|41|41
760|расход|расхода|расхода|NOUN|1189|71|49||1.0|7|7
761|топливо|топлива|топлива|NOUN|1190|71|50|SPEC|1.0|7|7
762|спс|спс|СПС|ABVR|1191|72|1|SPEC|1.0|3|3
763|второе|второго|второго|NOUN|1192|72|2||1.0|4|4
764|поколение|поколения|поколения|NOUN|1193|72|3||1.0|6|6
770|полет|полета|полета|NOUN|1202|72|12||1.0|8|8
771|сверхзвуковой|сверхзвуковой|сверхзвуковой|ADJF|1204|72|14||1.0|24|24
772|скорость|скоростью|скоростью|NOUN|1205|72|15||1.0|10|10
773|самолет|самолеты|самолеты|NOUN|1209|72|19|SPEC|1.0|41|41
779|норма|нормы|нормы|NOUN|1216|72|26||1.0|6|6
781|звуковой|звуковому|звуковому|ADJF|1219|72|29||1.0|15|15
782|удар|удару|удару|NOUN|1220|72|30||1.0|10|10
784|сверхзвуковой|сверхзвуковой|сверхзвуковой|ADJF|1222|73|2||1.0|24|24
785|пассажирский|пассажирский|пассажирский|ADJF|1223|73|3||1.0|7|7
786|самолет|самолет|самолет|NOUN|1224|73|4|SPEC|1.0|41|41
789|длинный|длинные|Длинные|ADJF|1231|74|1||1.0|4|4
790|крыло|крылья|крылья|NOUN|1232|74|2|SPEC|1.0|5|5
794|скорость|скоростях|скоростях|NOUN|1237|74|7||1.0|10|10
798|звуковой|звуковой|звуковой|ADJF|1242|74|12||1.0|15|15
799|барьер|барьер|барьер|NOUN|1243|74|13||1.0|4|4
800|двигатель|двигатели|Двигатели|NOUN|1244|75|1|SPEC|1.0|8|8
806|шум|шум|шум|NOUN|1251|75|8||1.0|11|11
808|сопротивление|сопротивление|сопротивление|NOUN|1254|75|11||1.0|5|5
809|расход|расход|расход|NOUN|1256|75|13||1.0|7|7
810|топливо|топлива|топлива|NOUN|1257|75|14|SPEC|1.0|7|7
812|звуковой|звукового|звукового|ADJF|1260|76|3||1.0|15|15
813|удар|удара|удара|NOUN|1261|76|4||1.0|10|10
814|земля|земле|земле|NOUN|1263|76|6||1.0|5|5
817|фюзеляж|фюзеляжа|фюзеляжа|NOUN|1266|76|9|SPEC|1.0|2|2
822|сопротивление|сопротивления|сопротивления|NOUN|1275|76|18||1.0|5|5
823|воздух|воздуха|воздуха|NOUN|1276|76|19||1.0|8|8
824|расход|расхода|расхода|NOUN|1278|76|21||1.0|7|7
825|горючее|горючего|горючего|NOUN|1279|76|22|SPEC|1.0|3|3
827|весь|всему|всему|ADJF|1284|77|5||1.0|5|5
828|мир|миру|миру|NOUN|1285|77|6||1.0|5|5
831|сверхзвуковой|сверхзвуковых|сверхзвуковых|ADJF|1288|77|9||1.0|24|24
832|аппарат|аппаратов|аппаратов|NOUN|1289|77|10|SPEC|1.0|8|8
834|американский|американских|американских|ADJF|1292|77|13||1.0|4|4
843|сверхзвуковой|сверхзвуковые|сверхзвуковые|ADJF|1306|79|6||1.0|24|24
844|пассажирский|пассажирские|пассажирские|ADJF|1307|79|7||1.0|7|7
845|самолет|самолеты|самолеты|NOUN|1308|79|8|SPEC|1.0|41|41
850|человек|людям|людям|NOUN|1316|79|16||1.0|8|8
853|демонстратор|демонстраторов|демонстраторов|NOUN|1321|80|5||1.0|6|6
856|аппарат|аппаратов|аппаратов|NOUN|1324|80|8|SPEC|1.0|8|8
859|дело|деле|деле|NOUN|1329|80|13||1.0|5|5
860|один|один|Один|ADJF|1330|81|1||1.0|5|5
861|аппарат|аппарат|аппарат|NOUN|1332|81|3|SPEC|1.0|8|8
864|lm|lockheed martin|Lockheed Martin|NAME|1335|81|6|NAME|1.0|1|1
866|nasa|nasa|NASA|UPPR|1338|81|9|UPPR|1.0|2|2
868|x-59|x-59|X-59|DSNU|1340|82|2|DSNU|1.0|2|2
869|quesst|quesst|QueSST|TITL|1341|82|3|TITL|1.0|2|2
872|истребитель|истребитель|истребитель|NOUN|1345|82|7|SPEC|1.0|1|1
873|лайнер|лайнер|лайнер|NOUN|1347|82|9||1.0|5|5
874|длинный|длинного|длинного|ADJF|1350|83|3||1.0|4|4
891|демонстратор|демонстратор|демонстратор|NOUN|1376|84|10||1.0|6|6
893|звуковой|звуковой|звуковой|ADJF|1379|84|13||1.0|15|15
894|удар|удар|удар|NOUN|1380|84|14||1.0|10|10
899|2023г|2023 году|2023 году|NUSR|1387|85|2|NUSR|1.0|1|1
900|x-59|x-59|X-59|DSNU|1388|85|3|DSNU|1.0|2|2
901|quesst|quesst|QueSST|TITL|1389|85|4|TITL|1.0|2|2
904|американский|американскими|американскими|ADJF|1393|85|8||1.0|4|4
909|nasa|nasa|NASA|UPPR|1402|85|17|UPPR|1.0|2|2
916|демонстратор|демонстратор|демонстратор|NOUN|1416|86|9||1.0|6|6
920|сверхзвуковой|сверхзвуковые|сверхзвуковые|ADJF|1420|87|2||1.0|24|24
921|самолет|самолеты|самолеты|NOUN|1421|87|3|SPEC|1.0|41|41
923|авиация|авиации|авиации|NOUN|1423|87|5|SPEC|1.0|6|6
924|дб|джанет беднарек|Джанет Беднарек|NAME|1424|87|6|NAME|1.0|1|1
927|buzzfeed|buzzfeed|BuzzFeed|TITL|1427|87|9|TITL|1.0|1|1
928|шум|шум|шум|NOUN|1430|87|12||1.0|11|11
930|обычный|обычные|обычные|ADJF|1434|88|2||1.0|4|4
931|самолет|самолеты|самолеты|NOUN|1435|88|3|SPEC|1.0|41|41
934|человек|люди|люди|NOUN|1439|88|7||1.0|8|8
941|расход|расхода|расхода|NOUN|1453|89|7||1.0|7|7
942|топливо|топлива|топлива|NOUN|1454|89|8|SPEC|1.0|7|7
943|2018г|2018 году|2018 году|NUSR|1456|90|2|NUSR|1.0|1|1
945|международный|международного|Международного|ADJF|1458|90|4|TITL|1.0|3|3
948|транспорт|транспорту|транспорту|NOUN|1462|90|8|SPEC|1.0|4|4
953|volkswagen|volkswagen|Volkswagen|TITL|1470|90|16|TITL|1.0|1|1
957|машина|машинах|машинах|NOUN|1475|90|21|SPEC|1.0|2|2
959|двигатель|двигателями|двигателями|NOUN|1478|90|24|SPEC|1.0|8|8
961|полет|полет|полет|NOUN|1480|90|26||1.0|8|8
962|аппарат|аппарата|аппарата|NOUN|1482|90|28|SPEC|1.0|8|8
964|сверхзвуковой|сверхзвуковой|сверхзвуковой|ADJF|1485|91|3||1.0|24|24
965|самолет|самолет|самолет|NOUN|1486|91|4|SPEC|1.0|41|41
967|5-7р|5-7 раз|5-7 раз|NUSR|1490|91|8|NUSR|1.0|1|1
968|топливо|топлива|топлива|NOUN|1492|91|10|SPEC|1.0|7|7
970|пассажир|пассажира|пассажира|NOUN|1496|91|14||1.0|4|4
979|норма|нормы|нормы|NOUN|1508|91|26||1.0|6|6
980|40-70%|40 и 70%|40 и 70%|NUSR|1511|91|29|NUSR|1.0|1|1
982|сч|сергея чернышева|Сергея Чернышева|NAME|1513|92|2|NAME|1.0|8|8
984|расход|расход|расход|NOUN|1516|92|5||1.0|7|7
985|горючее|горючего|горючего|NOUN|1517|92|6|SPEC|1.0|3|3
986|1,5-2р|1,5-2 раза|1,5-2 раза|NUSR|1522|92|11|NUSR|1.0|1|1
