|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|десять|десять|десять|NUMR|4|1|4||3|1.0
1|лет|лет|лет|NOUN|5|1|5||4|1.0
2|небо|небо|небо|NOUN|7|1|7||3|1.0
3|поднялся|поднимутся|поднимутся|VERB|8|1|8||2|1.0
4|сверхзвуковой|сверхзвуковые|сверхзвуковые|ADJF|9|1|9||24|1.0
5|пассажирский|пассажирские|пассажирские|ADJF|10|1|10||7|1.0
6|самолет|самолеты|самолеты|NOUN|11|1|11|SPEC|41|1.0
7|спс|спс|СПС|ABVR|12|1|12|ABVR|3|1.0
8|тасс|тасс|ТАСС|NOUN|13|2|1|UPPR|1|1.0
9|трудность|трудностях|трудностях|NOUN|15|2|3||1|1.0
10|стоящий|стоящих|стоящих|ADJF|16|2|4||1|1.0
11|инженер|инженерами|инженерами|NOUN|18|2|6||2|1.0
12|политический|политической|политической|ADJF|20|2|8||1|1.0
13|борьба|борьбе|борьбе|NOUN|21|2|9||1|1.0
14|скорость|скорость|скорость|NOUN|23|2|11||10|1.0
15|спор|споры|споры|ADJS|27|3|4||2|1.0
16|эксперт|экспертов|экспертов|NOUN|28|3|5||3|1.0
17|закончился|закончатся|закончатся|VERB|29|3|6||1|1.0
18|драка|дракой|дракой|NOUN|30|3|7||1|1.0
19|европа|европа|Европа|NOUN|31|4|1||4|1.0
20|сверхзвуковой|сверхзвукового|сверхзвукового|ADJF|34|4|4||24|1.0
21|самолет|самолета|самолета|NOUN|35|4|5|SPEC|41|1.0
22|не|не|не|PRCL|37|4|7||31|1.0
23|удовлетворяю|удовлетворяет|удовлетворяет|VERB|38|4|8||1|1.0
24|14-й|14-й|14-й|NUSR|39|4|9|NUSR|2|1.0
25|глава|главе|главе|NOUN|40|4|10||2|1.0
26|шум|шуму|шуму|NOUN|42|4|12||11|1.0
27|понимаю|понимают|понимают|VERB|45|5|3||1|1.0
28|сконструировать|сконструировать|сконструировать|INFN|47|5|5||1|1.0
29|самолет|самолет|самолет|NOUN|49|5|7|SPEC|41|1.0
30|сложный|сложная|сложная|ADJF|51|5|9||1|1.0
31|задача|задача|задача|NOUN|52|5|10||1|1.0
32|американец|американцы|Американцы|NOUN|53|6|1||1|1.0
33|вопрос|вопрос|вопрос|NOUN|55|6|3||1|1.0
34|обходил|обходят|обходят|VERB|56|6|4||1|1.0
35|готов|готов|готов|ADJS|60|7|4||2|1.0
36|демонстратор|демонстратор|демонстратор|NOUN|61|7|5||6|1.0
37|запускать|запускать|запускать|INFN|67|7|11||1|1.0
38|самолет|самолеты|самолеты|NOUN|68|7|12|SPEC|41|1.0
39|позиция|позиция|Позиция|NOUN|69|8|1||1|1.0
40|россия|россии|России|NOUN|70|8|2|SPEC|2|1.0
41|не|не|не|PRCL|73|8|5||31|1.0
42|фиксировать|фиксировать|фиксировать|INFN|74|8|6||1|1.0
43|смотреть|смотреть|смотреть|INFN|76|8|8||1|1.0
44|развиваться|развиваться|развиваться|INFN|80|8|12||1|1.0
45|рассказываю|рассказывает|рассказывает|VERB|81|8|13||3|1.0
46|начальник|начальник|начальник|NOUN|82|8|14||1|1.0
47|отделение|отделения|отделения|NOUN|83|8|15||1|1.0
48|аэроакустик|аэроакустики|аэроакустики|NOUN|84|8|16||1|1.0
49|экология|экологии|экологии|NOUN|86|8|18||1|1.0
50|летательный|летательных|летательных|ADJF|87|8|19||3|1.0
51|аппарат|аппаратов|аппаратов|NOUN|88|8|20|SPEC|8|1.0
52|центральный|центрального|Центрального|ADJF|89|8|21|TITL|1|1.0
53|аэрогидродинамический|аэрогидродинамического|аэрогидродинамического|ADJF|90|8|22||1|1.0
54|институт|института|института|NOUN|91|8|23||4|1.0
55|цаги|цаги|ЦАГИ|ABVR|92|8|24|ABVR|3|1.0
56|вк|виктор копьев|Виктор Копьев|NAME|93|8|25|NAME|1|1.0
57|сидящий|сидящий|Сидящий|PRTF|94|9|1||1|1.0
58|первое|первом|первом|NOUN|96|9|3||6|1.0
59|ряд|ряду|ряду|NOUN|97|9|4||1|1.0
60|мужчина|мужчина|мужчина|NOUN|98|9|5||1|1.0
61|поддакиваю|поддакивает|поддакивает|VERB|101|9|8||1|1.0
62|зал|зале|зале|NOUN|103|10|2||1|1.0
63|окно|окон|окон|NOUN|105|10|4||1|1.0
64|необъятный|необъятного|необъятного|ADJF|107|10|6||1|1.0
65|парка|парка|парка|NOUN|108|10|7||1|1.0
66|сириус|сириус|Сириус|NOUN|109|10|8|CLIV|1|1.0
67|пять|пять|пять|NUMR|110|10|9||1|1.0
68|лет|лет|лет|NOUN|111|10|10||4|1.0
69|тысяча|тысячи|тысячи|NOUN|113|10|12||1|1.0
70|журналист|журналистов|журналистов|NOUN|114|10|13||1|1.0
71|передавал|передавали|передавали|VERB|115|10|14||1|1.0
72|сводка|сводки|сводки|NOUN|117|10|16||1|1.0
73|сочинский|сочинской|сочинской|ADJF|119|10|18||1|1.0
74|олимпиада|олимпиады|Олимпиады|NOUN|120|10|19|TITL|1|1.0
75|собрался|собрались|собрались|VERB|121|10|20||1|1.0
76|специалист|специалисты|специалисты|NOUN|122|10|21||3|1.0
77|транспорт|транспорту|транспорту|NOUN|124|10|23|SPEC|4|1.0
78|съехавшийся|съехавшиеся|съехавшиеся|PRTF|125|10|24||1|1.0
79|форум|форум|форум|NOUN|127|10|26||1|1.0
80|нб|наука будущего|Наука будущего|WIQM|128|10|27|WIQM|1|1.0
81|прилетел|прилетел|прилетел|VERB|130|11|2||1|1.0
82|устал|устал|устал|VERB|134|11|6||1|1.0
83|полтора|полтора|полтора|NUMR|135|11|7||1|1.0
84|час|часа|часа|NOUN|136|11|8||4|2.0
85|аэропорт|аэропорта|аэропорта|NOUN|138|11|10||3|1.0
86|вылет|вылета|вылета|NOUN|143|11|15||1|1.0
87|два|два|два|NUMR|144|11|16||4|1.0
88|пятнадцать|пятнадцать|пятнадцать|NUMR|145|11|17||1|1.0
89|воздух|воздухе|воздухе|NOUN|147|11|19||8|1.0
90|час|час|час|NOUN|148|11|20||4|2.0
91|раскаленный|раскаленной|раскаленной|PRTF|150|11|22||1|1.0
